ลำดับที่,รหัสสถานี,ที่ตั้งสถานี,จังหวัด,วันที่ตรวจวัดสภาพอากาศ,ค่าตรวจวัด,ประเภทข้อมูล
86,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/4/2018,6.00,ความเร็วลมสุงสุด
87,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/4/2018,0.00,ปริมาณฝน
88,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/1/2018,87.00,ความชื้นสัมพัทธ์
89,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/1/2018,6.00,ความเร็วลมสุงสุด
90,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/1/2018,0.00,ปริมาณฝน
91,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/2/2018,80.00,ความชื้นสัมพัทธ์
92,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/2/2018,12.00,ความเร็วลมสุงสุด
93,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/2/2018,0.00,ปริมาณฝน
94,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/3/2018,83.00,ความชื้นสัมพัทธ์
95,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/3/2018,15.00,ความเร็วลมสุงสุด
96,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/3/2018,0.00,ปริมาณฝน
97,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/1/2018,92.00,ความชื้นสัมพัทธ์
98,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/1/2018,6.00,ความเร็วลมสุงสุด
99,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/1/2018,4.80,ปริมาณฝน
100,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/2/2018,82.00,ความชื้นสัมพัทธ์
101,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/2/2018,4.00,ความเร็วลมสุงสุด
102,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/2/2018,0.00,ปริมาณฝน
103,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/4/2018,82.00,ความชื้นสัมพัทธ์
104,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/4/2018,6.00,ความเร็วลมสุงสุด
105,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/4/2018,0.00,ปริมาณฝน
106,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/1/2018,92.00,ความชื้นสัมพัทธ์
107,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/1/2018,8.00,ความเร็วลมสุงสุด
108,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/1/2018,12.20,ปริมาณฝน
109,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/2/2018,85.00,ความชื้นสัมพัทธ์
110,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/2/2018,11.00,ความเร็วลมสุงสุด
111,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/2/2018,0.00,ปริมาณฝน
112,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/3/2018,81.00,ความชื้นสัมพัทธ์
113,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/3/2018,10.00,ความเร็วลมสุงสุด
114,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/3/2018,0.00,ปริมาณฝน
115,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/4/2018,84.00,ความชื้นสัมพัทธ์
116,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/4/2018,12.00,ความเร็วลมสุงสุด
117,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/4/2018,14.30,ปริมาณฝน
118,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/1/2018,88.00,ความชื้นสัมพัทธ์
119,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/1/2018,8.00,ความเร็วลมสุงสุด
120,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/1/2018,0.00,ปริมาณฝน
121,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/2/2018,83.00,ความชื้นสัมพัทธ์
122,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/2/2018,12.00,ความเร็วลมสุงสุด
123,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/2/2018,0.00,ปริมาณฝน
124,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/3/2018,80.00,ความชื้นสัมพัทธ์
125,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/3/2018,8.00,ความเร็วลมสุงสุด
126,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/3/2018,0.00,ปริมาณฝน
127,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/4/2018,83.00,ความชื้นสัมพัทธ์
128,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/4/2018,20.00,ความเร็วลมสุงสุด
129,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/4/2018,0.20,ปริมาณฝน
130,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/1/2018,85.00,ความชื้นสัมพัทธ์
131,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/1/2018,10.00,ความเร็วลมสุงสุด
132,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/1/2018,0.00,ปริมาณฝน
133,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/2/2018,82.00,ความชื้นสัมพัทธ์
134,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/2/2018,4.00,ความเร็วลมสุงสุด
135,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/2/2018,0.00,ปริมาณฝน
136,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/1/2018,96.00,ความชื้นสัมพัทธ์
137,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/1/2018,8.00,ความเร็วลมสุงสุด
138,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/1/2018,17.10,ปริมาณฝน
139,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/3/2018,83.00,ความชื้นสัมพัทธ์
140,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/3/2018,15.00,ความเร็วลมสุงสุด
141,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/3/2018,0.10,ปริมาณฝน
142,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/2/2018,85.00,ความชื้นสัมพัทธ์
143,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/2/2018,8.00,ความเร็วลมสุงสุด
144,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/2/2018,0.00,ปริมาณฝน
145,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/3/2018,82.00,ความชื้นสัมพัทธ์
146,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/3/2018,6.00,ความเร็วลมสุงสุด
147,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/3/2018,0.00,ปริมาณฝน
148,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/1/2018,87.00,ความชื้นสัมพัทธ์
149,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/1/2018,10.00,ความเร็วลมสุงสุด
150,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/1/2018,0.00,ปริมาณฝน
151,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/4/2018,84.00,ความชื้นสัมพัทธ์
152,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/4/2018,4.00,ความเร็วลมสุงสุด
153,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/4/2018,0.00,ปริมาณฝน
154,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/2/2018,83.00,ความชื้นสัมพัทธ์
155,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/2/2018,10.00,ความเร็วลมสุงสุด
156,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/2/2018,0.00,ปริมาณฝน
157,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/3/2018,83.00,ความชื้นสัมพัทธ์
158,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/3/2018,10.00,ความเร็วลมสุงสุด
159,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/3/2018,0.00,ปริมาณฝน
160,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/4/2018,83.00,ความชื้นสัมพัทธ์
161,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/4/2018,8.00,ความเร็วลมสุงสุด
162,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/4/2018,0.00,ปริมาณฝน
163,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/1/2018,89.00,ความชื้นสัมพัทธ์
164,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/1/2018,8.00,ความเร็วลมสุงสุด
165,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/1/2018,0.00,ปริมาณฝน
166,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/2/2018,82.00,ความชื้นสัมพัทธ์
167,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/2/2018,10.00,ความเร็วลมสุงสุด
168,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/2/2018,0.00,ปริมาณฝน
169,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/3/2018,83.00,ความชื้นสัมพัทธ์
170,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/3/2018,10.00,ความเร็วลมสุงสุด
171,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/3/2018,0.00,ปริมาณฝน
172,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/4/2018,83.00,ความชื้นสัมพัทธ์
173,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/4/2018,13.00,ความเร็วลมสุงสุด
174,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/4/2018,0.00,ปริมาณฝน
175,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/1/2018,86.00,ความชื้นสัมพัทธ์
176,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/1/2018,12.00,ความเร็วลมสุงสุด
177,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/1/2018,2.80,ปริมาณฝน
178,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/2/2018,79.00,ความชื้นสัมพัทธ์
179,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/2/2018,10.00,ความเร็วลมสุงสุด
180,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/2/2018,0.00,ปริมาณฝน
181,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/3/2018,83.00,ความชื้นสัมพัทธ์
182,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/3/2018,12.00,ความเร็วลมสุงสุด
183,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/3/2018,0.00,ปริมาณฝน
184,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/4/2018,82.00,ความชื้นสัมพัทธ์
185,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/4/2018,11.00,ความเร็วลมสุงสุด
186,552301,นครศรีธรรมราช,นครศรีธรรมราช,16/4/2018,0.00,ปริมาณฝน
187,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/1/2018,93.00,ความชื้นสัมพัทธ์
188,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/1/2018,4.00,ความเร็วลมสุงสุด
189,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/1/2018,15.50,ปริมาณฝน
190,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/3/2018,83.00,ความชื้นสัมพัทธ์
191,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/3/2018,12.00,ความเร็วลมสุงสุด
192,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/3/2018,0.00,ปริมาณฝน
193,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/4/2018,82.00,ความชื้นสัมพัทธ์
194,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/4/2018,4.00,ความเร็วลมสุงสุด
195,552301,นครศรีธรรมราช,นครศรีธรรมราช,17/4/2018,0.00,ปริมาณฝน
196,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/1/2018,87.00,ความชื้นสัมพัทธ์
197,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/1/2018,8.00,ความเร็วลมสุงสุด
198,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/1/2018,2.20,ปริมาณฝน
199,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/3/2018,82.00,ความชื้นสัมพัทธ์
200,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/3/2018,8.00,ความเร็วลมสุงสุด
201,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/3/2018,0.00,ปริมาณฝน
202,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/4/2018,82.00,ความชื้นสัมพัทธ์
203,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/4/2018,6.00,ความเร็วลมสุงสุด
204,552301,นครศรีธรรมราช,นครศรีธรรมราช,18/4/2018,0.00,ปริมาณฝน
205,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/1/2018,87.00,ความชื้นสัมพัทธ์
206,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/1/2018,6.00,ความเร็วลมสุงสุด
207,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/1/2018,1.40,ปริมาณฝน
208,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/2/2018,87.00,ความชื้นสัมพัทธ์
209,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/2/2018,8.00,ความเร็วลมสุงสุด
210,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/2/2018,1.50,ปริมาณฝน
211,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/3/2018,82.00,ความชื้นสัมพัทธ์
212,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/3/2018,8.00,ความเร็วลมสุงสุด
213,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/3/2018,0.00,ปริมาณฝน
214,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/4/2018,84.00,ความชื้นสัมพัทธ์
215,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/4/2018,6.00,ความเร็วลมสุงสุด
216,552301,นครศรีธรรมราช,นครศรีธรรมราช,19/4/2018,0.00,ปริมาณฝน
217,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/1/2018,91.00,ความชื้นสัมพัทธ์
218,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/1/2018,6.00,ความเร็วลมสุงสุด
219,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/1/2018,59.30,ปริมาณฝน
220,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/2/2018,83.00,ความชื้นสัมพัทธ์
221,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/2/2018,6.00,ความเร็วลมสุงสุด
222,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/2/2018,0.00,ปริมาณฝน
223,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/3/2018,81.00,ความชื้นสัมพัทธ์
224,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/3/2018,8.00,ความเร็วลมสุงสุด
225,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/3/2018,0.00,ปริมาณฝน
226,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/4/2018,82.00,ความชื้นสัมพัทธ์
227,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/4/2018,8.00,ความเร็วลมสุงสุด
228,552301,นครศรีธรรมราช,นครศรีธรรมราช,20/4/2018,0.00,ปริมาณฝน
229,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/1/2018,96.00,ความชื้นสัมพัทธ์
230,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/1/2018,0.00,ความเร็วลมสุงสุด
231,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/1/2018,23.60,ปริมาณฝน
232,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/2/2018,82.00,ความชื้นสัมพัทธ์
233,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/2/2018,8.00,ความเร็วลมสุงสุด
234,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/2/2018,0.00,ปริมาณฝน
235,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/4/2018,82.00,ความชื้นสัมพัทธ์
236,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/4/2018,13.00,ความเร็วลมสุงสุด
237,552301,นครศรีธรรมราช,นครศรีธรรมราช,21/4/2018,0.00,ปริมาณฝน
238,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/1/2018,89.00,ความชื้นสัมพัทธ์
239,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/1/2018,6.00,ความเร็วลมสุงสุด
240,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/1/2018,0.00,ปริมาณฝน
241,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/2/2018,84.00,ความชื้นสัมพัทธ์
242,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/2/2018,14.00,ความเร็วลมสุงสุด
243,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/2/2018,0.00,ปริมาณฝน
244,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/3/2018,79.00,ความชื้นสัมพัทธ์
245,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/3/2018,13.00,ความเร็วลมสุงสุด
246,552301,นครศรีธรรมราช,นครศรีธรรมราช,22/3/2018,0.00,ปริมาณฝน
247,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/1/2018,90.00,ความชื้นสัมพัทธ์
248,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/1/2018,4.00,ความเร็วลมสุงสุด
249,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/1/2018,0.00,ปริมาณฝน
250,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/2/2018,87.00,ความชื้นสัมพัทธ์
251,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/2/2018,14.00,ความเร็วลมสุงสุด
252,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/2/2018,3.00,ปริมาณฝน
253,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/3/2018,85.00,ความชื้นสัมพัทธ์
254,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/3/2018,14.00,ความเร็วลมสุงสุด
255,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/3/2018,39.50,ปริมาณฝน
256,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/4/2018,79.00,ความชื้นสัมพัทธ์
257,552301,นครศรีธรรมราช,นครศรีธรรมราช,23/4/2018,14.00,ความเร็วลมสุงสุด
