POINT_BANG,X,Y,P_RAIN31_2
0,100.650034127,13.865927928,41.626865387
1,100.745101685,13.8529962881,44.7470817566
2,100.547002765,13.7545254811,45.0482749939
3,100.497556366,13.7595788722,44.449016571
4,100.475634063,13.7521615498,44.449016571
5,100.492151394,13.7512280636,44.449016571
6,100.529770716,13.7630430098,45.0482749939
7,100.499228357,13.7679029825,44.449016571
8,100.503045965,13.761822636,45.0482749939
9,100.538408182,13.7573163195,45.0482749939
10,100.494662802,13.761895874,44.449016571
11,100.481251675,13.7588328289,44.449016571
12,100.585996523,13.7515581026,45.0482749939
13,100.510667602,13.7588747831,45.0482749939
14,100.708169637,13.8911411594,44.7470817566
15,100.629576885,13.8976550732,41.626865387
16,100.672300751,13.8963130805,41.626865387
17,100.563893467,13.8827841602,42.1491546631
18,100.872021917,13.8720997756,45.3863334656
19,100.605776678,13.8678984281,41.626865387
20,100.811679778,13.8732427011,45.3863334656
21,100.5800601,13.8714663258,42.1491546631
22,100.505483589,13.764769074,45.0482749939
23,100.501439816,13.757277497,45.0482749939
24,100.441472717,13.7522748199,44.449016571
25,100.418633297,13.7506263367,44.449016571
26,100.706384042,13.8442969932,44.7470817566
27,100.527961506,13.7522245241,45.0482749939
28,100.828575304,13.8388436557,45.3863334656
29,100.583669608,13.8421016037,42.1491546631
30,100.668300128,13.8243118787,41.626865387
31,100.774460621,13.8122749002,44.7470817566
32,100.60812621,13.8392281244,41.626865387
33,100.526686536,13.829422278,42.1491546631
34,100.822299625,13.9135716162,42.9888534546
35,100.579764321,13.9169673853,43.2886276245
36,100.486477187,13.7427943514,44.449016571
37,100.511837693,13.7437205042,45.0482749939
38,100.423065678,13.7380094564,44.449016571
39,100.510977362,13.7382068339,45.0482749939
40,100.600737579,13.7934808191,44.7361869812
41,100.372648064,13.7856977068,41.7922668457
42,100.563266751,13.775071483,45.0482749939
43,100.620595798,13.7881933823,44.7361869812
44,100.428539617,13.7861848561,44.449016571
45,100.836667625,13.7977538507,46.5081596375
46,100.565745619,13.8085226659,42.1491546631
47,100.638646785,13.8112652613,41.626865387
48,100.53021961,13.8106105983,42.1491546631
49,100.498881145,13.7327783523,44.449016571
50,100.679827921,13.7174530162,44.7361869812
51,100.520240658,13.7336035808,45.0482749939
52,100.517383748,13.7574561632,45.0482749939
53,100.609121981,13.9200704078,45.132686615
54,100.652272341,13.9214167064,45.132686615
55,100.520598024,13.767802731,45.0482749939
56,100.643832442,13.7551040065,44.7361869812
57,100.82440238,13.7237646609,46.5081596375
58,100.463129537,13.7598434125,44.449016571
59,100.853805065,13.7274620425,46.5081596375
60,100.523239584,13.7294329607,45.0482749939
61,100.749717361,13.722808283,46.0813369751
62,100.514435465,13.7246085607,45.0482749939
63,100.397434355,13.7199086637,41.7922668457
64,100.645313807,13.8287250195,41.626865387
65,100.600568279,13.8138021185,41.626865387
66,100.723055462,13.8022867906,44.7470817566
67,100.581233511,13.8193746013,42.1491546631
68,100.552654141,13.8152995128,42.1491546631
69,100.635093523,13.7884470736,44.7361869812
70,100.660654297,13.7936094857,44.7361869812
71,100.508703275,13.8001458031,42.1491546631
72,100.585425012,13.7846089658,45.0482749939
73,100.351082261,13.7141059285,41.7922668457
74,100.505093404,13.731164719,45.0482749939
75,100.489966851,13.7305525625,44.449016571
76,100.451837222,13.7285695496,44.449016571
77,100.570753548,13.7228534241,45.0482749939
78,100.526549121,13.7417642048,45.0482749939
79,100.534862613,13.7403758155,45.0482749939
80,100.545509766,13.7362756101,45.0482749939
81,100.56093748,13.7429474334,45.0482749939
82,100.499016059,13.7439699805,44.449016571
83,100.463278732,13.7217532981,44.449016571
84,100.52542642,13.7266989228,45.0482749939
85,100.598853998,13.7797838931,45.0482749939
86,100.435247983,13.7235128788,44.449016571
87,100.529100155,13.7239195509,45.0482749939
88,100.522621746,13.7890724785,45.0482749939
89,100.451589916,13.7908873626,44.449016571
90,100.492534843,13.790006204,44.449016571
91,100.544958214,13.7818865454,45.0482749939
92,100.508032368,13.7053301913,45.0482749939
93,100.689161824,13.6808165465,51.4469718933
94,100.576834796,13.7686950314,45.0482749939
95,100.481059963,13.7833887915,44.449016571
96,100.437753208,13.5734451418,39.4056129456
97,100.484048614,13.7004388412,44.449016571
98,100.416504326,13.6964336911,43.9745407104
99,100.393565878,13.6919475895,42.9637336731
100,100.449475682,13.6974544868,43.9745407104
101,100.611847331,13.695262471,51.4469718933
102,100.515160712,13.6939969888,64.2012405396
103,100.459862079,13.733080791,44.449016571
104,100.445116934,13.7365795311,44.449016571
105,100.503377964,13.7511174599,45.0482749939
106,100.560189609,13.7219170128,45.0482749939
107,100.477539303,13.7721640218,44.449016571
108,100.504814581,13.7781125777,45.0482749939
109,100.492479855,13.7743228027,44.449016571
110,100.754458628,13.7523418891,46.0813369751
111,100.512323168,13.772860755,45.0482749939
112,100.455598012,13.7596681038,44.449016571
113,100.428371726,13.7671510721,44.449016571
114,100.724758346,13.7517055582,46.0813369751
115,100.466588454,13.7726659787,44.449016571
116,100.348442514,13.7581884755,41.7922668457
117,100.519718068,13.7445387648,45.0482749939
118,100.512103222,13.7485519185,45.0482749939
119,100.499158189,13.7499474665,44.449016571
120,100.628077493,13.7261563316,44.7361869812
121,100.493059194,13.7369182668,44.449016571
122,100.513536164,13.7343560975,45.0482749939
123,100.412962354,13.6213077751,43.9745407104
124,100.514451544,13.7144691647,45.0482749939
125,100.491742507,13.7090301874,44.449016571
126,100.500844526,13.7143803429,45.0482749939
127,100.504445335,13.7406006938,45.0482749939
128,100.526141963,13.7085286401,45.0482749939
129,100.513553471,13.7533301066,45.0482749939
130,100.497081401,13.7539650076,44.449016571
131,100.506767949,13.751658507,45.0482749939
132,100.500224236,13.7534157783,45.0482749939
133,100.596319806,13.7191208366,45.0482749939
134,100.595281362,13.7070053136,45.0482749939
135,100.442999315,13.7140386452,44.449016571
136,100.473382695,13.7150621001,44.449016571
137,100.497435806,13.6959963973,43.9745407104
138,100.65581988,13.6868617778,51.4469718933
139,100.467796476,13.6929143136,43.9745407104
140,100.358747568,13.679635857,42.9637336731
141,100.533442629,13.6791546693,64.2012405396
142,100.492041031,13.6749132553,43.9745407104
143,100.468010078,13.6710579613,43.9745407104
144,100.510128893,13.6715444821,64.2012405396
145,100.618442305,13.6677005684,51.4469718933
146,100.484612424,13.7135228111,44.449016571
147,100.544139651,13.6970352359,64.2012405396
148,100.50462847,13.7235647686,45.0482749939
149,100.486129323,13.7226820305,44.449016571
150,100.541358231,13.7175890517,45.0482749939
151,100.462095424,13.7092817056,44.449016571
152,100.497607731,13.6175571855,43.9745407104
153,100.760118563,13.8988193704,44.7470817566
154,100.613777112,13.7685481626,44.7361869812
