,addrcode,rainfall
0,801403,558.43
1,801404,575.17
2,800802,555.76
3,801503,402.93
4,801409,471.14
5,801401,471.14
6,801304,536.92
7,800603,537.65
8,800909,472.92
9,801903,529.21
10,802003,542.69
11,801215,510.02
12,801206,539.54
13,801207,527.04
14,801217,510.02
15,802001,542.69
16,801003,468.93
17,801208,526.7
18,801213,527.04
19,802301,555.39
20,801301,536.92
21,800906,542.71
22,801216,510.02
23,801001,511.62
24,801303,530.69
25,801203,527.04
26,801104,297.76
27,801211,527.04
28,800102,558.52
29,801214,526.7
30,800103,558.52
31,800401,481.99
32,800304,532.94
33,800108,558.52
34,800405,358.5
35,800115,558.52
36,800303,569.22
37,801103,356.83
38,800114,542.69
39,802002,542.69
40,800122,560.09
41,801210,526.7
42,801002,353.09
43,801102,304.59
44,800101,558.52
45,800119,560.09
46,800416,481.99
47,800113,542.69
48,801202,526.7
49,810602,182.37
50,800807,567.66
51,800204,535.71
52,800501,515.84
53,800415,461.62
54,800810,567.66
55,810301,190.35
56,800201,567.66
57,800403,525.88
58,801209,540.92
59,800116,569.22
60,801803,306.85
61,800107,617.06
62,800121,570.07
63,801802,358.5
64,800203,567.66
65,800404,482.61
66,800806,566.87
67,802103,566.29
68,800502,458.81
69,800811,566.87
70,800813,560.22
71,800809,566.29
72,800709,490.47
73,801901,496.41
74,801604,396.57
75,800703,402.55
76,801605,386.86
77,801602,349.77
78,801704,315.33
79,801902,496.41
80,800701,407.83
81,801610,386.86
82,800710,385.64
83,800702,407.83
84,800707,340.43
85,810304,211.9
86,810802,205.95
87,810302,236.69
88,810106,185.89
89,810801,208.96
90,810101,208.96
91,810805,247.05
92,810701,279.52
93,810806,206.78
94,810116,191.48
95,810804,208.96
96,810203,290.84
97,810508,187.39
98,810509,183.73
99,810507,182.73
100,810604,186.12
101,800610,508.06
102,800904,515.19
103,800901,515.19
104,800607,537.65
105,800604,537.65
106,801611,508.06
107,800913,439.2
108,800601,537.65
109,801306,529.21
110,800902,515.19
111,800605,537.65
112,800612,482.67
113,801607,508.06
114,801906,490.47
115,800613,505.52
116,801606,490.16
117,800907,425.19
118,801601,490.16
