,addrcode,rainfall
0,801403,42.37
1,801404,43.94
2,800802,38.33
3,801503,34.09
4,801409,61.73
5,801401,61.73
6,801304,125.28
7,800603,28.1
8,800909,246.66
9,801903,45.05
10,802003,38.37
11,801215,29.31
12,801206,38.47
13,801207,31.8
14,801217,29.31
15,802001,38.37
16,801003,31.6
17,801208,30.71
18,801213,31.8
19,802301,38.41
20,801301,125.28
21,800906,52.62
22,801216,29.31
23,801001,31.32
24,801303,39.26
25,801203,31.8
26,801104,41.36
27,801211,31.8
28,800102,41.37
29,801214,30.71
30,800103,41.37
31,800401,34.02
32,800304,49.77
33,800108,41.37
34,800405,39.7
35,800115,41.37
36,800303,41.37
37,801103,36.81
38,800114,38.37
39,802002,38.37
40,800122,34.7
41,801210,30.71
42,801002,34.27
43,801102,40.77
44,800101,41.37
45,800119,34.7
46,800416,34.02
47,800113,38.37
48,801202,30.71
49,810602,74.35
50,800807,43.33
51,800204,42.85
52,800501,46.43
53,800415,52.36
54,800810,43.33
55,810301,34.56
56,800201,43.33
57,800403,35.96
58,801209,31.98
59,800116,41.37
60,801803,40.72
61,800107,36.05
62,800121,36.94
63,801802,39.7
64,800203,43.33
65,800404,41.81
66,800806,38.05
67,802103,40.93
68,800502,54.17
69,800811,38.05
70,800813,39.47
71,800809,40.93
72,800709,120.86
73,801901,94.7
74,801604,26.8
75,800703,46.04
76,801605,25.25
77,801602,26.7
78,801704,57.15
79,801902,94.7
80,800701,35.61
81,801610,25.25
82,800710,159.24
83,800702,35.61
84,800707,25.75
85,810304,29.09
86,810802,31.95
87,810302,32.13
88,810106,46.46
89,810801,44.67
90,810101,44.67
91,810805,40.05
92,810701,59.27
93,810806,32.18
94,810116,45.92
95,810804,44.67
96,810203,39.87
97,810508,58.49
98,810509,57.27
99,810507,56.75
100,810604,57.77
101,800610,20.56
102,800904,140.55
103,800901,140.55
104,800607,28.1
105,800604,28.1
106,801611,20.56
107,800913,87.51
108,800601,28.1
109,801306,45.05
110,800902,140.55
111,800605,28.1
112,800612,37.11
113,801607,20.56
114,801906,120.86
115,800613,44.37
116,801606,28.38
117,800907,36.98
118,801601,28.38
