SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,114.478897095,114.478897095,0.0,114.478897095,0.0,114.478897095
100301,2,1,0.01,39.1481437683,39.1481437683,0.0,39.1481437683,0.0,39.1481437683
103001,3,1,0.01,22.2827205658,22.2827205658,0.0,22.2827205658,0.0,22.2827205658
103902,4,1,0.01,25.3312339783,25.3312339783,0.0,25.3312339783,0.0,25.3312339783
101104,5,1,0.01,33.0580558777,33.0580558777,0.0,33.0580558777,0.0,33.0580558777
101602,6,1,0.01,34.2644386292,34.2644386292,0.0,34.2644386292,0.0,34.2644386292
100308,7,1,0.01,34.9250984192,34.9250984192,0.0,34.9250984192,0.0,34.9250984192
103602,8,1,0.01,8.4178943634,8.4178943634,0.0,8.4178943634,0.0,8.4178943634
100304,9,1,0.01,27.4066410065,27.4066410065,0.0,27.4066410065,0.0,27.4066410065
104401,10,1,0.01,105.728469849,105.728469849,0.0,105.728469849,0.0,105.728469849
104003,11,1,0.01,13.1392583847,13.1392583847,0.0,13.1392583847,0.0,13.1392583847
105001,12,1,0.01,108.074813843,108.074813843,0.0,108.074813843,0.0,108.074813843
104301,13,1,0.01,24.7182483673,24.7182483673,0.0,24.7182483673,0.0,24.7182483673
104901,14,1,0.01,213.647842407,213.647842407,0.0,213.647842407,0.0,213.647842407
