SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,59.0669631958,59.0669631958,0.0,59.0669631958,0.0,59.0669631958
100301,2,1,0.01,48.6508255005,48.6508255005,0.0,48.6508255005,0.0,48.6508255005
103001,3,1,0.01,40.3125038147,40.3125038147,0.0,40.3125038147,0.0,40.3125038147
103902,4,1,0.01,37.4451522827,37.4451522827,0.0,37.4451522827,0.0,37.4451522827
101104,5,1,0.01,47.120716095,47.120716095,0.0,47.120716095,0.0,47.120716095
101602,6,1,0.01,32.9167785645,32.9167785645,0.0,32.9167785645,0.0,32.9167785645
100308,7,1,0.01,48.5738182068,48.5738182068,0.0,48.5738182068,0.0,48.5738182068
103602,8,1,0.01,43.8848419189,43.8848419189,0.0,43.8848419189,0.0,43.8848419189
100304,9,1,0.01,50.4332504272,50.4332504272,0.0,50.4332504272,0.0,50.4332504272
104401,10,1,0.01,42.6653823853,42.6653823853,0.0,42.6653823853,0.0,42.6653823853
104003,11,1,0.01,28.2064399719,28.2064399719,0.0,28.2064399719,0.0,28.2064399719
105001,12,1,0.01,29.9669952393,29.9669952393,0.0,29.9669952393,0.0,29.9669952393
104301,13,1,0.01,43.843372345,43.843372345,0.0,43.843372345,0.0,43.843372345
104901,14,1,0.01,32.5982780457,32.5982780457,0.0,32.5982780457,0.0,32.5982780457
