,addrcode,rainfall
0,801403,77.0
1,801404,75.97
2,800802,63.01
3,801503,65.24
4,801409,67.49
5,801401,67.49
6,801304,101.69
7,800603,61.93
8,800909,113.7
9,801903,87.9
10,802003,91.23
11,801215,63.29
12,801206,89.15
13,801207,60.59
14,801217,63.29
15,802001,91.23
16,801003,131.63
17,801208,61.79
18,801213,60.59
19,802301,76.03
20,801301,101.69
21,800906,107.99
22,801216,63.29
23,801001,103.4
24,801303,93.37
25,801203,60.59
26,801104,194.68
27,801211,60.59
28,800102,87.57
29,801214,61.79
30,800103,87.57
31,800401,130.09
32,800304,104.97
33,800108,87.57
34,800405,164.34
35,800115,87.57
36,800303,95.81
37,801103,171.27
38,800114,91.23
39,802002,91.23
40,800122,79.11
41,801210,61.79
42,801002,169.54
43,801102,193.69
44,800101,87.57
45,800119,79.11
46,800416,130.09
47,800113,91.23
48,801202,61.79
49,810602,318.78
50,800807,89.75
51,800204,85.22
52,800501,96.93
53,800415,110.32
54,800810,89.75
55,810301,239.53
56,800201,89.75
57,800403,109.72
58,801209,56.94
59,800116,95.81
60,801803,189.77
61,800107,70.48
62,800121,59.22
63,801802,164.34
64,800203,89.75
65,800404,121.97
66,800806,79.31
67,802103,79.47
68,800502,104.12
69,800811,79.31
70,800813,66.36
71,800809,79.47
72,800709,109.81
73,801901,96.21
74,801604,79.4
75,800703,115.12
76,801605,74.13
77,801602,76.93
78,801704,197.74
79,801902,96.21
80,800701,95.09
81,801610,74.13
82,800710,131.17
83,800702,95.09
84,800707,98.11
85,810304,261.51
86,810802,285.62
87,810302,262.18
88,810106,323.05
89,810801,287.82
90,810101,287.82
91,810805,247.71
92,810701,206.4
93,810806,287.06
94,810116,311.57
95,810804,287.82
96,810203,200.59
97,810508,316.73
98,810509,324.67
99,810507,327.76
100,810604,319.07
101,800610,60.21
102,800904,103.0
103,800901,103.0
104,800607,61.93
105,800604,61.93
106,801611,60.21
107,800913,128.75
108,800601,61.93
109,801306,87.9
110,800902,103.0
111,800605,61.93
112,800612,67.02
113,801607,60.21
114,801906,109.81
115,800613,85.71
116,801606,62.68
117,800907,145.3
118,801601,62.68
