POINT_BANG,X,Y,P_RAIN39_2
0,100.650034127,13.865927928,83.1239547729
1,100.745101685,13.8529962881,76.7214202881
2,100.547002765,13.7545254811,86.661857605
3,100.497556366,13.7595788722,96.6241531372
4,100.475634063,13.7521615498,96.6241531372
5,100.492151394,13.7512280636,96.6241531372
6,100.529770716,13.7630430098,86.661857605
7,100.499228357,13.7679029825,96.6241531372
8,100.503045965,13.761822636,86.661857605
9,100.538408182,13.7573163195,86.661857605
10,100.494662802,13.761895874,96.6241531372
11,100.481251675,13.7588328289,96.6241531372
12,100.585996523,13.7515581026,86.661857605
13,100.510667602,13.7588747831,86.661857605
14,100.708169637,13.8911411594,76.7214202881
15,100.629576885,13.8976550732,83.1239547729
16,100.672300751,13.8963130805,83.1239547729
17,100.563893467,13.8827841602,84.9050369263
18,100.872021917,13.8720997756,71.5735855103
19,100.605776678,13.8678984281,83.1239547729
20,100.811679778,13.8732427011,71.5735855103
21,100.5800601,13.8714663258,84.9050369263
22,100.505483589,13.764769074,86.661857605
23,100.501439816,13.757277497,86.661857605
24,100.441472717,13.7522748199,96.6241531372
25,100.418633297,13.7506263367,96.6241531372
26,100.706384042,13.8442969932,76.7214202881
27,100.527961506,13.7522245241,86.661857605
28,100.828575304,13.8388436557,71.5735855103
29,100.583669608,13.8421016037,84.9050369263
30,100.668300128,13.8243118787,83.1239547729
31,100.774460621,13.8122749002,76.7214202881
32,100.60812621,13.8392281244,83.1239547729
33,100.526686536,13.829422278,84.9050369263
34,100.822299625,13.9135716162,72.4547119141
35,100.579764321,13.9169673853,79.9454040527
36,100.486477187,13.7427943514,96.6241531372
37,100.511837693,13.7437205042,86.661857605
38,100.423065678,13.7380094564,96.6241531372
39,100.510977362,13.7382068339,86.661857605
40,100.600737579,13.7934808191,71.3050079346
41,100.372648064,13.7856977068,106.090438843
42,100.563266751,13.775071483,86.661857605
43,100.620595798,13.7881933823,71.3050079346
44,100.428539617,13.7861848561,96.6241531372
45,100.836667625,13.7977538507,66.9982223511
46,100.565745619,13.8085226659,84.9050369263
47,100.638646785,13.8112652613,83.1239547729
48,100.53021961,13.8106105983,84.9050369263
49,100.498881145,13.7327783523,96.6241531372
50,100.679827921,13.7174530162,71.3050079346
51,100.520240658,13.7336035808,86.661857605
52,100.517383748,13.7574561632,86.661857605
53,100.609121981,13.9200704078,78.9810562134
54,100.652272341,13.9214167064,78.9810562134
55,100.520598024,13.767802731,86.661857605
56,100.643832442,13.7551040065,71.3050079346
57,100.82440238,13.7237646609,66.9982223511
58,100.463129537,13.7598434125,96.6241531372
59,100.853805065,13.7274620425,66.9982223511
60,100.523239584,13.7294329607,86.661857605
61,100.749717361,13.722808283,71.266708374
62,100.514435465,13.7246085607,86.661857605
63,100.397434355,13.7199086637,106.090438843
64,100.645313807,13.8287250195,83.1239547729
65,100.600568279,13.8138021185,83.1239547729
66,100.723055462,13.8022867906,76.7214202881
67,100.581233511,13.8193746013,84.9050369263
68,100.552654141,13.8152995128,84.9050369263
69,100.635093523,13.7884470736,71.3050079346
70,100.660654297,13.7936094857,71.3050079346
71,100.508703275,13.8001458031,84.9050369263
72,100.585425012,13.7846089658,86.661857605
73,100.351082261,13.7141059285,106.090438843
74,100.505093404,13.731164719,86.661857605
75,100.489966851,13.7305525625,96.6241531372
76,100.451837222,13.7285695496,96.6241531372
77,100.570753548,13.7228534241,86.661857605
78,100.526549121,13.7417642048,86.661857605
