SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,21.5100345612,21.5100345612,0.0,21.5100345612,0.0,21.5100345612
100301,2,1,0.01,21.2340431213,21.2340431213,0.0,21.2340431213,0.0,21.2340431213
103001,3,1,0.01,31.5289440155,31.5289440155,0.0,31.5289440155,0.0,31.5289440155
103902,4,1,0.01,29.3103942871,29.3103942871,0.0,29.3103942871,0.0,29.3103942871
101104,5,1,0.01,20.2499446869,20.2499446869,0.0,20.2499446869,0.0,20.2499446869
101602,6,1,0.01,19.1710777283,19.1710777283,0.0,19.1710777283,0.0,19.1710777283
100308,7,1,0.01,15.5393695831,15.5393695831,0.0,15.5393695831,0.0,15.5393695831
103602,8,1,0.01,29.7743606567,29.7743606567,0.0,29.7743606567,0.0,29.7743606567
100304,9,1,0.01,31.9060382843,31.9060382843,0.0,31.9060382843,0.0,31.9060382843
104401,10,1,0.01,26.4431781769,26.4431781769,0.0,26.4431781769,0.0,26.4431781769
104003,11,1,0.01,17.9180984497,17.9180984497,0.0,17.9180984497,0.0,17.9180984497
105001,12,1,0.01,18.0745353699,18.0745353699,0.0,18.0745353699,0.0,18.0745353699
104301,13,1,0.01,27.2642440796,27.2642440796,0.0,27.2642440796,0.0,27.2642440796
104901,14,1,0.01,22.7256965637,22.7256965637,0.0,22.7256965637,0.0,22.7256965637
