,addrcode,rainfall
0,801904,9.21
1,800905,9.45
2,801701,17.66
3,800611,7.02
4,801204,10.42
5,801101,20.47
6,801302,8.8
7,800305,9.11
8,801105,18.54
9,801212,6.87
10,800302,10.12
11,801205,7.26
12,800911,10.85
13,801107,17.72
14,802302,8.06
15,800912,12.43
16,801218,6.8
17,802304,8.17
18,800407,16.54
19,802203,11.42
20,800118,9.64
21,800112,9.87
22,800106,6.97
23,801801,19.04
24,801106,21.03
25,802202,12.69
26,802004,7.27
27,802201,10.92
28,800301,11.17
29,810601,71.15
30,800120,6.14
31,810603,77.36
32,800205,7.28
33,800410,13.81
34,800406,15.55
35,800505,10.98
36,800504,8.42
37,800202,7.79
38,802101,7.26
39,800803,6.37
40,800503,10.57
41,800801,5.5
42,802104,7.21
43,801408,6.31
44,802102,8.21
45,801407,6.48
46,801405,6.25
47,800804,6.85
48,800409,17.58
49,800704,6.78
50,801702,16.4
51,801703,11.56
52,801603,6.76
53,800910,10.46
54,801905,8.75
55,800908,10.45
56,801501,5.27
57,801502,5.05
58,801406,6.36
59,801402,8.16
60,800705,11.39
61,801609,7.69
62,800708,15.63
63,800711,9.98
64,810405,18.32
65,810803,22.69
66,810403,17.66
67,810305,21.37
68,810303,22.56
69,810404,16.67
70,810115,47.08
71,810406,20.38
72,810702,18.66
73,810703,18.57
74,810117,50.22
75,810704,20.05
76,810402,17.86
77,810401,18.26
78,810118,36.88
79,810807,25.32
80,810204,20.45
81,810201,23.82
82,810111,47.26
83,810506,55.92
84,810501,58.55
85,810202,28.43
86,810502,53.51
87,810505,51.25
88,810504,49.44
89,810105,49.77
90,810407,22.55
91,810103,39.34
92,810206,18.89
93,810808,25.87
94,810503,69.6
95,810205,46.29
96,802303,8.27
97,801608,6.93
98,800606,7.09
99,800903,10.5
100,801305,8.01
101,800706,9.54
