SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,50.8481330872,50.8481330872,0.0,50.8481330872,0.0,50.8481330872
100301,2,1,0.01,49.4484291077,49.4484291077,0.0,49.4484291077,0.0,49.4484291077
103001,3,1,0.01,48.8759002686,48.8759002686,0.0,48.8759002686,0.0,48.8759002686
103902,4,1,0.01,53.7086105347,53.7086105347,0.0,53.7086105347,0.0,53.7086105347
101104,5,1,0.01,50.7521858215,50.7521858215,0.0,50.7521858215,0.0,50.7521858215
101602,6,1,0.01,50.8193397522,50.8193397522,0.0,50.8193397522,0.0,50.8193397522
100308,7,1,0.01,49.5429534912,49.5429534912,0.0,49.5429534912,0.0,49.5429534912
103602,8,1,0.01,55.7678489685,55.7678489685,0.0,55.7678489685,0.0,55.7678489685
100304,9,1,0.01,52.9298477173,52.9298477173,0.0,52.9298477173,0.0,52.9298477173
104401,10,1,0.01,52.918510437,52.918510437,0.0,52.918510437,0.0,52.918510437
104003,11,1,0.01,52.652545929,52.652545929,0.0,52.652545929,0.0,52.652545929
105001,12,1,0.01,52.6952400208,52.6952400208,0.0,52.6952400208,0.0,52.6952400208
104301,13,1,0.01,47.9173851013,47.9173851013,0.0,47.9173851013,0.0,47.9173851013
104901,14,1,0.01,63.4190597534,63.4190597534,0.0,63.4190597534,0.0,63.4190597534
