SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,12.4315624237,12.4315624237,0.0,12.4315624237,0.0,12.4315624237
100301,2,1,0.01,12.2144832611,12.2144832611,0.0,12.2144832611,0.0,12.2144832611
103001,3,1,0.01,12.1469783783,12.1469783783,0.0,12.1469783783,0.0,12.1469783783
103902,4,1,0.01,11.8584766388,11.8584766388,0.0,11.8584766388,0.0,11.8584766388
101104,5,1,0.01,12.2867574692,12.2867574692,0.0,12.2867574692,0.0,12.2867574692
101602,6,1,0.01,12.0204200745,12.0204200745,0.0,12.0204200745,0.0,12.0204200745
100308,7,1,0.01,12.1302595139,12.1302595139,0.0,12.1302595139,0.0,12.1302595139
103602,8,1,0.01,12.0759019852,12.0759019852,0.0,12.0759019852,0.0,12.0759019852
100304,9,1,0.01,13.5737991333,13.5737991333,0.0,13.5737991333,0.0,13.5737991333
104401,10,1,0.01,12.1957368851,12.1957368851,0.0,12.1957368851,0.0,12.1957368851
104003,11,1,0.01,8.27372074127,8.27372074127,0.0,8.27372074127,0.0,8.27372074127
105001,12,1,0.01,9.07097148895,9.07097148895,0.0,9.07097148895,0.0,9.07097148895
104301,13,1,0.01,12.3023281097,12.3023281097,0.0,12.3023281097,0.0,12.3023281097
104901,14,1,0.01,10.0522489548,10.0522489548,0.0,10.0522489548,0.0,10.0522489548
