,addrcode,rainfall
0,801904,31.8
1,800905,49.63
2,801701,50.0
3,800611,37.63
4,801204,40.56
5,801101,43.53
6,801302,27.46
7,800305,30.23
8,801105,43.41
9,801212,33.32
10,800302,46.91
11,801205,39.16
12,800911,37.7
13,801107,44.21
14,802302,38.64
15,800912,50.5
16,801218,24.72
17,802304,29.4
18,800407,54.03
19,802203,65.48
20,800118,39.08
21,800112,34.27
22,800106,58.36
23,801801,39.84
24,801106,34.88
25,802202,44.31
26,802004,40.22
27,802201,45.02
28,800301,48.02
29,810601,29.29
30,800120,39.09
31,810603,29.47
32,800205,32.71
33,800410,45.37
34,800406,38.01
35,800505,44.74
36,800504,42.57
37,800202,37.06
38,802101,35.35
39,800803,30.91
40,800503,39.65
41,800801,24.97
42,802104,34.67
43,801408,38.0
44,802102,41.27
45,801407,36.99
46,801405,31.67
47,800804,28.87
48,800409,32.42
49,800704,51.83
50,801702,47.77
51,801703,56.0
52,801603,73.05
53,800910,46.13
54,801905,42.96
55,800908,58.91
56,801501,31.27
57,801502,33.9
58,801406,36.49
59,801402,32.29
60,800705,35.77
61,801609,29.58
62,800708,34.4
63,800711,48.87
64,810405,54.27
65,810803,48.75
66,810403,52.85
67,810305,49.44
68,810303,51.0
69,810404,53.87
70,810115,31.43
71,810406,27.53
72,810702,27.91
73,810703,34.14
74,810117,29.46
75,810704,23.66
76,810402,35.47
77,810401,38.07
78,810118,37.32
79,810807,44.01
80,810204,45.79
81,810201,39.5
82,810111,31.37
83,810506,33.31
84,810501,32.04
85,810202,42.67
86,810502,31.49
87,810505,31.17
88,810504,34.07
89,810105,29.87
90,810407,29.82
91,810103,36.14
92,810206,43.03
93,810808,33.54
94,810503,31.2
95,810205,34.08
96,802303,63.48
97,801608,35.15
98,800606,38.38
99,800903,47.15
100,801305,34.45
101,800706,41.02
