POINT_NAKH,X,Y,P_RAIN46_2
63,99.7843495738,8.8989502351,88.5636520386
64,99.8909272668,8.89301842195,90.0522918701
65,99.9019268233,8.81222649824,97.6978225708
78,99.8143726422,9.2798847122,74.6964874268
79,99.8606315579,9.07186117749,83.4100799561
80,99.877872103,9.0103030219,83.4100799561
0,99.8996068804,8.14044207504,67.7610473633
1,100.164679943,8.14045025554,90.1696166992
2,99.669483254,8.09858317981,91.6984481812
3,99.9349454428,8.1033900504,75.497253418
4,99.9085303272,8.30200519156,88.1001968384
5,100.227060223,8.29377852123,93.2261428833
6,100.089070524,8.2806622455,128.480895996
7,100.149546132,8.27814400986,90.8405303955
8,100.212688964,8.24609469583,93.2261428833
9,99.9109471056,8.3352212058,88.1001968384
10,99.5279660229,8.28190587835,102.499633789
11,100.183975352,8.31398186234,99.0922927856
12,100.15291921,8.23165166418,90.8405303955
13,100.081289313,8.17690248172,124.562179565
14,99.8247355255,8.1747320445,67.7610473633
15,99.7012766744,8.24311992405,69.5313568115
16,100.256136117,8.26258513634,93.2261428833
17,99.6118643628,8.25096723769,75.7171478271
18,99.9236238606,8.25220182276,96.0355224609
19,100.120488081,8.2442530761,90.8405303955
20,99.3366319744,8.19378919478,58.0371742249
21,100.184946737,8.24597145074,90.8405303955
22,99.9613538546,8.44909131242,78.845741272
23,100.199619741,8.39705975156,99.0922927856
24,99.9663605763,8.43429046869,78.845741272
25,99.504279774,8.39090578517,69.1840744019
26,99.7537186387,8.45446834779,71.0900192261
27,99.9139319362,8.47207797774,78.845741272
28,99.4767986823,8.45834931128,51.4496116638
29,99.9193831928,8.45227063334,78.845741272
30,99.8192094507,8.41408752564,73.9504394531
31,99.4286045433,8.36558987907,49.6308326721
32,99.9526069244,8.39847622667,88.1001968384
33,99.9179446213,8.37122022425,88.1001968384
34,100.012341183,8.32542449041,96.8458480835
35,100.165284197,8.35981667475,99.0922927856
36,99.4867736403,8.25516819972,50.0155410767
37,99.3418470359,8.37159772906,43.224861145
38,99.9718522757,8.40750469109,78.845741272
39,100.060596466,8.37636567618,96.8458480835
40,99.5538554519,8.39048935092,69.1840744019
41,99.9124551563,8.39946723757,88.1001968384
42,100.108299318,8.35824060298,99.0922927856
43,98.8033636451,8.56315513198,60.5558776855
44,99.8847252548,8.58896321248,90.7819213867
45,99.7760535351,8.58009546134,79.7015686035
46,99.651809934,8.55782449393,77.8228149414
47,99.5004771487,8.5326942602,88.579826355
48,99.8839685712,8.56156767713,90.7819213867
49,99.0757645856,7.52460805864,22.9951839447
50,99.8009469059,8.5042021206,90.7819213867
51,99.6336246089,8.46582419442,74.9644470215
52,100.181310671,8.47360584005,101.404678345
53,99.8611364533,8.46637636276,73.9504394531
54,99.347331262,8.46566447827,42.897026062
55,100.012307606,8.44320042718,90.6953811646
56,100.032335522,8.51013125978,100.200401306
57,99.4185800948,8.49096825319,51.4496116638
58,99.8997571016,8.53924920914,90.7819213867
59,99.5206528024,8.48570708807,69.2962646484
60,99.8707747056,8.74996642616,86.568939209
61,99.8273253692,8.6658061913,87.3758468628
62,99.525144591,8.63294436894,100.211250305
66,99.8213932423,8.78321411643,86.568939209
67,99.9217687009,8.61672251233,100.447219849
68,99.8792246733,8.664989458,87.3758468628
69,99.8849907525,8.00915259593,62.349281311
70,99.909545107,8.0351190874,69.7171859741
71,100.191794957,7.96951729775,67.5825958252
72,99.960160418,7.97349415485,54.9007072449
73,100.269118333,7.97575087416,69.0861206055
74,100.322345555,7.96735643975,85.9640655518
75,99.5065049615,7.93253162187,74.9349441528
76,99.9329972975,8.05849977339,69.7171859741
77,100.019807461,7.99577336717,66.427986145
81,100.291003946,7.93304909085,69.0861206055
82,99.8799145896,7.98022837458,54.819683075
83,100.000747472,7.94576096896,66.427986145
84,100.039714184,7.87278518799,61.2588653564
85,99.0885545737,7.80693614332,28.7533397675
86,98.962972508,7.83620064015,23.0320720673
87,99.086515273,7.64591919012,23.8523025513
88,98.7424482523,8.14079930827,24.4860153198
89,98.9914739031,8.08126192991,44.8752784729
90,98.9064480901,8.0894902489,44.8752784729
91,99.0867384798,8.08954257043,48.0968475342
92,99.3023073467,8.09252650575,41.520652771
93,98.9712323424,7.96699749899,37.7720413208
94,98.8320582422,8.05226076674,41.7350502014
95,98.9761965864,8.03557493048,44.8752784729
96,99.2494736688,8.27514123302,37.2086410522
97,98.8913764556,8.38768797665,26.2560138702
98,98.7951249215,8.35878430825,26.9355602264
99,98.7192835818,8.45918267644,32.1632843018
100,98.8308684698,8.45050342365,32.3300170898
101,100.222057406,8.15728437627,92.5274353027
102,99.6322271047,8.149180586,71.3187179565
103,99.6885189229,8.16828189335,71.3187179565
104,100.116993764,8.14678872809,90.1696166992
105,100.197168301,8.15574993602,90.1696166992
106,100.291367362,8.11167234402,92.5274353027
107,99.500257118,8.17297578656,101.381446838
108,100.116932532,8.19868236912,90.1696166992
109,99.9192016424,8.18264107046,75.497253418
110,99.6726335781,8.14759861008,71.3187179565
111,100.193124146,8.18449327508,90.1696166992
112,100.190528385,8.08368048865,84.7029418945
113,100.246572214,8.10654372602,92.5274353027
114,99.8427351932,8.06783688099,62.349281311
115,100.094136161,8.07477686129,92.1211929321
116,100.243786276,8.0824587503,83.3458175659
117,99.5936293786,8.04748477069,98.8582992554
118,100.286330758,8.0367649157,83.3458175659
