POINT_BANG,X,Y,P_RAIN51_2
0,100.650034127,13.865927928,0.0
1,100.745101685,13.8529962881,0.0
2,100.547002765,13.7545254811,0.0
3,100.497556366,13.7595788722,0.0
4,100.475634063,13.7521615498,0.0
5,100.492151394,13.7512280636,0.0
6,100.529770716,13.7630430098,0.0
7,100.499228357,13.7679029825,0.0
8,100.503045965,13.761822636,0.0
9,100.538408182,13.7573163195,0.0
10,100.494662802,13.761895874,0.0
11,100.481251675,13.7588328289,0.0
12,100.585996523,13.7515581026,0.0
13,100.510667602,13.7588747831,0.0
14,100.708169637,13.8911411594,0.0
15,100.629576885,13.8976550732,0.0
16,100.672300751,13.8963130805,0.0
17,100.563893467,13.8827841602,0.0
18,100.872021917,13.8720997756,0.0
19,100.605776678,13.8678984281,0.0
20,100.811679778,13.8732427011,0.0
21,100.5800601,13.8714663258,0.0
22,100.505483589,13.764769074,0.0
23,100.501439816,13.757277497,0.0
24,100.441472717,13.7522748199,0.0
25,100.418633297,13.7506263367,0.0
26,100.706384042,13.8442969932,0.0
27,100.527961506,13.7522245241,0.0
28,100.828575304,13.8388436557,0.0
29,100.583669608,13.8421016037,0.0
30,100.668300128,13.8243118787,0.0
31,100.774460621,13.8122749002,0.0
32,100.60812621,13.8392281244,0.0
33,100.526686536,13.829422278,0.0
34,100.822299625,13.9135716162,0.0
35,100.579764321,13.9169673853,0.0
36,100.486477187,13.7427943514,0.0
37,100.511837693,13.7437205042,0.0
38,100.423065678,13.7380094564,0.0
39,100.510977362,13.7382068339,0.0
40,100.600737579,13.7934808191,0.0
41,100.372648064,13.7856977068,0.0
42,100.563266751,13.775071483,0.0
43,100.620595798,13.7881933823,0.0
44,100.428539617,13.7861848561,0.0
45,100.836667625,13.7977538507,0.0
46,100.565745619,13.8085226659,0.0
47,100.638646785,13.8112652613,0.0
48,100.53021961,13.8106105983,0.0
49,100.498881145,13.7327783523,0.0
50,100.679827921,13.7174530162,0.0
51,100.520240658,13.7336035808,0.0
52,100.517383748,13.7574561632,0.0
53,100.609121981,13.9200704078,0.0
54,100.652272341,13.9214167064,0.0
55,100.520598024,13.767802731,0.0
56,100.643832442,13.7551040065,0.0
57,100.82440238,13.7237646609,0.0
58,100.463129537,13.7598434125,0.0
