POINT_BANG,X,Y,P_RAIN10_2
0,100.650034127,13.865927928,28.5972061157
1,100.745101685,13.8529962881,28.052652359
2,100.547002765,13.7545254811,43.9421958923
3,100.497556366,13.7595788722,44.2920608521
4,100.475634063,13.7521615498,44.2920608521
5,100.492151394,13.7512280636,44.2920608521
6,100.529770716,13.7630430098,43.9421958923
7,100.499228357,13.7679029825,44.2920608521
8,100.503045965,13.761822636,43.9421958923
9,100.538408182,13.7573163195,43.9421958923
10,100.494662802,13.761895874,44.2920608521
11,100.481251675,13.7588328289,44.2920608521
12,100.585996523,13.7515581026,43.9421958923
13,100.510667602,13.7588747831,43.9421958923
14,100.708169637,13.8911411594,28.052652359
15,100.629576885,13.8976550732,28.5972061157
16,100.672300751,13.8963130805,28.5972061157
17,100.563893467,13.8827841602,31.828956604
18,100.872021917,13.8720997756,26.5336952209
19,100.605776678,13.8678984281,28.5972061157
20,100.811679778,13.8732427011,26.5336952209
21,100.5800601,13.8714663258,31.828956604
22,100.505483589,13.764769074,43.9421958923
23,100.501439816,13.757277497,43.9421958923
24,100.441472717,13.7522748199,44.2920608521
25,100.418633297,13.7506263367,44.2920608521
26,100.706384042,13.8442969932,28.052652359
27,100.527961506,13.7522245241,43.9421958923
28,100.828575304,13.8388436557,26.5336952209
29,100.583669608,13.8421016037,31.828956604
30,100.668300128,13.8243118787,28.5972061157
31,100.774460621,13.8122749002,28.052652359
32,100.60812621,13.8392281244,28.5972061157
33,100.526686536,13.829422278,31.828956604
34,100.822299625,13.9135716162,27.4252815247
35,100.579764321,13.9169673853,31.7035560608
36,100.486477187,13.7427943514,44.2920608521
37,100.511837693,13.7437205042,43.9421958923
38,100.423065678,13.7380094564,44.2920608521
39,100.510977362,13.7382068339,43.9421958923
40,100.600737579,13.7934808191,28.2320251465
41,100.372648064,13.7856977068,47.1835899353
42,100.563266751,13.775071483,43.9421958923
43,100.620595798,13.7881933823,28.2320251465
44,100.428539617,13.7861848561,44.2920608521
45,100.836667625,13.7977538507,26.4399318695
46,100.565745619,13.8085226659,31.828956604
47,100.638646785,13.8112652613,28.5972061157
48,100.53021961,13.8106105983,31.828956604
49,100.498881145,13.7327783523,44.2920608521
50,100.679827921,13.7174530162,28.2320251465
51,100.520240658,13.7336035808,43.9421958923
52,100.517383748,13.7574561632,43.9421958923
53,100.609121981,13.9200704078,29.1455764771
54,100.652272341,13.9214167064,29.1455764771
55,100.520598024,13.767802731,43.9421958923
56,100.643832442,13.7551040065,28.2320251465
57,100.82440238,13.7237646609,26.4399318695
58,100.463129537,13.7598434125,44.2920608521
59,100.853805065,13.7274620425,26.4399318695
60,100.523239584,13.7294329607,43.9421958923
61,100.749717361,13.722808283,26.7028808594
62,100.514435465,13.7246085607,43.9421958923
63,100.397434355,13.7199086637,47.1835899353
64,100.645313807,13.8287250195,28.5972061157
65,100.600568279,13.8138021185,28.5972061157
66,100.723055462,13.8022867906,28.052652359
67,100.581233511,13.8193746013,31.828956604
68,100.552654141,13.8152995128,31.828956604
69,100.635093523,13.7884470736,28.2320251465
70,100.660654297,13.7936094857,28.2320251465
71,100.508703275,13.8001458031,31.828956604
72,100.585425012,13.7846089658,43.9421958923
73,100.351082261,13.7141059285,47.1835899353
74,100.505093404,13.731164719,43.9421958923
75,100.489966851,13.7305525625,44.2920608521
76,100.451837222,13.7285695496,44.2920608521
77,100.570753548,13.7228534241,43.9421958923
78,100.526549121,13.7417642048,43.9421958923
79,100.534862613,13.7403758155,43.9421958923
80,100.545509766,13.7362756101,43.9421958923
81,100.56093748,13.7429474334,43.9421958923
82,100.499016059,13.7439699805,44.2920608521
83,100.463278732,13.7217532981,44.2920608521
84,100.52542642,13.7266989228,43.9421958923
85,100.598853998,13.7797838931,43.9421958923
86,100.435247983,13.7235128788,44.2920608521
87,100.529100155,13.7239195509,43.9421958923
88,100.522621746,13.7890724785,43.9421958923
89,100.451589916,13.7908873626,44.2920608521
90,100.492534843,13.790006204,44.2920608521
91,100.544958214,13.7818865454,43.9421958923
92,100.508032368,13.7053301913,43.9421958923
93,100.689161824,13.6808165465,31.2506980896
94,100.576834796,13.7686950314,43.9421958923
95,100.481059963,13.7833887915,44.2920608521
96,100.437753208,13.5734451418,45.5950546265
97,100.484048614,13.7004388412,44.2920608521
98,100.416504326,13.6964336911,46.2984771729
99,100.393565878,13.6919475895,43.8881225586
100,100.449475682,13.6974544868,46.2984771729
101,100.611847331,13.695262471,31.2506980896
102,100.515160712,13.6939969888,48.4431381226
103,100.459862079,13.733080791,44.2920608521
104,100.445116934,13.7365795311,44.2920608521
105,100.503377964,13.7511174599,43.9421958923
106,100.560189609,13.7219170128,43.9421958923
107,100.477539303,13.7721640218,44.2920608521
108,100.504814581,13.7781125777,43.9421958923
109,100.492479855,13.7743228027,44.2920608521
110,100.754458628,13.7523418891,26.7028808594
111,100.512323168,13.772860755,43.9421958923
112,100.455598012,13.7596681038,44.2920608521
113,100.428371726,13.7671510721,44.2920608521
114,100.724758346,13.7517055582,26.7028808594
115,100.466588454,13.7726659787,44.2920608521
116,100.348442514,13.7581884755,47.1835899353
117,100.519718068,13.7445387648,43.9421958923
118,100.512103222,13.7485519185,43.9421958923
119,100.499158189,13.7499474665,44.2920608521
120,100.628077493,13.7261563316,28.2320251465
121,100.493059194,13.7369182668,44.2920608521
122,100.513536164,13.7343560975,43.9421958923
123,100.412962354,13.6213077751,46.2984771729
124,100.514451544,13.7144691647,43.9421958923
125,100.491742507,13.7090301874,44.2920608521
126,100.500844526,13.7143803429,43.9421958923
127,100.504445335,13.7406006938,43.9421958923
128,100.526141963,13.7085286401,43.9421958923
129,100.513553471,13.7533301066,43.9421958923
130,100.497081401,13.7539650076,44.2920608521
131,100.506767949,13.751658507,43.9421958923
132,100.500224236,13.7534157783,43.9421958923
133,100.596319806,13.7191208366,43.9421958923
134,100.595281362,13.7070053136,43.9421958923
135,100.442999315,13.7140386452,44.2920608521
136,100.473382695,13.7150621001,44.2920608521
137,100.497435806,13.6959963973,46.2984771729
138,100.65581988,13.6868617778,31.2506980896
139,100.467796476,13.6929143136,46.2984771729
140,100.358747568,13.679635857,43.8881225586
141,100.533442629,13.6791546693,48.4431381226
142,100.492041031,13.6749132553,46.2984771729
143,100.468010078,13.6710579613,46.2984771729
144,100.510128893,13.6715444821,48.4431381226
145,100.618442305,13.6677005684,31.2506980896
146,100.484612424,13.7135228111,44.2920608521
147,100.544139651,13.6970352359,48.4431381226
