,addrcode,rainfall
0,801904,12.89
1,800905,12.7
2,801701,15.88
3,800611,11.03
4,801204,10.4
5,801101,23.71
6,801302,16.45
7,800305,3.99
8,801105,16.62
9,801212,0.11
10,800302,6.83
11,801205,8.96
12,800911,16.19
13,801107,22.74
14,802302,7.91
15,800912,14.55
16,801218,2.34
17,802304,0.64
18,800407,11.5
19,802203,7.49
20,800118,1.44
21,800112,1.61
22,800106,0.67
23,801801,13.79
24,801106,18.35
25,802202,12.3
26,802004,12.29
27,802201,7.62
28,800301,5.39
29,810601,27.28
30,800120,0.3
31,810603,24.58
32,800205,0.4
33,800410,11.05
34,800406,6.98
35,800505,18.2
36,800504,0.52
37,800202,0.9
38,802101,0.36
39,800803,0.35
40,800503,2.72
41,800801,0.0
42,802104,0.8
43,801408,2.46
44,802102,8.9
45,801407,11.9
46,801405,11.77
47,800804,0.35
48,800409,6.95
49,800704,27.17
50,801702,23.62
51,801703,53.77
52,801603,18.42
53,800910,19.54
54,801905,28.68
55,800908,12.89
56,801501,0.15
57,801502,0.32
58,801406,0.61
59,801402,0.0
60,800705,8.65
61,801609,5.89
62,800708,7.55
63,800711,11.92
64,810405,40.55
65,810803,17.42
66,810403,31.32
67,810305,5.38
68,810303,9.6
69,810404,19.59
70,810115,3.71
71,810406,41.74
72,810702,26.22
73,810703,23.39
74,810117,13.52
75,810704,30.73
76,810402,25.5
77,810401,19.72
78,810118,3.78
79,810807,14.39
80,810204,21.72
81,810201,17.57
82,810111,10.94
83,810506,42.73
84,810501,59.05
85,810202,18.09
86,810502,16.43
87,810505,92.73
88,810504,64.29
89,810105,21.91
90,810407,25.99
91,810103,7.93
92,810206,16.62
93,810808,15.8
94,810503,47.84
95,810205,62.86
96,802303,14.54
97,801608,2.43
98,800606,6.38
99,800903,9.15
100,801305,10.82
101,800706,24.41
