SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,52.9744873047,52.9744873047,0.0,52.9744873047,0.0,52.9744873047
100301,2,1,0.01,49.9636192322,49.9636192322,0.0,49.9636192322,0.0,49.9636192322
103001,3,1,0.01,63.9946060181,63.9946060181,0.0,63.9946060181,0.0,63.9946060181
103902,4,1,0.01,71.4670791626,71.4670791626,0.0,71.4670791626,0.0,71.4670791626
101104,5,1,0.01,58.6930732727,58.6930732727,0.0,58.6930732727,0.0,58.6930732727
101602,6,1,0.01,77.3492279053,77.3492279053,0.0,77.3492279053,0.0,77.3492279053
100308,7,1,0.01,53.0300674438,53.0300674438,0.0,53.0300674438,0.0,53.0300674438
103602,8,1,0.01,49.5679969788,49.5679969788,0.0,49.5679969788,0.0,49.5679969788
100304,9,1,0.01,38.5210876465,38.5210876465,0.0,38.5210876465,0.0,38.5210876465
104401,10,1,0.01,63.62059021,63.62059021,0.0,63.62059021,0.0,63.62059021
104003,11,1,0.01,67.5305404663,67.5305404663,0.0,67.5305404663,0.0,67.5305404663
105001,12,1,0.01,62.2895965576,62.2895965576,0.0,62.2895965576,0.0,62.2895965576
104301,13,1,0.01,54.031867981,54.031867981,0.0,54.031867981,0.0,54.031867981
104901,14,1,0.01,75.1946563721,75.1946563721,0.0,75.1946563721,0.0,75.1946563721
