,addrcode,rainfall
0,801904,66.37
1,800905,56.64
2,801701,51.86
3,800611,54.98
4,801204,68.47
5,801101,48.84
6,801302,69.84
7,800305,66.96
8,801105,55.56
9,801212,68.68
10,800302,69.82
11,801205,69.23
12,800911,70.12
13,801107,53.25
14,802302,62.24
15,800912,59.51
16,801218,58.16
17,802304,66.96
18,800407,52.95
19,802203,57.9
20,800118,74.16
21,800112,64.54
22,800106,71.9
23,801801,44.7
24,801106,45.74
25,802202,54.97
26,802004,62.11
27,802201,64.17
28,800301,66.09
29,810601,28.29
30,800120,64.72
31,810603,31.34
32,800205,65.61
33,800410,56.12
34,800406,43.07
35,800505,64.48
36,800504,59.58
37,800202,59.53
38,802101,49.77
39,800803,47.64
40,800503,52.38
41,800801,53.45
42,802104,53.93
43,801408,55.04
44,802102,58.32
45,801407,45.91
46,801405,50.78
47,800804,54.31
48,800409,40.62
49,800704,72.79
50,801702,39.19
51,801703,46.96
52,801603,54.41
53,800910,48.54
54,801905,57.27
55,800908,50.28
56,801501,31.66
57,801502,31.67
58,801406,34.37
59,801402,46.93
60,800705,40.36
61,801609,39.89
62,800708,45.6
63,800711,40.59
64,810405,25.56
65,810803,36.23
66,810403,24.39
67,810305,37.5
68,810303,29.12
69,810404,25.27
70,810115,37.77
71,810406,41.36
72,810702,48.82
73,810703,43.45
74,810117,38.02
75,810704,38.56
76,810402,28.72
77,810401,32.45
78,810118,36.0
79,810807,42.34
80,810204,47.41
81,810201,41.28
82,810111,35.64
83,810506,32.65
84,810501,30.32
85,810202,42.14
86,810502,33.82
87,810505,32.91
88,810504,36.29
89,810105,36.0
90,810407,45.34
91,810103,40.45
92,810206,48.25
93,810808,44.32
94,810503,32.4
95,810205,43.13
96,802303,77.88
97,801608,53.92
98,800606,59.54
99,800903,61.71
100,801305,68.66
101,800706,63.26
