,addrcode,rainfall
0,801904,26.24
1,800905,28.22
2,801701,43.33
3,800611,29.05
4,801204,20.79
5,801101,35.63
6,801302,20.17
7,800305,20.9
8,801105,38.38
9,801212,11.62
10,800302,17.49
11,801205,16.54
12,800911,26.07
13,801107,35.97
14,802302,26.6
15,800912,27.97
16,801218,12.03
17,802304,14.56
18,800407,42.88
19,802203,24.19
20,800118,21.58
21,800112,24.74
22,800106,29.91
23,801801,35.05
24,801106,29.6
25,802202,30.92
26,802004,21.62
27,802201,25.73
28,800301,32.85
29,810601,55.24
30,800120,38.19
31,810603,41.57
32,800205,38.07
33,800410,32.33
34,800406,55.32
35,800505,32.71
36,800504,39.17
37,800202,34.19
38,802101,27.62
39,800803,34.14
40,800503,52.74
41,800801,34.46
42,802104,34.91
43,801408,34.14
44,802102,39.02
45,801407,27.15
46,801405,38.87
47,800804,53.36
48,800409,62.72
49,800704,22.05
50,801702,36.99
51,801703,31.02
52,801603,13.72
53,800910,28.37
54,801905,27.0
55,800908,28.38
56,801501,33.93
57,801502,38.1
58,801406,42.72
59,801402,29.89
60,800705,33.97
61,801609,15.98
62,800708,23.43
63,800711,35.84
64,810405,32.0
65,810803,48.05
66,810403,31.54
67,810305,31.22
68,810303,26.92
69,810404,29.36
70,810115,27.87
71,810406,28.07
72,810702,39.66
73,810703,39.05
74,810117,32.79
75,810704,34.5
76,810402,34.09
77,810401,36.17
78,810118,31.39
79,810807,35.85
80,810204,36.13
81,810201,34.67
82,810111,35.22
83,810506,43.93
84,810501,36.59
85,810202,43.03
86,810502,32.03
87,810505,40.14
88,810504,47.28
89,810105,34.78
90,810407,32.17
91,810103,37.46
92,810206,34.21
93,810808,37.47
94,810503,38.56
95,810205,46.63
96,802303,16.86
97,801608,28.85
98,800606,16.27
99,800903,24.19
100,801305,20.66
101,800706,21.6
