SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,66.1769332886,66.1769332886,0.0,66.1769332886,0.0,66.1769332886
100301,2,1,0.01,74.256980896,74.256980896,0.0,74.256980896,0.0,74.256980896
103001,3,1,0.01,68.2461166382,68.2461166382,0.0,68.2461166382,0.0,68.2461166382
103902,4,1,0.01,71.0698318481,71.0698318481,0.0,71.0698318481,0.0,71.0698318481
101104,5,1,0.01,71.2183914185,71.2183914185,0.0,71.2183914185,0.0,71.2183914185
101602,6,1,0.01,71.3910522461,71.3910522461,0.0,71.3910522461,0.0,71.3910522461
100308,7,1,0.01,69.5851364136,69.5851364136,0.0,69.5851364136,0.0,69.5851364136
103602,8,1,0.01,61.8341369629,61.8341369629,0.0,61.8341369629,0.0,61.8341369629
100304,9,1,0.01,49.1768951416,49.1768951416,0.0,49.1768951416,0.0,49.1768951416
104401,10,1,0.01,71.1935272217,71.1935272217,0.0,71.1935272217,0.0,71.1935272217
104003,11,1,0.01,64.8093795776,64.8093795776,0.0,64.8093795776,0.0,64.8093795776
105001,12,1,0.01,68.3408508301,68.3408508301,0.0,68.3408508301,0.0,68.3408508301
104301,13,1,0.01,69.6251602173,69.6251602173,0.0,69.6251602173,0.0,69.6251602173
104901,14,1,0.01,74.2628326416,74.2628326416,0.0,74.2628326416,0.0,74.2628326416
