SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,77.0586166382,77.0586166382,0.0,77.0586166382,0.0,77.0586166382
100301,2,1,0.01,74.5229644775,74.5229644775,0.0,74.5229644775,0.0,74.5229644775
103001,3,1,0.01,84.0709762573,84.0709762573,0.0,84.0709762573,0.0,84.0709762573
103902,4,1,0.01,80.3430175781,80.3430175781,0.0,80.3430175781,0.0,80.3430175781
101104,5,1,0.01,73.8652038574,73.8652038574,0.0,73.8652038574,0.0,73.8652038574
101602,6,1,0.01,83.5359802246,83.5359802246,0.0,83.5359802246,0.0,83.5359802246
100308,7,1,0.01,57.8271331787,57.8271331787,0.0,57.8271331787,0.0,57.8271331787
103602,8,1,0.01,89.0698242188,89.0698242188,0.0,89.0698242188,0.0,89.0698242188
100304,9,1,0.01,97.7535705566,97.7535705566,0.0,97.7535705566,0.0,97.7535705566
104401,10,1,0.01,83.3900146484,83.3900146484,0.0,83.3900146484,0.0,83.3900146484
104003,11,1,0.01,74.5893707275,74.5893707275,0.0,74.5893707275,0.0,74.5893707275
105001,12,1,0.01,62.0833969116,62.0833969116,0.0,62.0833969116,0.0,62.0833969116
104301,13,1,0.01,87.574508667,87.574508667,0.0,87.574508667,0.0,87.574508667
104901,14,1,0.01,58.1608810425,58.1608810425,0.0,58.1608810425,0.0,58.1608810425
