SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,48.2683029175,48.2683029175,0.0,48.2683029175,0.0,48.2683029175
100301,2,1,0.01,43.285369873,43.285369873,0.0,43.285369873,0.0,43.285369873
103001,3,1,0.01,62.9464530945,62.9464530945,0.0,62.9464530945,0.0,62.9464530945
103902,4,1,0.01,70.3159942627,70.3159942627,0.0,70.3159942627,0.0,70.3159942627
101104,5,1,0.01,53.4939956665,53.4939956665,0.0,53.4939956665,0.0,53.4939956665
101602,6,1,0.01,60.9220962524,60.9220962524,0.0,60.9220962524,0.0,60.9220962524
100308,7,1,0.01,55.7512016296,55.7512016296,0.0,55.7512016296,0.0,55.7512016296
103602,8,1,0.01,51.3076896667,51.3076896667,0.0,51.3076896667,0.0,51.3076896667
100304,9,1,0.01,42.672039032,42.672039032,0.0,42.672039032,0.0,42.672039032
104401,10,1,0.01,62.1513633728,62.1513633728,0.0,62.1513633728,0.0,62.1513633728
104003,11,1,0.01,64.9039154053,64.9039154053,0.0,64.9039154053,0.0,64.9039154053
105001,12,1,0.01,52.2055053711,52.2055053711,0.0,52.2055053711,0.0,52.2055053711
104301,13,1,0.01,51.9930839539,51.9930839539,0.0,51.9930839539,0.0,51.9930839539
104901,14,1,0.01,56.1685447693,56.1685447693,0.0,56.1685447693,0.0,56.1685447693
