SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,0.11670859158,0.11670859158,0.0,0.11670859158,0.0,0.11670859158
100301,2,1,0.01,0.132101640105,0.132101640105,0.0,0.132101640105,0.0,0.132101640105
103001,3,1,0.01,0.064546212554,0.064546212554,0.0,0.064546212554,0.0,0.064546212554
103902,4,1,0.01,0.131731167436,0.131731167436,0.0,0.131731167436,0.0,0.131731167436
101104,5,1,0.01,0.132543355227,0.132543355227,0.0,0.132543355227,0.0,0.132543355227
101602,6,1,0.01,0.0626800209284,0.0626800209284,0.0,0.0626800209284,0.0,0.0626800209284
100308,7,1,0.01,0.165728449821,0.165728449821,0.0,0.165728449821,0.0,0.165728449821
103602,8,1,0.01,0.0250301677734,0.0250301677734,0.0,0.0250301677734,0.0,0.0250301677734
100304,9,1,0.01,0.0225459430367,0.0225459430367,0.0,0.0225459430367,0.0,0.0225459430367
104401,10,1,0.01,0.0490490496159,0.0490490496159,0.0,0.0490490496159,0.0,0.0490490496159
104003,11,1,0.01,0.127630129457,0.127630129457,0.0,0.127630129457,0.0,0.127630129457
105001,12,1,0.01,0.140010878444,0.140010878444,0.0,0.140010878444,0.0,0.140010878444
104301,13,1,0.01,0.0748190060258,0.0748190060258,0.0,0.0748190060258,0.0,0.0748190060258
104901,14,1,0.01,0.0807573571801,0.0807573571801,0.0,0.0807573571801,0.0,0.0807573571801
