SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,40.4234886169,40.4234886169,0.0,40.4234886169,0.0,40.4234886169
100301,2,1,0.01,38.8031845093,38.8031845093,0.0,38.8031845093,0.0,38.8031845093
103001,3,1,0.01,38.1430282593,38.1430282593,0.0,38.1430282593,0.0,38.1430282593
103902,4,1,0.01,38.5751838684,38.5751838684,0.0,38.5751838684,0.0,38.5751838684
101104,5,1,0.01,40.7636184692,40.7636184692,0.0,40.7636184692,0.0,40.7636184692
101602,6,1,0.01,33.1580047607,33.1580047607,0.0,33.1580047607,0.0,33.1580047607
100308,7,1,0.01,40.6391067505,40.6391067505,0.0,40.6391067505,0.0,40.6391067505
103602,8,1,0.01,36.6552124023,36.6552124023,0.0,36.6552124023,0.0,36.6552124023
100304,9,1,0.01,37.1073989868,37.1073989868,0.0,37.1073989868,0.0,37.1073989868
104401,10,1,0.01,41.4581451416,41.4581451416,0.0,41.4581451416,0.0,41.4581451416
104003,11,1,0.01,29.9125118256,29.9125118256,0.0,29.9125118256,0.0,29.9125118256
105001,12,1,0.01,30.2660999298,30.2660999298,0.0,30.2660999298,0.0,30.2660999298
104301,13,1,0.01,40.8162384033,40.8162384033,0.0,40.8162384033,0.0,40.8162384033
104901,14,1,0.01,33.4994926453,33.4994926453,0.0,33.4994926453,0.0,33.4994926453
