SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,86.5264816284,86.5264816284,0.0,86.5264816284,0.0,86.5264816284
100301,2,1,0.01,85.0393753052,85.0393753052,0.0,85.0393753052,0.0,85.0393753052
103001,3,1,0.01,80.2355651855,80.2355651855,0.0,80.2355651855,0.0,80.2355651855
103902,4,1,0.01,92.0824737549,92.0824737549,0.0,92.0824737549,0.0,92.0824737549
101104,5,1,0.01,87.7360839844,87.7360839844,0.0,87.7360839844,0.0,87.7360839844
101602,6,1,0.01,83.8816375732,83.8816375732,0.0,83.8816375732,0.0,83.8816375732
100308,7,1,0.01,87.4968338013,87.4968338013,0.0,87.4968338013,0.0,87.4968338013
103602,8,1,0.01,82.2207794189,82.2207794189,0.0,82.2207794189,0.0,82.2207794189
100304,9,1,0.01,88.0973358154,88.0973358154,0.0,88.0973358154,0.0,88.0973358154
104401,10,1,0.01,90.7674255371,90.7674255371,0.0,90.7674255371,0.0,90.7674255371
104003,11,1,0.01,73.1702957153,73.1702957153,0.0,73.1702957153,0.0,73.1702957153
105001,12,1,0.01,70.8840866089,70.8840866089,0.0,70.8840866089,0.0,70.8840866089
104301,13,1,0.01,85.2345504761,85.2345504761,0.0,85.2345504761,0.0,85.2345504761
104901,14,1,0.01,78.761932373,78.761932373,0.0,78.761932373,0.0,78.761932373
