,addrcode,rainfall
0,801403,153.72
1,801404,148.36
2,800802,147.52
3,801503,127.71
4,801409,139.42
5,801401,139.42
6,801304,136.43
7,800603,144.33
8,800909,121.22
9,801903,143.7
10,802003,138.59
11,801215,144.68
12,801206,144.38
13,801207,143.8
14,801217,144.68
15,802001,138.59
16,801003,127.29
17,801208,140.2
18,801213,143.8
19,802301,144.01
20,801301,136.43
21,800906,158.34
22,801216,144.68
23,801001,142.09
24,801303,142.11
25,801203,143.8
26,801104,105.98
27,801211,143.8
28,800102,143.04
29,801214,140.2
30,800103,143.04
31,800401,132.3
32,800304,149.65
33,800108,143.04
34,800405,117.51
35,800115,143.04
36,800303,171.77
37,801103,116.01
38,800114,138.59
39,802002,138.59
40,800122,142.41
41,801210,140.2
42,801002,121.59
43,801102,109.26
44,800101,143.04
45,800119,142.41
46,800416,132.3
47,800113,138.59
48,801202,140.2
49,810602,96.76
50,800807,160.87
51,800204,157.89
52,800501,152.28
53,800415,143.65
54,800810,160.87
55,810301,72.24
56,800201,160.87
57,800403,145.47
58,801209,140.17
59,800116,171.77
60,801803,111.69
61,800107,143.99
62,800121,159.97
63,801802,117.51
64,800203,160.87
65,800404,134.49
66,800806,151.16
67,802103,161.48
68,800502,146.04
69,800811,151.16
70,800813,158.96
71,800809,161.48
72,800709,124.75
73,801901,128.73
74,801604,120.84
75,800703,109.12
76,801605,118.65
77,801602,115.78
78,801704,94.89
79,801902,128.73
80,800701,111.73
81,801610,118.65
82,800710,97.54
83,800702,111.73
84,800707,98.65
85,810304,76.07
86,810802,79.06
87,810302,75.07
88,810106,94.44
89,810801,92.02
90,810101,92.02
91,810805,91.17
92,810701,97.3
93,810806,83.2
94,810116,99.9
95,810804,92.02
96,810203,104.27
97,810508,85.28
98,810509,84.39
99,810507,89.57
100,810604,89.31
101,800610,140.26
102,800904,132.13
103,800901,132.13
104,800607,144.33
105,800604,144.33
106,801611,140.26
107,800913,125.53
108,800601,144.33
109,801306,143.7
110,800902,132.13
111,800605,144.33
112,800612,128.62
113,801607,140.26
114,801906,124.75
115,800613,128.1
116,801606,144.5
117,800907,116.45
118,801601,144.5
