SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,99.3879470825,99.3879470825,0.0,99.3879470825,0.0,99.3879470825
100301,2,1,0.01,93.1247711182,93.1247711182,0.0,93.1247711182,0.0,93.1247711182
103001,3,1,0.01,98.4979629517,98.4979629517,0.0,98.4979629517,0.0,98.4979629517
103902,4,1,0.01,93.3001556396,93.3001556396,0.0,93.3001556396,0.0,93.3001556396
101104,5,1,0.01,94.2462539673,94.2462539673,0.0,94.2462539673,0.0,94.2462539673
101602,6,1,0.01,95.8473587036,95.8473587036,0.0,95.8473587036,0.0,95.8473587036
100308,7,1,0.01,93.8889007568,93.8889007568,0.0,93.8889007568,0.0,93.8889007568
103602,8,1,0.01,95.0795669556,95.0795669556,0.0,95.0795669556,0.0,95.0795669556
100304,9,1,0.01,95.0972900391,95.0972900391,0.0,95.0972900391,0.0,95.0972900391
104401,10,1,0.01,94.743347168,94.743347168,0.0,94.743347168,0.0,94.743347168
104003,11,1,0.01,96.8858642578,96.8858642578,0.0,96.8858642578,0.0,96.8858642578
105001,12,1,0.01,95.1685409546,95.1685409546,0.0,95.1685409546,0.0,95.1685409546
104301,13,1,0.01,95.0492858887,95.0492858887,0.0,95.0492858887,0.0,95.0492858887
104901,14,1,0.01,97.4020385742,97.4020385742,0.0,97.4020385742,0.0,97.4020385742
