POINT_BANG,X,Y,P_RAIN13_2
0,100.650034127,13.865927928,13.21525383
1,100.745101685,13.8529962881,14.4725589752
2,100.547002765,13.7545254811,15.4904527664
3,100.497556366,13.7595788722,27.5770359039
4,100.475634063,13.7521615498,27.5770359039
5,100.492151394,13.7512280636,27.5770359039
6,100.529770716,13.7630430098,15.4904527664
7,100.499228357,13.7679029825,27.5770359039
8,100.503045965,13.761822636,15.4904527664
9,100.538408182,13.7573163195,15.4904527664
10,100.494662802,13.761895874,27.5770359039
11,100.481251675,13.7588328289,27.5770359039
12,100.585996523,13.7515581026,15.4904527664
13,100.510667602,13.7588747831,15.4904527664
14,100.708169637,13.8911411594,14.4725589752
15,100.629576885,13.8976550732,13.21525383
16,100.672300751,13.8963130805,13.21525383
17,100.563893467,13.8827841602,18.0289115906
18,100.872021917,13.8720997756,18.5329017639
19,100.605776678,13.8678984281,13.21525383
20,100.811679778,13.8732427011,18.5329017639
21,100.5800601,13.8714663258,18.0289115906
22,100.505483589,13.764769074,15.4904527664
23,100.501439816,13.757277497,15.4904527664
24,100.441472717,13.7522748199,27.5770359039
25,100.418633297,13.7506263367,27.5770359039
26,100.706384042,13.8442969932,14.4725589752
27,100.527961506,13.7522245241,15.4904527664
28,100.828575304,13.8388436557,18.5329017639
29,100.583669608,13.8421016037,18.0289115906
30,100.668300128,13.8243118787,13.21525383
31,100.774460621,13.8122749002,14.4725589752
32,100.60812621,13.8392281244,13.21525383
33,100.526686536,13.829422278,18.0289115906
34,100.822299625,13.9135716162,58.5308418274
35,100.579764321,13.9169673853,18.8138618469
36,100.486477187,13.7427943514,27.5770359039
37,100.511837693,13.7437205042,15.4904527664
38,100.423065678,13.7380094564,27.5770359039
39,100.510977362,13.7382068339,15.4904527664
40,100.600737579,13.7934808191,13.2624597549
41,100.372648064,13.7856977068,21.1696624756
42,100.563266751,13.775071483,15.4904527664
43,100.620595798,13.7881933823,13.2624597549
44,100.428539617,13.7861848561,27.5770359039
45,100.836667625,13.7977538507,16.2345333099
46,100.565745619,13.8085226659,18.0289115906
47,100.638646785,13.8112652613,13.21525383
48,100.53021961,13.8106105983,18.0289115906
49,100.498881145,13.7327783523,27.5770359039
50,100.679827921,13.7174530162,13.2624597549
51,100.520240658,13.7336035808,15.4904527664
52,100.517383748,13.7574561632,15.4904527664
53,100.609121981,13.9200704078,18.9009189606
54,100.652272341,13.9214167064,18.9009189606
55,100.520598024,13.767802731,15.4904527664
56,100.643832442,13.7551040065,13.2624597549
57,100.82440238,13.7237646609,16.2345333099
