SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,41.3444480896,41.3444480896,0.0,41.3444480896,0.0,41.3444480896
100301,2,1,0.01,44.7918510437,44.7918510437,0.0,44.7918510437,0.0,44.7918510437
103001,3,1,0.01,56.5100479126,56.5100479126,0.0,56.5100479126,0.0,56.5100479126
103902,4,1,0.01,54.3257598877,54.3257598877,0.0,54.3257598877,0.0,54.3257598877
101104,5,1,0.01,37.8944015503,37.8944015503,0.0,37.8944015503,0.0,37.8944015503
101602,6,1,0.01,63.6680297852,63.6680297852,0.0,63.6680297852,0.0,63.6680297852
100308,7,1,0.01,35.9027099609,35.9027099609,0.0,35.9027099609,0.0,35.9027099609
103602,8,1,0.01,71.7529754639,71.7529754639,0.0,71.7529754639,0.0,71.7529754639
100304,9,1,0.01,58.28673172,58.28673172,0.0,58.28673172,0.0,58.28673172
104401,10,1,0.01,38.5364151001,38.5364151001,0.0,38.5364151001,0.0,38.5364151001
104003,11,1,0.01,49.110874176,49.110874176,0.0,49.110874176,0.0,49.110874176
105001,12,1,0.01,51.0122146606,51.0122146606,0.0,51.0122146606,0.0,51.0122146606
104301,13,1,0.01,48.6137161255,48.6137161255,0.0,48.6137161255,0.0,48.6137161255
104901,14,1,0.01,50.8537483215,50.8537483215,0.0,50.8537483215,0.0,50.8537483215
