,addrcode,rainfall
0,100508,6.57
1,104604,6.05
2,103704,6.51
3,100108,22.3
4,102005,22.3
5,100101,22.3
6,103701,6.51
7,100112,22.3
8,100110,6.51
9,103702,6.51
10,100109,22.3
11,102004,22.3
12,101702,6.51
13,100805,6.51
14,104601,6.05
15,104203,6.57
16,104202,6.57
17,104101,7.64
18,100302,5.24
19,100502,6.57
20,100306,5.24
21,104102,7.64
22,100111,6.51
23,100107,6.51
24,101904,22.3
25,101907,22.3
26,104603,6.05
27,103703,6.51
28,100305,5.24
29,103002,7.64
30,104302,6.57
31,101002,6.05
32,103802,6.57
33,102902,7.64
34,100303,5.86
35,103604,12.3
36,101601,22.3
37,100801,6.51
38,102208,22.3
39,101302,6.51
40,104502,5.53
41,104802,3.12
42,102601,6.51
43,104503,5.53
44,101903,22.3
45,100307,4.71
46,103004,7.64
47,102704,6.57
48,102901,7.64
49,101801,22.3
50,103201,5.53
51,100401,6.51
52,100204,6.51
53,103605,9.66
54,104201,9.66
55,100203,6.51
56,100608,5.53
57,101105,4.71
58,102007,22.3
59,101106,4.71
60,100405,6.51
61,101101,4.94
62,100404,6.51
63,104002,3.12
64,102705,6.57
65,103801,6.57
66,101001,6.05
67,103003,7.64
68,103005,7.64
69,100601,5.53
70,102701,5.53
71,102502,7.64
72,101704,6.51
73,102303,3.12
74,101802,6.51
75,101502,22.3
76,102206,22.3
77,103302,6.51
78,100702,6.51
79,100703,6.51
80,100704,6.51
81,103901,6.51
82,100102,22.3
83,102209,22.3
84,100403,6.51
85,104501,6.51
86,102202,22.3
87,100402,6.51
88,100206,6.51
89,101902,22.3
90,102501,22.3
91,101401,6.51
92,103102,6.51
93,103203,4.72
94,101701,6.51
95,102503,22.3
96,102105,24.91
97,101506,22.3
98,104001,18.87
99,104004,7.75
100,103501,18.87
101,100905,4.72
102,103103,7.45
103,102210,22.3
104,102207,22.3
105,100104,6.51
106,103301,6.51
107,102009,22.3
108,100202,6.51
109,102504,22.3
110,101103,4.94
111,100201,6.51
112,101901,22.3
113,101905,22.3
114,101102,4.94
115,102006,22.3
116,104801,3.12
117,100701,6.51
118,100802,6.51
119,100103,22.3
120,103401,5.53
121,101501,22.3
122,101303,6.51
123,102107,18.87
124,102802,6.51
125,101507,22.3
126,101803,6.51
127,101301,6.51
128,102801,6.51
129,100803,6.51
130,100105,22.3
131,100804,6.51
132,100106,6.51
133,103903,6.51
134,103303,6.51
135,102201,22.3
136,101505,22.3
137,103101,18.87
138,103202,4.72
139,103504,18.87
140,102302,7.75
141,101204,7.45
142,102402,18.87
143,103503,18.87
144,102401,7.45
145,104701,4.72
146,101504,22.3
147,101203,7.45
148,101804,6.51
149,101503,22.3
150,102803,6.51
151,103502,22.3
152,104902,18.87
153,104602,6.05
154,104504,5.53
