POINT_NAKH,X,Y,P_RAIN20_2
63,99.7843495738,8.8989502351,20.9071750641
64,99.8909272668,8.89301842195,19.7307739258
65,99.9019268233,8.81222649824,15.5756282806
78,99.8143726422,9.2798847122,10.7039718628
79,99.8606315579,9.07186117749,17.8241710663
80,99.877872103,9.0103030219,17.8241710663
0,99.8996068804,8.14044207504,38.9478149414
1,100.164679943,8.14045025554,29.7441444397
2,99.669483254,8.09858317981,48.9386749268
3,99.9349454428,8.1033900504,52.3025131226
4,99.9085303272,8.30200519156,35.0199127197
5,100.227060223,8.29377852123,28.665807724
6,100.089070524,8.2806622455,36.5134963989
7,100.149546132,8.27814400986,31.3601093292
8,100.212688964,8.24609469583,28.665807724
9,99.9109471056,8.3352212058,35.0199127197
10,99.5279660229,8.28190587835,50.6413421631
11,100.183975352,8.31398186234,29.4655075073
12,100.15291921,8.23165166418,31.3601093292
13,100.081289313,8.17690248172,40.097694397
14,99.8247355255,8.1747320445,38.9478149414
15,99.7012766744,8.24311992405,45.0963516235
16,100.256136117,8.26258513634,28.665807724
17,99.6118643628,8.25096723769,47.6446914673
18,99.9236238606,8.25220182276,44.0155448914
19,100.120488081,8.2442530761,31.3601093292
20,99.3366319744,8.19378919478,54.4754981995
21,100.184946737,8.24597145074,31.3601093292
22,99.9613538546,8.44909131242,29.5634822845
23,100.199619741,8.39705975156,29.4655075073
24,99.9663605763,8.43429046869,29.5634822845
25,99.504279774,8.39090578517,50.3616600037
26,99.7537186387,8.45446834779,36.3325881958
27,99.9139319362,8.47207797774,29.5634822845
28,99.4767986823,8.45834931128,48.2564315796
29,99.9193831928,8.45227063334,29.5634822845
30,99.8192094507,8.41408752564,33.6151351929
31,99.4286045433,8.36558987907,54.2117462158
32,99.9526069244,8.39847622667,35.0199127197
33,99.9179446213,8.37122022425,35.0199127197
34,100.012341183,8.32542449041,43.5503311157
35,100.165284197,8.35981667475,29.4655075073
36,99.4867736403,8.25516819972,51.2483329773
37,99.3418470359,8.37159772906,55.1946487427
38,99.9718522757,8.40750469109,29.5634822845
39,100.060596466,8.37636567618,43.5503311157
40,99.5538554519,8.39048935092,50.3616600037
41,99.9124551563,8.39946723757,35.0199127197
42,100.108299318,8.35824060298,29.4655075073
43,98.8033636451,8.56315513198,52.7916221619
44,99.8847252548,8.58896321248,26.389793396
45,99.7760535351,8.58009546134,31.9034137726
46,99.651809934,8.55782449393,36.4522171021
47,99.5004771487,8.5326942602,36.6651382446
48,99.8839685712,8.56156767713,26.389793396
49,99.0757645856,7.52460805864,73.1374588013
50,99.8009469059,8.5042021206,26.389793396
51,99.6336246089,8.46582419442,39.5931854248
52,100.181310671,8.47360584005,31.0342998505
53,99.8611364533,8.46637636276,33.6151351929
54,99.347331262,8.46566447827,50.9986381531
55,100.012307606,8.44320042718,40.5801925659
56,100.032335522,8.51013125978,40.279083252
57,99.4185800948,8.49096825319,48.2564315796
58,99.8997571016,8.53924920914,26.389793396
59,99.5206528024,8.48570708807,50.8455810547
60,99.8707747056,8.74996642616,20.7813339233
61,99.8273253692,8.6658061913,26.4393024445
62,99.525144591,8.63294436894,32.5864257813
66,99.8213932423,8.78321411643,20.7813339233
67,99.9217687009,8.61672251233,21.5524654388
68,99.8792246733,8.664989458,26.4393024445
69,99.8849907525,8.00915259593,49.671295166
70,99.909545107,8.0351190874,48.221408844
71,100.191794957,7.96951729775,42.1678619385
72,99.960160418,7.97349415485,46.6730384827
73,100.269118333,7.97575087416,32.9151420593
74,100.322345555,7.96735643975,28.7426357269
75,99.5065049615,7.93253162187,67.8880691528
76,99.9329972975,8.05849977339,48.221408844
77,100.019807461,7.99577336717,61.7127380371
81,100.291003946,7.93304909085,32.9151420593
82,99.8799145896,7.98022837458,51.0033988953
83,100.000747472,7.94576096896,61.7127380371
84,100.039714184,7.87278518799,51.952747345
85,99.0885545737,7.80693614332,77.0063171387
86,98.962972508,7.83620064015,82.6987686157
87,99.086515273,7.64591919012,77.9781723022
88,98.7424482523,8.14079930827,70.7064208984
89,98.9914739031,8.08126192991,62.5581550598
90,98.9064480901,8.0894902489,62.5581550598
91,99.0867384798,8.08954257043,65.7791290283
92,99.3023073467,8.09252650575,61.6278800964
93,98.9712323424,7.96699749899,78.3341293335
94,98.8320582422,8.05226076674,66.5928421021
95,98.9761965864,8.03557493048,62.5581550598
96,99.2494736688,8.27514123302,53.5786361694
97,98.8913764556,8.38768797665,65.3456802368
98,98.7951249215,8.35878430825,65.8492584229
99,98.7192835818,8.45918267644,65.3583374023
100,98.8308684698,8.45050342365,60.6977424622
101,100.222057406,8.15728437627,30.1402359009
102,99.6322271047,8.149180586,44.8226470947
103,99.6885189229,8.16828189335,44.8226470947
104,100.116993764,8.14678872809,29.7441444397
105,100.197168301,8.15574993602,29.7441444397
106,100.291367362,8.11167234402,30.1402359009
107,99.500257118,8.17297578656,50.9858474731
108,100.116932532,8.19868236912,29.7441444397
109,99.9192016424,8.18264107046,52.3025131226
110,99.6726335781,8.14759861008,44.8226470947
111,100.193124146,8.18449327508,29.7441444397
112,100.190528385,8.08368048865,32.408416748
113,100.246572214,8.10654372602,30.1402359009
114,99.8427351932,8.06783688099,49.671295166
115,100.094136161,8.07477686129,45.7738418579
116,100.243786276,8.0824587503,31.8140087128
117,99.5936293786,8.04748477069,55.9715995789
118,100.286330758,8.0367649157,31.8140087128
