TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
801904,1,1,0.01,142.896697998,142.896697998,0.0,142.896697998,0.0,142.896697998
800905,2,2,0.02,129.125762939,148.22819519,19.102432251,138.676979065,9.55121612549,277.35395813
801701,3,1,0.01,92.0959014893,92.0959014893,0.0,92.0959014893,0.0,92.0959014893
800611,4,1,0.01,165.822357178,165.822357178,0.0,165.822357178,0.0,165.822357178
801204,5,1,0.01,182.764770508,182.764770508,0.0,182.764770508,0.0,182.764770508
801101,6,1,0.01,84.6655578613,84.6655578613,0.0,84.6655578613,0.0,84.6655578613
801302,7,1,0.01,149.966827393,149.966827393,0.0,149.966827393,0.0,149.966827393
800305,8,1,0.01,148.30960083,148.30960083,0.0,148.30960083,0.0,148.30960083
801105,9,1,0.01,94.4121704102,94.4121704102,0.0,94.4121704102,0.0,94.4121704102
801212,10,1,0.01,146.044143677,146.044143677,0.0,146.044143677,0.0,146.044143677
800302,11,1,0.01,161.964691162,161.964691162,0.0,161.964691162,0.0,161.964691162
801205,12,1,0.01,149.888702393,149.888702393,0.0,149.888702393,0.0,149.888702393
800911,13,2,0.02,139.272949219,146.460128784,7.18717956543,142.866539001,3.59358978271,285.733078003
801107,14,2,0.02,81.630531311,92.7207641602,11.0902328491,87.1756477356,5.54511642456,174.351295471
802302,15,1,0.01,199.974487305,199.974487305,0.0,199.974487305,0.0,199.974487305
800912,16,1,0.01,140.557617188,140.557617188,0.0,140.557617188,0.0,140.557617188
801218,17,1,0.01,144.407043457,144.407043457,0.0,144.407043457,0.0,144.407043457
802304,18,1,0.01,143.418930054,143.418930054,0.0,143.418930054,0.0,143.418930054
800407,19,1,0.01,144.926055908,144.926055908,0.0,144.926055908,0.0,144.926055908
802203,20,1,0.01,189.429702759,189.429702759,0.0,189.429702759,0.0,189.429702759
800118,21,1,0.01,197.7003479,197.7003479,0.0,197.7003479,0.0,197.7003479
800112,22,1,0.01,151.009902954,151.009902954,0.0,151.009902954,0.0,151.009902954
800106,23,1,0.01,238.570159912,238.570159912,0.0,238.570159912,0.0,238.570159912
801801,24,1,0.01,109.036468506,109.036468506,0.0,109.036468506,0.0,109.036468506
801106,25,1,0.01,157.066696167,157.066696167,0.0,157.066696167,0.0,157.066696167
802202,26,1,0.01,146.765655518,146.765655518,0.0,146.765655518,0.0,146.765655518
802004,27,1,0.01,144.7159729,144.7159729,0.0,144.7159729,0.0,144.7159729
802201,28,1,0.01,150.110916138,150.110916138,0.0,150.110916138,0.0,150.110916138
800301,29,1,0.01,172.398361206,172.398361206,0.0,172.398361206,0.0,172.398361206
810601,30,2,0.02,86.0054016113,150.112091064,64.1066894531,118.058746338,32.0533447266,236.117492676
800120,31,1,0.01,157.715316772,157.715316772,0.0,157.715316772,0.0,157.715316772
810603,32,1,0.01,78.1430206299,78.1430206299,0.0,78.1430206299,0.0,78.1430206299
800205,33,1,0.01,167.858505249,167.858505249,0.0,167.858505249,0.0,167.858505249
800410,34,1,0.01,153.177032471,153.177032471,0.0,153.177032471,0.0,153.177032471
800406,35,1,0.01,125.579566956,125.579566956,0.0,125.579566956,0.0,125.579566956
800505,36,1,0.01,184.913803101,184.913803101,0.0,184.913803101,0.0,184.913803101
800504,37,1,0.01,193.387313843,193.387313843,0.0,193.387313843,0.0,193.387313843
800202,38,1,0.01,166.594863892,166.594863892,0.0,166.594863892,0.0,166.594863892
802101,39,1,0.01,187.394989014,187.394989014,0.0,187.394989014,0.0,187.394989014
800803,40,1,0.01,201.196655273,201.196655273,0.0,201.196655273,0.0,201.196655273
