TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
801904,1,1,0.01,0.827451169491,0.827451169491,0.0,0.827451169491,0.0,0.827451169491
800905,2,2,0.02,5.66253519058,8.05264663696,2.39011144638,6.85759091377,1.19505572319,13.7151818275
801701,3,1,0.01,5.85467433929,5.85467433929,0.0,5.85467433929,0.0,5.85467433929
800611,4,1,0.01,2.8529856205,2.8529856205,0.0,2.8529856205,0.0,2.8529856205
801204,5,1,0.01,3.34505677223,3.34505677223,0.0,3.34505677223,0.0,3.34505677223
801101,6,1,0.01,5.7848982811,5.7848982811,0.0,5.7848982811,0.0,5.7848982811
801302,7,1,0.01,0.778087079525,0.778087079525,0.0,0.778087079525,0.0,0.778087079525
800305,8,1,0.01,0.85519695282,0.85519695282,0.0,0.85519695282,0.0,0.85519695282
801105,9,1,0.01,9.24721717834,9.24721717834,0.0,9.24721717834,0.0,9.24721717834
801212,10,1,0.01,0.519624471664,0.519624471664,0.0,0.519624471664,0.0,0.519624471664
800302,11,1,0.01,1.64048838615,1.64048838615,0.0,1.64048838615,0.0,1.64048838615
801205,12,1,0.01,1.06074881554,1.06074881554,0.0,1.06074881554,0.0,1.06074881554
800911,13,2,0.02,0.865128219128,1.08856105804,0.223432838917,0.976844638586,0.111716419458,1.95368927717
801107,14,2,0.02,3.28314733505,8.51211166382,5.22896432877,5.89762949944,2.61448216438,11.7952589989
802302,15,1,0.01,3.11962985992,3.11962985992,0.0,3.11962985992,0.0,3.11962985992
800912,16,1,0.01,5.38987493515,5.38987493515,0.0,5.38987493515,0.0,5.38987493515
801218,17,1,0.01,0.561492085457,0.561492085457,0.0,0.561492085457,0.0,0.561492085457
802304,18,1,0.01,0.439513087273,0.439513087273,0.0,0.439513087273,0.0,0.439513087273
800407,19,1,0.01,3.79647421837,3.79647421837,0.0,3.79647421837,0.0,3.79647421837
802203,20,1,0.01,5.6727938652,5.6727938652,0.0,5.6727938652,0.0,5.6727938652
800118,21,1,0.01,3.0720334053,3.0720334053,0.0,3.0720334053,0.0,3.0720334053
800112,22,1,0.01,3.96501636505,3.96501636505,0.0,3.96501636505,0.0,3.96501636505
