POINT_BANG,X,Y,P_RAIN5_20
0,100.650034127,13.865927928,24.7182483673
1,100.745101685,13.8529962881,114.478897095
2,100.547002765,13.7545254811,25.3312339783
3,100.497556366,13.7595788722,34.2644386292
4,100.475634063,13.7521615498,34.2644386292
5,100.492151394,13.7512280636,34.2644386292
6,100.529770716,13.7630430098,25.3312339783
7,100.499228357,13.7679029825,34.2644386292
8,100.503045965,13.761822636,25.3312339783
9,100.538408182,13.7573163195,25.3312339783
10,100.494662802,13.761895874,34.2644386292
11,100.481251675,13.7588328289,34.2644386292
12,100.585996523,13.7515581026,25.3312339783
13,100.510667602,13.7588747831,25.3312339783
14,100.708169637,13.8911411594,114.478897095
15,100.629576885,13.8976550732,24.7182483673
16,100.672300751,13.8963130805,24.7182483673
17,100.563893467,13.8827841602,22.2827205658
18,100.872021917,13.8720997756,39.1481437683
19,100.605776678,13.8678984281,24.7182483673
20,100.811679778,13.8732427011,39.1481437683
21,100.5800601,13.8714663258,22.2827205658
22,100.505483589,13.764769074,25.3312339783
23,100.501439816,13.757277497,25.3312339783
24,100.441472717,13.7522748199,34.2644386292
25,100.418633297,13.7506263367,34.2644386292
26,100.706384042,13.8442969932,114.478897095
27,100.527961506,13.7522245241,25.3312339783
28,100.828575304,13.8388436557,39.1481437683
29,100.583669608,13.8421016037,22.2827205658
30,100.668300128,13.8243118787,24.7182483673
31,100.774460621,13.8122749002,114.478897095
32,100.60812621,13.8392281244,24.7182483673
33,100.526686536,13.829422278,22.2827205658
34,100.822299625,13.9135716162,27.4066410065
35,100.579764321,13.9169673853,8.4178943634
36,100.486477187,13.7427943514,34.2644386292
37,100.511837693,13.7437205042,25.3312339783
38,100.423065678,13.7380094564,34.2644386292
39,100.510977362,13.7382068339,25.3312339783
40,100.600737579,13.7934808191,105.728469849
41,100.372648064,13.7856977068,13.1392583847
42,100.563266751,13.775071483,25.3312339783
43,100.620595798,13.7881933823,105.728469849
44,100.428539617,13.7861848561,34.2644386292
45,100.836667625,13.7977538507,34.9250984192
46,100.565745619,13.8085226659,22.2827205658
47,100.638646785,13.8112652613,24.7182483673
48,100.53021961,13.8106105983,22.2827205658
49,100.498881145,13.7327783523,34.2644386292
50,100.679827921,13.7174530162,105.728469849
51,100.520240658,13.7336035808,25.3312339783
52,100.517383748,13.7574561632,25.3312339783
53,100.609121981,13.9200704078,17.3483467102
54,100.652272341,13.9214167064,17.3483467102
55,100.520598024,13.767802731,25.3312339783
56,100.643832442,13.7551040065,105.728469849
57,100.82440238,13.7237646609,34.9250984192
58,100.463129537,13.7598434125,34.2644386292
59,100.853805065,13.7274620425,34.9250984192
60,100.523239584,13.7294329607,25.3312339783
61,100.749717361,13.722808283,33.0580558777
62,100.514435465,13.7246085607,25.3312339783
63,100.397434355,13.7199086637,13.1392583847
64,100.645313807,13.8287250195,24.7182483673
65,100.600568279,13.8138021185,24.7182483673
66,100.723055462,13.8022867906,114.478897095
67,100.581233511,13.8193746013,22.2827205658
68,100.552654141,13.8152995128,22.2827205658
69,100.635093523,13.7884470736,105.728469849
70,100.660654297,13.7936094857,105.728469849
71,100.508703275,13.8001458031,22.2827205658
72,100.585425012,13.7846089658,25.3312339783
73,100.351082261,13.7141059285,13.1392583847
74,100.505093404,13.731164719,25.3312339783
75,100.489966851,13.7305525625,34.2644386292
76,100.451837222,13.7285695496,34.2644386292
77,100.570753548,13.7228534241,25.3312339783
78,100.526549121,13.7417642048,25.3312339783
79,100.534862613,13.7403758155,25.3312339783
80,100.545509766,13.7362756101,25.3312339783
81,100.56093748,13.7429474334,25.3312339783
82,100.499016059,13.7439699805,34.2644386292
83,100.463278732,13.7217532981,34.2644386292
84,100.52542642,13.7266989228,25.3312339783
85,100.598853998,13.7797838931,25.3312339783
86,100.435247983,13.7235128788,34.2644386292
87,100.529100155,13.7239195509,25.3312339783
88,100.522621746,13.7890724785,25.3312339783
89,100.451589916,13.7908873626,34.2644386292
90,100.492534843,13.790006204,34.2644386292
91,100.544958214,13.7818865454,25.3312339783
92,100.508032368,13.7053301913,25.3312339783
93,100.689161824,13.6808165465,28.3833446503
94,100.576834796,13.7686950314,25.3312339783
95,100.481059963,13.7833887915,34.2644386292
96,100.437753208,13.5734451418,94.6572952271
97,100.484048614,13.7004388412,34.2644386292
98,100.416504326,13.6964336911,213.647842407
99,100.393565878,13.6919475895,108.074813843
100,100.449475682,13.6974544868,213.647842407
101,100.611847331,13.695262471,28.3833446503
102,100.515160712,13.6939969888,24.0098133087
103,100.459862079,13.733080791,34.2644386292
104,100.445116934,13.7365795311,34.2644386292
105,100.503377964,13.7511174599,25.3312339783
106,100.560189609,13.7219170128,25.3312339783
107,100.477539303,13.7721640218,34.2644386292
108,100.504814581,13.7781125777,25.3312339783
109,100.492479855,13.7743228027,34.2644386292
110,100.754458628,13.7523418891,33.0580558777
111,100.512323168,13.772860755,25.3312339783
112,100.455598012,13.7596681038,34.2644386292
113,100.428371726,13.7671510721,34.2644386292
114,100.724758346,13.7517055582,33.0580558777
115,100.466588454,13.7726659787,34.2644386292
