SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,28.052652359,28.052652359,0.0,28.052652359,0.0,28.052652359
100301,2,1,0.01,26.5336952209,26.5336952209,0.0,26.5336952209,0.0,26.5336952209
103001,3,1,0.01,31.828956604,31.828956604,0.0,31.828956604,0.0,31.828956604
103902,4,1,0.01,43.9421958923,43.9421958923,0.0,43.9421958923,0.0,43.9421958923
101104,5,1,0.01,26.7028808594,26.7028808594,0.0,26.7028808594,0.0,26.7028808594
101602,6,1,0.01,44.2920608521,44.2920608521,0.0,44.2920608521,0.0,44.2920608521
100308,7,1,0.01,26.4399318695,26.4399318695,0.0,26.4399318695,0.0,26.4399318695
103602,8,1,0.01,31.7035560608,31.7035560608,0.0,31.7035560608,0.0,31.7035560608
100304,9,1,0.01,27.4252815247,27.4252815247,0.0,27.4252815247,0.0,27.4252815247
104401,10,1,0.01,28.2320251465,28.2320251465,0.0,28.2320251465,0.0,28.2320251465
104003,11,1,0.01,47.1835899353,47.1835899353,0.0,47.1835899353,0.0,47.1835899353
105001,12,1,0.01,43.8881225586,43.8881225586,0.0,43.8881225586,0.0,43.8881225586
104301,13,1,0.01,28.5972061157,28.5972061157,0.0,28.5972061157,0.0,28.5972061157
104901,14,1,0.01,46.2984771729,46.2984771729,0.0,46.2984771729,0.0,46.2984771729
