TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
801904,1,1,0.01,69.3913497925,69.3913497925,0.0,69.3913497925,0.0,69.3913497925
800905,2,2,0.02,70.1619949341,81.1793441772,11.0173492432,75.6706695557,5.50867462158,151.341339111
801701,3,1,0.01,97.9455413818,97.9455413818,0.0,97.9455413818,0.0,97.9455413818
800611,4,1,0.01,51.1433486938,51.1433486938,0.0,51.1433486938,0.0,51.1433486938
801204,5,1,0.01,56.1847114563,56.1847114563,0.0,56.1847114563,0.0,56.1847114563
801101,6,1,0.01,99.5957794189,99.5957794189,0.0,99.5957794189,0.0,99.5957794189
801302,7,1,0.01,64.6615524292,64.6615524292,0.0,64.6615524292,0.0,64.6615524292
800305,8,1,0.01,65.744934082,65.744934082,0.0,65.744934082,0.0,65.744934082
801105,9,1,0.01,94.1133575439,94.1133575439,0.0,94.1133575439,0.0,94.1133575439
801212,10,1,0.01,49.899433136,49.899433136,0.0,49.899433136,0.0,49.899433136
800302,11,1,0.01,69.4991836548,69.4991836548,0.0,69.4991836548,0.0,69.4991836548
801205,12,1,0.01,51.2900123596,51.2900123596,0.0,51.2900123596,0.0,51.2900123596
800911,13,2,0.02,69.0256118774,69.9769973755,0.951385498047,69.5013046265,0.475692749023,139.002609253
801107,14,2,0.02,97.0267944336,102.261436462,5.23464202881,99.644115448,2.6173210144,199.288230896
802302,15,1,0.01,63.7233505249,63.7233505249,0.0,63.7233505249,0.0,63.7233505249
800912,16,1,0.01,80.0607299805,80.0607299805,0.0,80.0607299805,0.0,80.0607299805
801218,17,1,0.01,47.587802887,47.587802887,0.0,47.587802887,0.0,47.587802887
802304,18,1,0.01,64.9434432983,64.9434432983,0.0,64.9434432983,0.0,64.9434432983
800407,19,1,0.01,90.9463348389,90.9463348389,0.0,90.9463348389,0.0,90.9463348389
802203,20,1,0.01,66.9678878784,66.9678878784,0.0,66.9678878784,0.0,66.9678878784
800118,21,1,0.01,57.0870513916,57.0870513916,0.0,57.0870513916,0.0,57.0870513916
800112,22,1,0.01,57.3507804871,57.3507804871,0.0,57.3507804871,0.0,57.3507804871
800106,23,1,0.01,49.9426956177,49.9426956177,0.0,49.9426956177,0.0,49.9426956177
801801,24,1,0.01,100.554328918,100.554328918,0.0,100.554328918,0.0,100.554328918
801106,25,1,0.01,88.9679260254,88.9679260254,0.0,88.9679260254,0.0,88.9679260254
802202,26,1,0.01,78.0922622681,78.0922622681,0.0,78.0922622681,0.0,78.0922622681
802004,27,1,0.01,58.4584007263,58.4584007263,0.0,58.4584007263,0.0,58.4584007263
802201,28,1,0.01,70.4583892822,70.4583892822,0.0,70.4583892822,0.0,70.4583892822
800301,29,1,0.01,63.6553001404,63.6553001404,0.0,63.6553001404,0.0,63.6553001404
810601,30,2,0.02,128.139343262,135.695632935,7.55628967285,131.917488098,3.77814483643,263.834976196
800120,31,1,0.01,51.7418708801,51.7418708801,0.0,51.7418708801,0.0,51.7418708801
810603,32,1,0.01,129.42666626,129.42666626,0.0,129.42666626,0.0,129.42666626
800205,33,1,0.01,49.81823349,49.81823349,0.0,49.81823349,0.0,49.81823349
800410,34,1,0.01,73.7334747314,73.7334747314,0.0,73.7334747314,0.0,73.7334747314
800406,35,1,0.01,75.6368103027,75.6368103027,0.0,75.6368103027,0.0,75.6368103027
800505,36,1,0.01,68.2406768799,68.2406768799,0.0,68.2406768799,0.0,68.2406768799
800504,37,1,0.01,66.4946060181,66.4946060181,0.0,66.4946060181,0.0,66.4946060181
800202,38,1,0.01,53.5757141113,53.5757141113,0.0,53.5757141113,0.0,53.5757141113
802101,39,1,0.01,39.1094856262,39.1094856262,0.0,39.1094856262,0.0,39.1094856262
800803,40,1,0.01,38.412273407,38.412273407,0.0,38.412273407,0.0,38.412273407
800503,41,3,0.03,43.324131012,59.8365020752,16.5123710632,51.8549779256,6.75232879121,155.564933777
800801,42,1,0.01,36.9650192261,36.9650192261,0.0,36.9650192261,0.0,36.9650192261
802104,43,1,0.01,41.2746315002,41.2746315002,0.0,41.2746315002,0.0,41.2746315002
801408,44,2,0.02,35.8245582581,37.7755661011,1.95100784302,36.8000621796,0.975503921509,73.6001243591
802102,45,3,0.03,39.3978347778,44.619594574,5.22175979614,42.702545166,2.34675607157,128.107635498
801407,46,1,0.01,40.3897514343,40.3897514343,0.0,40.3897514343,0.0,40.3897514343
801405,47,1,0.01,41.3948974609,41.3948974609,0.0,41.3948974609,0.0,41.3948974609
800804,48,1,0.01,42.6972694397,42.6972694397,0.0,42.6972694397,0.0,42.6972694397
800409,49,1,0.01,62.592048645,62.592048645,0.0,62.592048645,0.0,62.592048645
800704,50,2,0.02,77.1224517822,94.08644104,16.9639892578,85.6044464111,8.48199462891,171.208892822
801702,51,2,0.02,111.792098999,150.373031616,38.5809326172,131.082565308,19.2904663086,262.165130615
801703,52,1,0.01,97.2860794067,97.2860794067,0.0,97.2860794067,0.0,97.2860794067
801603,53,1,0.01,55.0468101501,55.0468101501,0.0,55.0468101501,0.0,55.0468101501
800910,54,2,0.02,94.6079483032,130.118408203,35.5104598999,112.363178253,17.75522995,224.726356506
801905,55,1,0.01,98.8795471191,98.8795471191,0.0,98.8795471191,0.0,98.8795471191
800908,56,1,0.01,89.0110549927,89.0110549927,0.0,89.0110549927,0.0,89.0110549927
801501,57,2,0.02,27.5631694794,29.0013885498,1.43821907043,28.2822790146,0.719109535217,56.5645580292
801502,58,2,0.02,26.887052536,28.1858062744,1.2987537384,27.5364294052,0.649376869202,55.0728588104
801406,59,2,0.02,34.5550575256,34.6315841675,0.0765266418457,34.5933208466,0.0382633209229,69.1866416931
801402,60,1,0.01,37.0904960632,37.0904960632,0.0,37.0904960632,0.0,37.0904960632
800705,61,1,0.01,116.059936523,116.059936523,0.0,116.059936523,0.0,116.059936523
801609,62,2,0.02,76.0738525391,88.4408493042,12.3669967651,82.2573509216,6.18349838257,164.514701843
800708,63,1,0.01,106.575271606,106.575271606,0.0,106.575271606,0.0,106.575271606
800711,64,1,0.01,103.456604004,103.456604004,0.0,103.456604004,0.0,103.456604004
810405,65,1,0.01,170.533309937,170.533309937,0.0,170.533309937,0.0,170.533309937
810803,66,1,0.01,156.729751587,156.729751587,0.0,156.729751587,0.0,156.729751587
810403,67,2,0.02,168.035064697,175.257080078,7.22201538086,171.646072388,3.61100769043,343.292144775
810305,68,1,0.01,175.097564697,175.097564697,0.0,175.097564697,0.0,175.097564697
810303,69,1,0.01,174.078201294,174.078201294,0.0,174.078201294,0.0,174.078201294
810404,70,1,0.01,174.764160156,174.764160156,0.0,174.764160156,0.0,174.764160156
810115,71,1,0.01,144.722259521,144.722259521,0.0,144.722259521,0.0,144.722259521
810406,72,1,0.01,121.023162842,121.023162842,0.0,121.023162842,0.0,121.023162842
810702,73,1,0.01,104.964950562,104.964950562,0.0,104.964950562,0.0,104.964950562
810703,74,1,0.01,105.262901306,105.262901306,0.0,105.262901306,0.0,105.262901306
810117,75,1,0.01,146.489303589,146.489303589,0.0,146.489303589,0.0,146.489303589
810704,76,1,0.01,120.937767029,120.937767029,0.0,120.937767029,0.0,120.937767029
810402,77,1,0.01,151.266052246,151.266052246,0.0,151.266052246,0.0,151.266052246
810401,78,1,0.01,153.9324646,153.9324646,0.0,153.9324646,0.0,153.9324646
810118,79,1,0.01,144.744094849,144.744094849,0.0,144.744094849,0.0,144.744094849
810807,80,1,0.01,131.754684448,131.754684448,0.0,131.754684448,0.0,131.754684448
810204,81,2,0.02,105.076942444,106.758560181,1.68161773682,105.917751312,0.840808868408,211.835502625
810201,82,1,0.01,115.369033813,115.369033813,0.0,115.369033813,0.0,115.369033813
810111,83,1,0.01,142.954193115,142.954193115,0.0,142.954193115,0.0,142.954193115
810506,84,1,0.01,140.787811279,140.787811279,0.0,140.787811279,0.0,140.787811279
810501,85,2,0.02,134.980804443,136.245834351,1.26502990723,135.613319397,0.632514953613,271.226638794
810202,86,1,0.01,115.516975403,115.516975403,0.0,115.516975403,0.0,115.516975403
810502,87,2,0.02,138.607589722,145.920074463,7.31248474121,142.263832092,3.65624237061,284.527664185
810505,88,1,0.01,142.446975708,142.446975708,0.0,142.446975708,0.0,142.446975708
810504,89,1,0.01,148.001617432,148.001617432,0.0,148.001617432,0.0,148.001617432
810105,90,1,0.01,145.35559082,145.35559082,0.0,145.35559082,0.0,145.35559082
810407,91,2,0.02,107.267486572,122.153289795,14.8858032227,114.710388184,7.44290161133,229.420776367
810103,92,2,0.02,135.146133423,139.065475464,3.91934204102,137.105804443,1.95967102051,274.211608887
810206,93,1,0.01,102.703552246,102.703552246,0.0,102.703552246,0.0,102.703552246
810808,94,1,0.01,115.679908752,115.679908752,0.0,115.679908752,0.0,115.679908752
810503,95,1,0.01,135.743026733,135.743026733,0.0,135.743026733,0.0,135.743026733
810205,96,2,0.02,126.16506958,136.369995117,10.2049255371,131.267532349,5.10246276855,262.535064697
802303,97,1,0.01,75.2117843628,75.2117843628,0.0,75.2117843628,0.0,75.2117843628
801608,98,1,0.01,46.5279159546,46.5279159546,0.0,46.5279159546,0.0,46.5279159546
800606,99,1,0.01,50.2703285217,50.2703285217,0.0,50.2703285217,0.0,50.2703285217
800903,100,1,0.01,70.60572052,70.60572052,0.0,70.60572052,0.0,70.60572052
801305,101,1,0.01,65.991104126,65.991104126,0.0,65.991104126,0.0,65.991104126
800706,102,1,0.01,97.3011016846,97.3011016846,0.0,97.3011016846,0.0,97.3011016846
