SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,70.6404495239,70.6404495239,0.0,70.6404495239,0.0,70.6404495239
100301,2,1,0.01,65.6872634888,65.6872634888,0.0,65.6872634888,0.0,65.6872634888
103001,3,1,0.01,94.0333023071,94.0333023071,0.0,94.0333023071,0.0,94.0333023071
103902,4,1,0.01,65.1668624878,65.1668624878,0.0,65.1668624878,0.0,65.1668624878
101104,5,1,0.01,65.0683670044,65.0683670044,0.0,65.0683670044,0.0,65.0683670044
101602,6,1,0.01,64.7268981934,64.7268981934,0.0,64.7268981934,0.0,64.7268981934
100308,7,1,0.01,67.2568588257,67.2568588257,0.0,67.2568588257,0.0,67.2568588257
103602,8,1,0.01,74.5994796753,74.5994796753,0.0,74.5994796753,0.0,74.5994796753
100304,9,1,0.01,63.5634078979,63.5634078979,0.0,63.5634078979,0.0,63.5634078979
104401,10,1,0.01,68.6146087646,68.6146087646,0.0,68.6146087646,0.0,68.6146087646
104003,11,1,0.01,65.5488967896,65.5488967896,0.0,65.5488967896,0.0,65.5488967896
105001,12,1,0.01,54.7828788757,54.7828788757,0.0,54.7828788757,0.0,54.7828788757
104301,13,1,0.01,94.9301834106,94.9301834106,0.0,94.9301834106,0.0,94.9301834106
104901,14,1,0.01,61.7126922607,61.7126922607,0.0,61.7126922607,0.0,61.7126922607
