SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,23.3094940186,23.3094940186,0.0,23.3094940186,0.0,23.3094940186
100301,2,1,0.01,23.183971405,23.183971405,0.0,23.183971405,0.0,23.183971405
103001,3,1,0.01,25.6104068756,25.6104068756,0.0,25.6104068756,0.0,25.6104068756
103902,4,1,0.01,22.7542686462,22.7542686462,0.0,22.7542686462,0.0,22.7542686462
101104,5,1,0.01,23.6903514862,23.6903514862,0.0,23.6903514862,0.0,23.6903514862
101602,6,1,0.01,7.2282538414,7.2282538414,0.0,7.2282538414,0.0,7.2282538414
100308,7,1,0.01,19.777803421,19.777803421,0.0,19.777803421,0.0,19.777803421
103602,8,1,0.01,21.5435390472,21.5435390472,0.0,21.5435390472,0.0,21.5435390472
100304,9,1,0.01,19.7919368744,19.7919368744,0.0,19.7919368744,0.0,19.7919368744
104401,10,1,0.01,24.6763877869,24.6763877869,0.0,24.6763877869,0.0,24.6763877869
104003,11,1,0.01,13.5783452988,13.5783452988,0.0,13.5783452988,0.0,13.5783452988
105001,12,1,0.01,4.19974899292,4.19974899292,0.0,4.19974899292,0.0,4.19974899292
104301,13,1,0.01,26.9787864685,26.9787864685,0.0,26.9787864685,0.0,26.9787864685
104901,14,1,0.01,7.99049282074,7.99049282074,0.0,7.99049282074,0.0,7.99049282074
