POINT_BANG,X,Y,P_RAIN30_2
0,100.650034127,13.865927928,13.5950126648
1,100.745101685,13.8529962881,11.8388748169
2,100.547002765,13.7545254811,12.0122890472
3,100.497556366,13.7595788722,10.1856498718
4,100.475634063,13.7521615498,10.1856498718
5,100.492151394,13.7512280636,10.1856498718
6,100.529770716,13.7630430098,12.0122890472
7,100.499228357,13.7679029825,10.1856498718
8,100.503045965,13.761822636,12.0122890472
9,100.538408182,13.7573163195,12.0122890472
10,100.494662802,13.761895874,10.1856498718
11,100.481251675,13.7588328289,10.1856498718
12,100.585996523,13.7515581026,12.0122890472
13,100.510667602,13.7588747831,12.0122890472
14,100.708169637,13.8911411594,11.8388748169
15,100.629576885,13.8976550732,13.5950126648
16,100.672300751,13.8963130805,13.5950126648
17,100.563893467,13.8827841602,14.1523609161
18,100.872021917,13.8720997756,12.2659101486
19,100.605776678,13.8678984281,13.5950126648
20,100.811679778,13.8732427011,12.2659101486
21,100.5800601,13.8714663258,14.1523609161
22,100.505483589,13.764769074,12.0122890472
23,100.501439816,13.757277497,12.0122890472
24,100.441472717,13.7522748199,10.1856498718
25,100.418633297,13.7506263367,10.1856498718
26,100.706384042,13.8442969932,11.8388748169
27,100.527961506,13.7522245241,12.0122890472
28,100.828575304,13.8388436557,12.2659101486
29,100.583669608,13.8421016037,14.1523609161
30,100.668300128,13.8243118787,13.5950126648
31,100.774460621,13.8122749002,11.8388748169
32,100.60812621,13.8392281244,13.5950126648
33,100.526686536,13.829422278,14.1523609161
34,100.822299625,13.9135716162,13.8002309799
35,100.579764321,13.9169673853,13.6670265198
36,100.486477187,13.7427943514,10.1856498718
37,100.511837693,13.7437205042,12.0122890472
38,100.423065678,13.7380094564,10.1856498718
39,100.510977362,13.7382068339,12.0122890472
40,100.600737579,13.7934808191,12.7881536484
41,100.372648064,13.7856977068,8.61201858521
42,100.563266751,13.775071483,12.0122890472
43,100.620595798,13.7881933823,12.7881536484
44,100.428539617,13.7861848561,10.1856498718
45,100.836667625,13.7977538507,12.1338605881
46,100.565745619,13.8085226659,14.1523609161
47,100.638646785,13.8112652613,13.5950126648
48,100.53021961,13.8106105983,14.1523609161
49,100.498881145,13.7327783523,10.1856498718
50,100.679827921,13.7174530162,12.7881536484
51,100.520240658,13.7336035808,12.0122890472
52,100.517383748,13.7574561632,12.0122890472
53,100.609121981,13.9200704078,14.5612430573
54,100.652272341,13.9214167064,14.5612430573
55,100.520598024,13.767802731,12.0122890472
56,100.643832442,13.7551040065,12.7881536484
57,100.82440238,13.7237646609,12.1338605881
58,100.463129537,13.7598434125,10.1856498718
59,100.853805065,13.7274620425,12.1338605881
60,100.523239584,13.7294329607,12.0122890472
61,100.749717361,13.722808283,11.5499992371
62,100.514435465,13.7246085607,12.0122890472
63,100.397434355,13.7199086637,8.61201858521
64,100.645313807,13.8287250195,13.5950126648
65,100.600568279,13.8138021185,13.5950126648
66,100.723055462,13.8022867906,11.8388748169
67,100.581233511,13.8193746013,14.1523609161
68,100.552654141,13.8152995128,14.1523609161
69,100.635093523,13.7884470736,12.7881536484
70,100.660654297,13.7936094857,12.7881536484
71,100.508703275,13.8001458031,14.1523609161
72,100.585425012,13.7846089658,12.0122890472
73,100.351082261,13.7141059285,8.61201858521
74,100.505093404,13.731164719,12.0122890472
75,100.489966851,13.7305525625,10.1856498718
76,100.451837222,13.7285695496,10.1856498718
77,100.570753548,13.7228534241,12.0122890472
78,100.526549121,13.7417642048,12.0122890472
79,100.534862613,13.7403758155,12.0122890472
80,100.545509766,13.7362756101,12.0122890472
81,100.56093748,13.7429474334,12.0122890472
82,100.499016059,13.7439699805,10.1856498718
83,100.463278732,13.7217532981,10.1856498718
84,100.52542642,13.7266989228,12.0122890472
85,100.598853998,13.7797838931,12.0122890472
86,100.435247983,13.7235128788,10.1856498718
87,100.529100155,13.7239195509,12.0122890472
88,100.522621746,13.7890724785,12.0122890472
89,100.451589916,13.7908873626,10.1856498718
90,100.492534843,13.790006204,10.1856498718
91,100.544958214,13.7818865454,12.0122890472
92,100.508032368,13.7053301913,12.0122890472
93,100.689161824,13.6808165465,11.2689685822
94,100.576834796,13.7686950314,12.0122890472
95,100.481059963,13.7833887915,10.1856498718
96,100.437753208,13.5734451418,6.1477971077
97,100.484048614,13.7004388412,10.1856498718
98,100.416504326,13.6964336911,8.7492647171
99,100.393565878,13.6919475895,7.47360706329
100,100.449475682,13.6974544868,8.7492647171
101,100.611847331,13.695262471,11.2689685822
102,100.515160712,13.6939969888,9.45135498047
103,100.459862079,13.733080791,10.1856498718
104,100.445116934,13.7365795311,10.1856498718
105,100.503377964,13.7511174599,12.0122890472
106,100.560189609,13.7219170128,12.0122890472
107,100.477539303,13.7721640218,10.1856498718
108,100.504814581,13.7781125777,12.0122890472
109,100.492479855,13.7743228027,10.1856498718
110,100.754458628,13.7523418891,11.5499992371
111,100.512323168,13.772860755,12.0122890472
112,100.455598012,13.7596681038,10.1856498718
113,100.428371726,13.7671510721,10.1856498718
114,100.724758346,13.7517055582,11.5499992371
115,100.466588454,13.7726659787,10.1856498718
116,100.348442514,13.7581884755,8.61201858521
117,100.519718068,13.7445387648,12.0122890472
118,100.512103222,13.7485519185,12.0122890472
119,100.499158189,13.7499474665,10.1856498718
120,100.628077493,13.7261563316,12.7881536484
121,100.493059194,13.7369182668,10.1856498718
122,100.513536164,13.7343560975,12.0122890472
123,100.412962354,13.6213077751,8.7492647171
124,100.514451544,13.7144691647,12.0122890472
125,100.491742507,13.7090301874,10.1856498718
126,100.500844526,13.7143803429,12.0122890472
127,100.504445335,13.7406006938,12.0122890472
128,100.526141963,13.7085286401,12.0122890472
129,100.513553471,13.7533301066,12.0122890472
130,100.497081401,13.7539650076,10.1856498718
131,100.506767949,13.751658507,12.0122890472
132,100.500224236,13.7534157783,12.0122890472
133,100.596319806,13.7191208366,12.0122890472
134,100.595281362,13.7070053136,12.0122890472
135,100.442999315,13.7140386452,10.1856498718
136,100.473382695,13.7150621001,10.1856498718
137,100.497435806,13.6959963973,8.7492647171
138,100.65581988,13.6868617778,11.2689685822
139,100.467796476,13.6929143136,8.7492647171
140,100.358747568,13.679635857,7.47360706329
141,100.533442629,13.6791546693,9.45135498047
142,100.492041031,13.6749132553,8.7492647171
143,100.468010078,13.6710579613,8.7492647171
144,100.510128893,13.6715444821,9.45135498047
145,100.618442305,13.6677005684,11.2689685822
146,100.484612424,13.7135228111,10.1856498718
147,100.544139651,13.6970352359,9.45135498047
148,100.50462847,13.7235647686,12.0122890472
149,100.486129323,13.7226820305,10.1856498718
150,100.541358231,13.7175890517,12.0122890472
151,100.462095424,13.7092817056,10.1856498718
152,100.497607731,13.6175571855,8.7492647171
153,100.760118563,13.8988193704,11.8388748169
154,100.613777112,13.7685481626,12.7881536484
