SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,93.4432144165,93.4432144165,0.0,93.4432144165,0.0,93.4432144165
100301,2,1,0.01,94.71068573,94.71068573,0.0,94.71068573,0.0,94.71068573
103001,3,1,0.01,95.9864654541,95.9864654541,0.0,95.9864654541,0.0,95.9864654541
103902,4,1,0.01,97.3536453247,97.3536453247,0.0,97.3536453247,0.0,97.3536453247
101104,5,1,0.01,97.9921875,97.9921875,0.0,97.9921875,0.0,97.9921875
101602,6,1,0.01,100.884666443,100.884666443,0.0,100.884666443,0.0,100.884666443
100308,7,1,0.01,96.0827255249,96.0827255249,0.0,96.0827255249,0.0,96.0827255249
103602,8,1,0.01,86.0859603882,86.0859603882,0.0,86.0859603882,0.0,86.0859603882
100304,9,1,0.01,85.0026016235,85.0026016235,0.0,85.0026016235,0.0,85.0026016235
104401,10,1,0.01,92.8091125488,92.8091125488,0.0,92.8091125488,0.0,92.8091125488
104003,11,1,0.01,95.1870422363,95.1870422363,0.0,95.1870422363,0.0,95.1870422363
105001,12,1,0.01,95.8258743286,95.8258743286,0.0,95.8258743286,0.0,95.8258743286
104301,13,1,0.01,89.7986450195,89.7986450195,0.0,89.7986450195,0.0,89.7986450195
104901,14,1,0.01,93.1644973755,93.1644973755,0.0,93.1644973755,0.0,93.1644973755
