,addrcode,rainfall
0,100508,73.2
1,104604,45.5
2,103704,60.36
3,100108,45.48
4,102005,45.48
5,100101,45.48
6,103701,60.36
7,100112,45.48
8,100110,60.36
9,103702,60.36
10,100109,45.48
11,102004,45.48
12,101702,60.36
13,100805,60.36
14,104601,45.5
15,104203,73.2
16,104202,73.2
17,104101,63.52
18,100302,36.08
19,100502,73.2
20,100306,36.08
21,104102,63.52
22,100111,60.36
23,100107,60.36
24,101904,45.48
25,101907,45.48
26,104603,45.5
27,103703,60.36
28,100305,36.08
29,103002,63.52
30,104302,73.2
31,101002,45.5
32,103802,73.2
33,102902,63.52
34,100303,49.38
35,103604,96.9
36,101601,45.48
37,100801,60.36
38,102208,45.48
39,101302,60.36
40,104502,53.48
41,104802,53.1
42,102601,60.36
43,104503,53.48
44,101903,45.48
45,100307,38.73
46,103004,63.52
47,102704,73.2
48,102901,63.52
49,101801,45.48
50,103201,53.48
51,100401,60.36
52,100204,60.36
53,103605,70.24
54,104201,70.24
55,100203,60.36
56,100608,53.48
57,101105,38.73
58,102007,45.48
59,101106,38.73
60,100405,60.36
61,101101,44.06
62,100404,60.36
63,104002,53.1
64,102705,73.2
65,103801,73.2
66,101001,45.5
67,103003,63.52
68,103005,63.52
69,100601,53.48
70,102701,53.48
71,102502,63.52
72,101704,60.36
73,102303,53.1
74,101802,60.36
75,101502,45.48
76,102206,45.48
77,103302,60.36
78,100702,60.36
79,100703,60.36
80,100704,60.36
81,103901,60.36
82,100102,45.48
83,102209,45.48
84,100403,60.36
85,104501,60.36
86,102202,45.48
87,100402,60.36
88,100206,60.36
89,101902,45.48
90,102501,45.48
91,101401,60.36
92,103102,60.36
93,103203,45.89
94,101701,60.36
95,102503,45.48
96,102105,38.85
97,101506,45.48
98,104001,121.71
99,104004,41.96
100,103501,121.71
101,100905,45.89
102,103103,42.7
103,102210,45.48
104,102207,45.48
105,100104,60.36
106,103301,60.36
107,102009,45.48
108,100202,60.36
109,102504,45.48
110,101103,44.06
111,100201,60.36
112,101901,45.48
113,101905,45.48
114,101102,44.06
115,102006,45.48
116,104801,53.1
117,100701,60.36
118,100802,60.36
119,100103,45.48
120,103401,53.48
121,101501,45.48
122,101303,60.36
123,102107,121.71
124,102802,60.36
125,101507,45.48
126,101803,60.36
127,101301,60.36
128,102801,60.36
129,100803,60.36
130,100105,45.48
131,100804,60.36
132,100106,60.36
133,103903,60.36
134,103303,60.36
135,102201,45.48
136,101505,45.48
137,103101,121.71
138,103202,45.89
139,103504,121.71
140,102302,41.96
141,101204,42.7
142,102402,121.71
143,103503,121.71
144,102401,42.7
145,104701,45.89
146,101504,45.48
147,101203,42.7
148,101804,60.36
149,101503,45.48
150,102803,60.36
151,103502,45.48
152,104902,121.71
153,104602,45.5
154,104504,53.48
