,addrcode,rainfall
0,801403,33.32
1,801404,32.48
2,800802,29.86
3,801503,33.44
4,801409,38.14
5,801401,38.14
6,801304,42.92
7,800603,35.68
8,800909,49.64
9,801903,38.08
10,802003,36.68
11,801215,35.35
12,801206,32.67
13,801207,31.86
14,801217,35.35
15,802001,36.68
16,801003,50.45
17,801208,27.63
18,801213,31.86
19,802301,45.33
20,801301,42.92
21,800906,38.64
22,801216,35.35
23,801001,40.28
24,801303,34.34
25,801203,31.86
26,801104,69.6
27,801211,31.86
28,800102,34.95
29,801214,27.63
30,800103,34.95
31,800401,59.38
32,800304,39.79
33,800108,34.95
34,800405,53.98
35,800115,34.95
36,800303,39.12
37,801103,59.94
38,800114,36.68
39,802002,36.68
40,800122,38.23
41,801210,27.63
42,801002,60.69
43,801102,69.35
44,800101,34.95
45,800119,38.23
46,800416,59.38
47,800113,36.68
48,801202,27.63
49,810602,127.7
50,800807,37.6
51,800204,38.04
52,800501,37.73
53,800415,50.73
54,800810,37.6
55,810301,86.93
56,800201,37.6
57,800403,42.66
58,801209,25.64
59,800116,39.12
60,801803,64.69
61,800107,28.29
62,800121,33.42
63,801802,53.98
64,800203,37.6
65,800404,42.11
66,800806,35.48
67,802103,34.71
68,800502,42.49
69,800811,35.48
70,800813,31.4
71,800809,34.71
72,800709,49.65
73,801901,43.47
74,801604,42.82
75,800703,62.0
76,801605,43.14
77,801602,37.85
78,801704,68.62
79,801902,43.47
80,800701,60.98
81,801610,43.14
82,800710,63.84
83,800702,60.98
84,800707,58.39
85,810304,86.55
86,810802,85.87
87,810302,85.49
88,810106,107.21
89,810801,102.52
90,810101,102.52
91,810805,85.31
92,810701,77.09
93,810806,89.53
94,810116,109.99
95,810804,102.52
96,810203,69.38
97,810508,106.79
98,810509,103.56
99,810507,103.12
100,810604,106.67
101,800610,35.67
102,800904,46.93
103,800901,46.93
104,800607,35.68
105,800604,35.68
106,801611,35.67
107,800913,55.08
108,800601,35.68
109,801306,38.08
110,800902,46.93
111,800605,35.68
112,800612,43.22
113,801607,35.67
114,801906,49.65
115,800613,38.23
116,801606,42.32
117,800907,55.24
118,801601,42.32
