SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,29.1308250427,29.1308250427,0.0,29.1308250427,0.0,29.1308250427
100301,2,1,0.01,22.0928192139,22.0928192139,0.0,22.0928192139,0.0,22.0928192139
103001,3,1,0.01,40.1352577209,40.1352577209,0.0,40.1352577209,0.0,40.1352577209
103902,4,1,0.01,42.4419517517,42.4419517517,0.0,42.4419517517,0.0,42.4419517517
101104,5,1,0.01,23.8817863464,23.8817863464,0.0,23.8817863464,0.0,23.8817863464
101602,6,1,0.01,46.9083328247,46.9083328247,0.0,46.9083328247,0.0,46.9083328247
100308,7,1,0.01,23.6448440552,23.6448440552,0.0,23.6448440552,0.0,23.6448440552
103602,8,1,0.01,45.6485519409,45.6485519409,0.0,45.6485519409,0.0,45.6485519409
100304,9,1,0.01,29.3488368988,29.3488368988,0.0,29.3488368988,0.0,29.3488368988
104401,10,1,0.01,36.5431022644,36.5431022644,0.0,36.5431022644,0.0,36.5431022644
104003,11,1,0.01,52.692276001,52.692276001,0.0,52.692276001,0.0,52.692276001
105001,12,1,0.01,51.5898704529,51.5898704529,0.0,51.5898704529,0.0,51.5898704529
104301,13,1,0.01,33.8343544006,33.8343544006,0.0,33.8343544006,0.0,33.8343544006
104901,14,1,0.01,42.8106307983,42.8106307983,0.0,42.8106307983,0.0,42.8106307983
