SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,75.2079315186,75.2079315186,0.0,75.2079315186,0.0,75.2079315186
100301,2,1,0.01,79.1593856812,79.1593856812,0.0,79.1593856812,0.0,79.1593856812
103001,3,1,0.01,61.6625900269,61.6625900269,0.0,61.6625900269,0.0,61.6625900269
103902,4,1,0.01,60.7502861023,60.7502861023,0.0,60.7502861023,0.0,60.7502861023
101104,5,1,0.01,73.5656661987,73.5656661987,0.0,73.5656661987,0.0,73.5656661987
101602,6,1,0.01,54.3316078186,54.3316078186,0.0,54.3316078186,0.0,54.3316078186
100308,7,1,0.01,76.905380249,76.905380249,0.0,76.905380249,0.0,76.905380249
103602,8,1,0.01,63.9408111572,63.9408111572,0.0,63.9408111572,0.0,63.9408111572
100304,9,1,0.01,83.2263031006,83.2263031006,0.0,83.2263031006,0.0,83.2263031006
104401,10,1,0.01,66.4343795776,66.4343795776,0.0,66.4343795776,0.0,66.4343795776
104003,11,1,0.01,45.636920929,45.636920929,0.0,45.636920929,0.0,45.636920929
105001,12,1,0.01,52.7294006348,52.7294006348,0.0,52.7294006348,0.0,52.7294006348
104301,13,1,0.01,68.6985855103,68.6985855103,0.0,68.6985855103,0.0,68.6985855103
104901,14,1,0.01,59.9557800293,59.9557800293,0.0,59.9557800293,0.0,59.9557800293
