POINT_BANG,X,Y,P_RAIN47_2
0,100.650034127,13.865927928,6.85373783112
1,100.745101685,13.8529962881,6.98656082153
2,100.547002765,13.7545254811,24.2092037201
3,100.497556366,13.7595788722,21.8076457977
4,100.475634063,13.7521615498,21.8076457977
5,100.492151394,13.7512280636,21.8076457977
6,100.529770716,13.7630430098,24.2092037201
7,100.499228357,13.7679029825,21.8076457977
8,100.503045965,13.761822636,24.2092037201
9,100.538408182,13.7573163195,24.2092037201
10,100.494662802,13.761895874,21.8076457977
11,100.481251675,13.7588328289,21.8076457977
12,100.585996523,13.7515581026,24.2092037201
13,100.510667602,13.7588747831,24.2092037201
14,100.708169637,13.8911411594,6.98656082153
15,100.629576885,13.8976550732,6.85373783112
16,100.672300751,13.8963130805,6.85373783112
17,100.563893467,13.8827841602,11.1255273819
18,100.872021917,13.8720997756,7.45199108124
19,100.605776678,13.8678984281,6.85373783112
20,100.811679778,13.8732427011,7.45199108124
21,100.5800601,13.8714663258,11.1255273819
22,100.505483589,13.764769074,24.2092037201
23,100.501439816,13.757277497,24.2092037201
24,100.441472717,13.7522748199,21.8076457977
25,100.418633297,13.7506263367,21.8076457977
26,100.706384042,13.8442969932,6.98656082153
27,100.527961506,13.7522245241,24.2092037201
28,100.828575304,13.8388436557,7.45199108124
29,100.583669608,13.8421016037,11.1255273819
30,100.668300128,13.8243118787,6.85373783112
31,100.774460621,13.8122749002,6.98656082153
32,100.60812621,13.8392281244,6.85373783112
33,100.526686536,13.829422278,11.1255273819
34,100.822299625,13.9135716162,6.58345556259
35,100.579764321,13.9169673853,6.39208602905
36,100.486477187,13.7427943514,21.8076457977
37,100.511837693,13.7437205042,24.2092037201
38,100.423065678,13.7380094564,21.8076457977
39,100.510977362,13.7382068339,24.2092037201
40,100.600737579,13.7934808191,13.4326610565
41,100.372648064,13.7856977068,13.7241239548
42,100.563266751,13.775071483,24.2092037201
43,100.620595798,13.7881933823,13.4326610565
44,100.428539617,13.7861848561,21.8076457977
45,100.836667625,13.7977538507,8.27880382538
46,100.565745619,13.8085226659,11.1255273819
47,100.638646785,13.8112652613,6.85373783112
48,100.53021961,13.8106105983,11.1255273819
49,100.498881145,13.7327783523,21.8076457977
50,100.679827921,13.7174530162,13.4326610565
51,100.520240658,13.7336035808,24.2092037201
52,100.517383748,13.7574561632,24.2092037201
53,100.609121981,13.9200704078,7.30896568298
54,100.652272341,13.9214167064,7.30896568298
55,100.520598024,13.767802731,24.2092037201
56,100.643832442,13.7551040065,13.4326610565
57,100.82440238,13.7237646609,8.27880382538
58,100.463129537,13.7598434125,21.8076457977
59,100.853805065,13.7274620425,8.27880382538
60,100.523239584,13.7294329607,24.2092037201
61,100.749717361,13.722808283,7.46831560135
62,100.514435465,13.7246085607,24.2092037201
63,100.397434355,13.7199086637,13.7241239548
64,100.645313807,13.8287250195,6.85373783112
65,100.600568279,13.8138021185,6.85373783112
66,100.723055462,13.8022867906,6.98656082153
67,100.581233511,13.8193746013,11.1255273819
68,100.552654141,13.8152995128,11.1255273819
69,100.635093523,13.7884470736,13.4326610565
70,100.660654297,13.7936094857,13.4326610565
71,100.508703275,13.8001458031,11.1255273819
72,100.585425012,13.7846089658,24.2092037201
73,100.351082261,13.7141059285,13.7241239548
74,100.505093404,13.731164719,24.2092037201
75,100.489966851,13.7305525625,21.8076457977
76,100.451837222,13.7285695496,21.8076457977
77,100.570753548,13.7228534241,24.2092037201
78,100.526549121,13.7417642048,24.2092037201
79,100.534862613,13.7403758155,24.2092037201
80,100.545509766,13.7362756101,24.2092037201
81,100.56093748,13.7429474334,24.2092037201
82,100.499016059,13.7439699805,21.8076457977
83,100.463278732,13.7217532981,21.8076457977
84,100.52542642,13.7266989228,24.2092037201
85,100.598853998,13.7797838931,24.2092037201
86,100.435247983,13.7235128788,21.8076457977
87,100.529100155,13.7239195509,24.2092037201
88,100.522621746,13.7890724785,24.2092037201
89,100.451589916,13.7908873626,21.8076457977
90,100.492534843,13.790006204,21.8076457977
91,100.544958214,13.7818865454,24.2092037201
92,100.508032368,13.7053301913,24.2092037201
93,100.689161824,13.6808165465,48.1948280334
94,100.576834796,13.7686950314,24.2092037201
95,100.481059963,13.7833887915,21.8076457977
96,100.437753208,13.5734451418,35.9464569092
97,100.484048614,13.7004388412,21.8076457977
98,100.416504326,13.6964336911,23.9055194855
99,100.393565878,13.6919475895,21.9773769379
100,100.449475682,13.6974544868,23.9055194855
101,100.611847331,13.695262471,48.1948280334
102,100.515160712,13.6939969888,42.2378196716
103,100.459862079,13.733080791,21.8076457977
104,100.445116934,13.7365795311,21.8076457977
105,100.503377964,13.7511174599,24.2092037201
106,100.560189609,13.7219170128,24.2092037201
107,100.477539303,13.7721640218,21.8076457977
108,100.504814581,13.7781125777,24.2092037201
109,100.492479855,13.7743228027,21.8076457977
110,100.754458628,13.7523418891,7.46831560135
111,100.512323168,13.772860755,24.2092037201
112,100.455598012,13.7596681038,21.8076457977
113,100.428371726,13.7671510721,21.8076457977
114,100.724758346,13.7517055582,7.46831560135
115,100.466588454,13.7726659787,21.8076457977
116,100.348442514,13.7581884755,13.7241239548
117,100.519718068,13.7445387648,24.2092037201
118,100.512103222,13.7485519185,24.2092037201
119,100.499158189,13.7499474665,21.8076457977
120,100.628077493,13.7261563316,13.4326610565
121,100.493059194,13.7369182668,21.8076457977
122,100.513536164,13.7343560975,24.2092037201
123,100.412962354,13.6213077751,23.9055194855
124,100.514451544,13.7144691647,24.2092037201
125,100.491742507,13.7090301874,21.8076457977
126,100.500844526,13.7143803429,24.2092037201
127,100.504445335,13.7406006938,24.2092037201
128,100.526141963,13.7085286401,24.2092037201
129,100.513553471,13.7533301066,24.2092037201
130,100.497081401,13.7539650076,21.8076457977
131,100.506767949,13.751658507,24.2092037201
132,100.500224236,13.7534157783,24.2092037201
133,100.596319806,13.7191208366,24.2092037201
134,100.595281362,13.7070053136,24.2092037201
135,100.442999315,13.7140386452,21.8076457977
136,100.473382695,13.7150621001,21.8076457977
137,100.497435806,13.6959963973,23.9055194855
138,100.65581988,13.6868617778,48.1948280334
139,100.467796476,13.6929143136,23.9055194855
140,100.358747568,13.679635857,21.9773769379
141,100.533442629,13.6791546693,42.2378196716
142,100.492041031,13.6749132553,23.9055194855
143,100.468010078,13.6710579613,23.9055194855
144,100.510128893,13.6715444821,42.2378196716
145,100.618442305,13.6677005684,48.1948280334
146,100.484612424,13.7135228111,21.8076457977
147,100.544139651,13.6970352359,42.2378196716
148,100.50462847,13.7235647686,24.2092037201
149,100.486129323,13.7226820305,21.8076457977
150,100.541358231,13.7175890517,24.2092037201
