SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,74.9137649536,74.9137649536,0.0,74.9137649536,0.0,74.9137649536
100301,2,1,0.01,73.6613769531,73.6613769531,0.0,73.6613769531,0.0,73.6613769531
103001,3,1,0.01,55.5165901184,55.5165901184,0.0,55.5165901184,0.0,55.5165901184
103902,4,1,0.01,72.4211654663,72.4211654663,0.0,72.4211654663,0.0,72.4211654663
101104,5,1,0.01,65.1592941284,65.1592941284,0.0,65.1592941284,0.0,65.1592941284
101602,6,1,0.01,68.1872558594,68.1872558594,0.0,68.1872558594,0.0,68.1872558594
100308,7,1,0.01,76.4798660278,76.4798660278,0.0,76.4798660278,0.0,76.4798660278
103602,8,1,0.01,62.3322143555,62.3322143555,0.0,62.3322143555,0.0,62.3322143555
100304,9,1,0.01,77.8373184204,77.8373184204,0.0,77.8373184204,0.0,77.8373184204
104401,10,1,0.01,57.5012512207,57.5012512207,0.0,57.5012512207,0.0,57.5012512207
104003,11,1,0.01,67.8007507324,67.8007507324,0.0,67.8007507324,0.0,67.8007507324
105001,12,1,0.01,71.7701339722,71.7701339722,0.0,71.7701339722,0.0,71.7701339722
104301,13,1,0.01,60.8668441772,60.8668441772,0.0,60.8668441772,0.0,60.8668441772
104901,14,1,0.01,67.7707595825,67.7707595825,0.0,67.7707595825,0.0,67.7707595825
