,addrcode,rainfall
0,100508,6.59
1,104604,7.09
2,103704,5.89
3,100108,5.11
4,102005,5.11
5,100101,5.11
6,103701,5.89
7,100112,5.11
8,100110,5.89
9,103702,5.89
10,100109,5.11
11,102004,5.11
12,101702,5.89
13,100805,5.89
14,104601,7.09
15,104203,6.59
16,104202,6.59
17,104101,5.64
18,100302,7.75
19,100502,6.59
20,100306,7.75
21,104102,5.64
22,100111,5.89
23,100107,5.89
24,101904,5.11
25,101907,5.11
26,104603,7.09
27,103703,5.89
28,100305,7.75
29,103002,5.64
30,104302,6.59
31,101002,7.09
32,103802,6.59
33,102902,5.64
34,100303,7.16
35,103604,5.88
36,101601,5.11
37,100801,5.89
38,102208,5.11
39,101302,5.89
40,104502,6.39
41,104802,4.3
42,102601,5.89
43,104503,6.39
44,101903,5.11
45,100307,8.15
46,103004,5.64
47,102704,6.59
48,102901,5.64
49,101801,5.11
50,103201,6.39
51,100401,5.89
52,100204,5.89
53,103605,6.14
54,104201,6.14
55,100203,5.89
56,100608,6.39
57,101105,8.15
58,102007,5.11
59,101106,8.15
60,100405,5.89
61,101101,7.05
62,100404,5.89
63,104002,4.3
64,102705,6.59
65,103801,6.59
66,101001,7.09
67,103003,5.64
68,103005,5.64
69,100601,6.39
70,102701,6.39
71,102502,5.64
72,101704,5.89
73,102303,4.3
74,101802,5.89
75,101502,5.11
76,102206,5.11
77,103302,5.89
78,100702,5.89
79,100703,5.89
80,100704,5.89
81,103901,5.89
82,100102,5.11
83,102209,5.11
84,100403,5.89
85,104501,5.89
86,102202,5.11
87,100402,5.89
88,100206,5.89
89,101902,5.11
90,102501,5.11
91,101401,5.89
92,103102,5.89
93,103203,6.36
94,101701,5.89
95,102503,5.11
96,102105,7.07
97,101506,5.11
98,104001,5.19
99,104004,4.27
100,103501,5.19
101,100905,6.36
102,103103,10.39
103,102210,5.11
104,102207,5.11
105,100104,5.89
106,103301,5.89
107,102009,5.11
108,100202,5.89
109,102504,5.11
110,101103,7.05
111,100201,5.89
112,101901,5.11
113,101905,5.11
114,101102,7.05
115,102006,5.11
116,104801,4.3
117,100701,5.89
118,100802,5.89
119,100103,5.11
120,103401,6.39
121,101501,5.11
122,101303,5.89
123,102107,5.19
124,102802,5.89
125,101507,5.11
126,101803,5.89
127,101301,5.89
128,102801,5.89
129,100803,5.89
130,100105,5.11
131,100804,5.89
132,100106,5.89
133,103903,5.89
134,103303,5.89
135,102201,5.11
136,101505,5.11
137,103101,5.19
138,103202,6.36
139,103504,5.19
140,102302,4.27
141,101204,10.39
142,102402,5.19
143,103503,5.19
144,102401,10.39
145,104701,6.36
146,101504,5.11
147,101203,10.39
148,101804,5.89
149,101503,5.11
150,102803,5.89
151,103502,5.11
152,104902,5.19
153,104602,7.09
154,104504,6.39
