,addrcode,rainfall
0,100508,2.4
1,104604,0.21
2,103704,2.02
3,100108,3.98
4,102005,3.98
5,100101,3.98
6,103701,2.02
7,100112,3.98
8,100110,2.02
9,103702,2.02
10,100109,3.98
11,102004,3.98
12,101702,2.02
13,100805,2.02
14,104601,0.21
15,104203,2.4
16,104202,2.4
17,104101,1.79
18,100302,18.75
19,100502,2.4
20,100306,18.75
21,104102,1.79
22,100111,2.02
23,100107,2.02
24,101904,3.98
25,101907,3.98
26,104603,0.21
27,103703,2.02
28,100305,18.75
29,103002,1.79
30,104302,2.4
31,101002,0.21
32,103802,2.4
33,102902,1.79
34,100303,2.24
35,103604,1.43
36,101601,3.98
37,100801,2.02
38,102208,3.98
39,101302,2.02
40,104502,0.41
41,104802,4.44
42,102601,2.02
43,104503,0.41
44,101903,3.98
45,100307,0.46
46,103004,1.79
47,102704,2.4
48,102901,1.79
49,101801,3.98
50,103201,0.41
51,100401,2.02
52,100204,2.02
53,103605,2.01
54,104201,2.01
55,100203,2.02
56,100608,0.41
57,101105,0.46
58,102007,3.98
59,101106,0.46
60,100405,2.02
61,101101,1.04
62,100404,2.02
63,104002,4.44
64,102705,2.4
65,103801,2.4
66,101001,0.21
67,103003,1.79
68,103005,1.79
69,100601,0.41
70,102701,0.41
71,102502,1.79
72,101704,2.02
73,102303,4.44
74,101802,2.02
75,101502,3.98
76,102206,3.98
77,103302,2.02
78,100702,2.02
79,100703,2.02
80,100704,2.02
81,103901,2.02
82,100102,3.98
83,102209,3.98
84,100403,2.02
85,104501,2.02
86,102202,3.98
87,100402,2.02
88,100206,2.02
89,101902,3.98
90,102501,3.98
91,101401,2.02
92,103102,2.02
93,103203,1.01
94,101701,2.02
95,102503,3.98
96,102105,15.17
97,101506,3.98
98,104001,3.53
99,104004,3.58
100,103501,3.53
101,100905,1.01
102,103103,3.02
103,102210,3.98
104,102207,3.98
105,100104,2.02
106,103301,2.02
107,102009,3.98
108,100202,2.02
109,102504,3.98
110,101103,1.04
111,100201,2.02
112,101901,3.98
113,101905,3.98
114,101102,1.04
115,102006,3.98
116,104801,4.44
117,100701,2.02
118,100802,2.02
119,100103,3.98
120,103401,0.41
121,101501,3.98
122,101303,2.02
123,102107,3.53
124,102802,2.02
125,101507,3.98
126,101803,2.02
127,101301,2.02
128,102801,2.02
129,100803,2.02
130,100105,3.98
131,100804,2.02
132,100106,2.02
133,103903,2.02
134,103303,2.02
135,102201,3.98
136,101505,3.98
137,103101,3.53
138,103202,1.01
139,103504,3.53
140,102302,3.58
141,101204,3.02
142,102402,3.53
143,103503,3.53
144,102401,3.02
145,104701,1.01
146,101504,3.98
147,101203,3.02
148,101804,2.02
149,101503,3.98
150,102803,2.02
151,103502,3.98
152,104902,3.53
153,104602,0.21
154,104504,0.41
