TB_IDN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
801904,1,1,0.01,146.369171143,146.369171143,0.0,146.369171143,0.0,146.369171143
800905,2,2,0.02,144.534103394,149.148513794,4.61441040039,146.841308594,2.3072052002,293.682617188
801701,3,1,0.01,126.457107544,126.457107544,0.0,126.457107544,0.0,126.457107544
800611,4,1,0.01,150.587112427,150.587112427,0.0,150.587112427,0.0,150.587112427
801204,5,1,0.01,153.779373169,153.779373169,0.0,153.779373169,0.0,153.779373169
801101,6,1,0.01,123.458175659,123.458175659,0.0,123.458175659,0.0,123.458175659
801302,7,1,0.01,147.365768433,147.365768433,0.0,147.365768433,0.0,147.365768433
800305,8,1,0.01,144.198928833,144.198928833,0.0,144.198928833,0.0,144.198928833
801105,9,1,0.01,129.897521973,129.897521973,0.0,129.897521973,0.0,129.897521973
801212,10,1,0.01,142.000976563,142.000976563,0.0,142.000976563,0.0,142.000976563
800302,11,1,0.01,145.232421875,145.232421875,0.0,145.232421875,0.0,145.232421875
801205,12,1,0.01,144.314804077,144.314804077,0.0,144.314804077,0.0,144.314804077
800911,13,2,0.02,143.091094971,145.853225708,2.7621307373,144.472160339,1.38106536865,288.944320679
801107,14,2,0.02,118.643913269,128.431640625,9.78772735596,123.537776947,4.89386367798,247.075553894
802302,15,1,0.01,150.407287598,150.407287598,0.0,150.407287598,0.0,150.407287598
800912,16,1,0.01,147.566543579,147.566543579,0.0,147.566543579,0.0,147.566543579
801218,17,1,0.01,149.821594238,149.821594238,0.0,149.821594238,0.0,149.821594238
802304,18,1,0.01,149.402542114,149.402542114,0.0,149.402542114,0.0,149.402542114
800407,19,1,0.01,135.790634155,135.790634155,0.0,135.790634155,0.0,135.790634155
802203,20,1,0.01,150.570770264,150.570770264,0.0,150.570770264,0.0,150.570770264
800118,21,1,0.01,151.549163818,151.549163818,0.0,151.549163818,0.0,151.549163818
800112,22,1,0.01,150.67880249,150.67880249,0.0,150.67880249,0.0,150.67880249
800106,23,1,0.01,144.364212036,144.364212036,0.0,144.364212036,0.0,144.364212036
801801,24,1,0.01,126.305412292,126.305412292,0.0,126.305412292,0.0,126.305412292
801106,25,1,0.01,126.666351318,126.666351318,0.0,126.666351318,0.0,126.666351318
802202,26,1,0.01,154.23576355,154.23576355,0.0,154.23576355,0.0,154.23576355
802004,27,1,0.01,149.735473633,149.735473633,0.0,149.735473633,0.0,149.735473633
802201,28,1,0.01,147.492370605,147.492370605,0.0,147.492370605,0.0,147.492370605
800301,29,1,0.01,154.202178955,154.202178955,0.0,154.202178955,0.0,154.202178955
810601,30,2,0.02,103.904815674,104.609901428,0.705085754395,104.257358551,0.352542877197,208.514717102
800120,31,1,0.01,150.084075928,150.084075928,0.0,150.084075928,0.0,150.084075928
810603,32,1,0.01,106.485351563,106.485351563,0.0,106.485351563,0.0,106.485351563
800205,33,1,0.01,143.336227417,143.336227417,0.0,143.336227417,0.0,143.336227417
800410,34,1,0.01,150.553390503,150.553390503,0.0,150.553390503,0.0,150.553390503
800406,35,1,0.01,131.17288208,131.17288208,0.0,131.17288208,0.0,131.17288208
800505,36,1,0.01,144.707061768,144.707061768,0.0,144.707061768,0.0,144.707061768
800504,37,1,0.01,145.127212524,145.127212524,0.0,145.127212524,0.0,145.127212524
800202,38,1,0.01,144.547149658,144.547149658,0.0,144.547149658,0.0,144.547149658
802101,39,1,0.01,153.971740723,153.971740723,0.0,153.971740723,0.0,153.971740723
800803,40,1,0.01,163.414810181,163.414810181,0.0,163.414810181,0.0,163.414810181
800503,41,3,0.03,146.106521606,148.926483154,2.81996154785,147.559951782,1.15288314944,442.679855347
800801,42,1,0.01,154.279037476,154.279037476,0.0,154.279037476,0.0,154.279037476
802104,43,1,0.01,149.926925659,149.926925659,0.0,149.926925659,0.0,149.926925659
801408,44,2,0.02,152.181762695,154.266555786,2.08479309082,153.224159241,1.04239654541,306.448318481
802102,45,3,0.03,153.584457397,157.444091797,3.85963439941,155.593678792,1.57968551784,466.781036377
801407,46,1,0.01,153.791595459,153.791595459,0.0,153.791595459,0.0,153.791595459
801405,47,1,0.01,160.623809814,160.623809814,0.0,160.623809814,0.0,160.623809814
800804,48,1,0.01,153.706985474,153.706985474,0.0,153.706985474,0.0,153.706985474
800409,49,1,0.01,131.396331787,131.396331787,0.0,131.396331787,0.0,131.396331787
800704,50,2,0.02,145.874847412,162.912826538,17.037979126,154.393836975,8.51898956299,308.78767395
801702,51,2,0.02,122.044616699,122.84475708,0.800140380859,122.44468689,0.40007019043,244.889373779
801703,52,1,0.01,147.936691284,147.936691284,0.0,147.936691284,0.0,147.936691284
801603,53,1,0.01,142.438461304,142.438461304,0.0,142.438461304,0.0,142.438461304
800910,54,2,0.02,125.96307373,154.944000244,28.9809265137,140.453536987,14.4904632568,280.907073975
801905,55,1,0.01,141.661239624,141.661239624,0.0,141.661239624,0.0,141.661239624
800908,56,1,0.01,150.721679688,150.721679688,0.0,150.721679688,0.0,150.721679688
801501,57,2,0.02,137.008773804,139.334060669,2.32528686523,138.171417236,1.16264343262,276.342834473
801502,58,2,0.02,136.325668335,138.306243896,1.98057556152,137.315956116,0.990287780762,274.631912231
801406,59,2,0.02,144.89805603,150.792449951,5.8943939209,147.845252991,2.94719696045,295.690505981
801402,60,1,0.01,164.454406738,164.454406738,0.0,164.454406738,0.0,164.454406738
800705,61,1,0.01,123.525222778,123.525222778,0.0,123.525222778,0.0,123.525222778
801609,62,2,0.02,127.847251892,129.742996216,1.89574432373,128.795124054,0.947872161865,257.590248108
800708,63,1,0.01,127.693023682,127.693023682,0.0,127.693023682,0.0,127.693023682
800711,64,1,0.01,130.989608765,130.989608765,0.0,130.989608765,0.0,130.989608765
810405,65,1,0.01,105.226226807,105.226226807,0.0,105.226226807,0.0,105.226226807
810803,66,1,0.01,94.8737258911,94.8737258911,0.0,94.8737258911,0.0,94.8737258911
810403,67,2,0.02,101.507759094,104.857841492,3.35008239746,103.182800293,1.67504119873,206.365600586
810305,68,1,0.01,99.3737335205,99.3737335205,0.0,99.3737335205,0.0,99.3737335205
810303,69,1,0.01,101.514526367,101.514526367,0.0,101.514526367,0.0,101.514526367
810404,70,1,0.01,102.353218079,102.353218079,0.0,102.353218079,0.0,102.353218079
810115,71,1,0.01,88.1727828979,88.1727828979,0.0,88.1727828979,0.0,88.1727828979
810406,72,1,0.01,110.851348877,110.851348877,0.0,110.851348877,0.0,110.851348877
810702,73,1,0.01,118.165237427,118.165237427,0.0,118.165237427,0.0,118.165237427
810703,74,1,0.01,112.428100586,112.428100586,0.0,112.428100586,0.0,112.428100586
810117,75,1,0.01,107.93586731,107.93586731,0.0,107.93586731,0.0,107.93586731
810704,76,1,0.01,111.008895874,111.008895874,0.0,111.008895874,0.0,111.008895874
810402,77,1,0.01,101.981735229,101.981735229,0.0,101.981735229,0.0,101.981735229
810401,78,1,0.01,99.2591934204,99.2591934204,0.0,99.2591934204,0.0,99.2591934204
810118,79,1,0.01,114.348213196,114.348213196,0.0,114.348213196,0.0,114.348213196
810807,80,1,0.01,114.406097412,114.406097412,0.0,114.406097412,0.0,114.406097412
810204,81,2,0.02,112.399162292,115.418373108,3.01921081543,113.9087677,1.50960540771,227.8175354
810201,82,1,0.01,109.837341309,109.837341309,0.0,109.837341309,0.0,109.837341309
810111,83,1,0.01,85.3530807495,85.3530807495,0.0,85.3530807495,0.0,85.3530807495
810506,84,1,0.01,95.9663009644,95.9663009644,0.0,95.9663009644,0.0,95.9663009644
810501,85,2,0.02,91.7300567627,95.7859725952,4.05591583252,93.758014679,2.02795791626,187.516029358
810202,86,1,0.01,112.802963257,112.802963257,0.0,112.802963257,0.0,112.802963257
810502,87,2,0.02,97.0205841064,102.128204346,5.10762023926,99.5743942261,2.55381011963,199.148788452
