SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,33.3615722656,33.3615722656,0.0,33.3615722656,0.0,33.3615722656
100301,2,1,0.01,28.2379837036,28.2379837036,0.0,28.2379837036,0.0,28.2379837036
103001,3,1,0.01,27.1644439697,27.1644439697,0.0,27.1644439697,0.0,27.1644439697
103902,4,1,0.01,29.8558692932,29.8558692932,0.0,29.8558692932,0.0,29.8558692932
101104,5,1,0.01,27.0399456024,27.0399456024,0.0,27.0399456024,0.0,27.0399456024
101602,6,1,0.01,35.1406936646,35.1406936646,0.0,35.1406936646,0.0,35.1406936646
100308,7,1,0.01,27.8552074432,27.8552074432,0.0,27.8552074432,0.0,27.8552074432
103602,8,1,0.01,34.4660873413,34.4660873413,0.0,34.4660873413,0.0,34.4660873413
100304,9,1,0.01,34.4453544617,34.4453544617,0.0,34.4453544617,0.0,34.4453544617
104401,10,1,0.01,34.815032959,34.815032959,0.0,34.815032959,0.0,34.815032959
104003,11,1,0.01,37.0589981079,37.0589981079,0.0,37.0589981079,0.0,37.0589981079
105001,12,1,0.01,57.7578315735,57.7578315735,0.0,57.7578315735,0.0,57.7578315735
104301,13,1,0.01,27.825925827,27.825925827,0.0,27.825925827,0.0,27.825925827
104901,14,1,0.01,44.3187179565,44.3187179565,0.0,44.3187179565,0.0,44.3187179565
