POINT_BANG,X,Y,P_RAIN47_2
0,100.650034127,13.865927928,0.421481072903
1,100.745101685,13.8529962881,0.0668202415109
2,100.547002765,13.7545254811,6.12036991119
3,100.497556366,13.7595788722,4.77413463593
4,100.475634063,13.7521615498,4.77413463593
5,100.492151394,13.7512280636,4.77413463593
6,100.529770716,13.7630430098,6.12036991119
7,100.499228357,13.7679029825,4.77413463593
8,100.503045965,13.761822636,6.12036991119
9,100.538408182,13.7573163195,6.12036991119
10,100.494662802,13.761895874,4.77413463593
11,100.481251675,13.7588328289,4.77413463593
12,100.585996523,13.7515581026,6.12036991119
13,100.510667602,13.7588747831,6.12036991119
14,100.708169637,13.8911411594,0.0668202415109
15,100.629576885,13.8976550732,0.421481072903
16,100.672300751,13.8963130805,0.421481072903
17,100.563893467,13.8827841602,15.2306203842
18,100.872021917,13.8720997756,0.0138722928241
19,100.605776678,13.8678984281,0.421481072903
20,100.811679778,13.8732427011,0.0138722928241
21,100.5800601,13.8714663258,15.2306203842
22,100.505483589,13.764769074,6.12036991119
23,100.501439816,13.757277497,6.12036991119
24,100.441472717,13.7522748199,4.77413463593
25,100.418633297,13.7506263367,4.77413463593
26,100.706384042,13.8442969932,0.0668202415109
27,100.527961506,13.7522245241,6.12036991119
28,100.828575304,13.8388436557,0.0138722928241
29,100.583669608,13.8421016037,15.2306203842
30,100.668300128,13.8243118787,0.421481072903
31,100.774460621,13.8122749002,0.0668202415109
32,100.60812621,13.8392281244,0.421481072903
33,100.526686536,13.829422278,15.2306203842
34,100.822299625,13.9135716162,0.0361631587148
35,100.579764321,13.9169673853,1.64994800091
36,100.486477187,13.7427943514,4.77413463593
37,100.511837693,13.7437205042,6.12036991119
38,100.423065678,13.7380094564,4.77413463593
39,100.510977362,13.7382068339,6.12036991119
40,100.600737579,13.7934808191,0.155937060714
41,100.372648064,13.7856977068,4.86918878555
42,100.563266751,13.775071483,6.12036991119
43,100.620595798,13.7881933823,0.155937060714
44,100.428539617,13.7861848561,4.77413463593
45,100.836667625,13.7977538507,0.0136701874435
46,100.565745619,13.8085226659,15.2306203842
47,100.638646785,13.8112652613,0.421481072903
48,100.53021961,13.8106105983,15.2306203842
49,100.498881145,13.7327783523,4.77413463593
50,100.679827921,13.7174530162,0.155937060714
51,100.520240658,13.7336035808,6.12036991119
52,100.517383748,13.7574561632,6.12036991119
53,100.609121981,13.9200704078,0.564289212227
54,100.652272341,13.9214167064,0.564289212227
55,100.520598024,13.767802731,6.12036991119
56,100.643832442,13.7551040065,0.155937060714
57,100.82440238,13.7237646609,0.0136701874435
58,100.463129537,13.7598434125,4.77413463593
59,100.853805065,13.7274620425,0.0136701874435
60,100.523239584,13.7294329607,6.12036991119
61,100.749717361,13.722808283,0.0457390248775
62,100.514435465,13.7246085607,6.12036991119
63,100.397434355,13.7199086637,4.86918878555
64,100.645313807,13.8287250195,0.421481072903
65,100.600568279,13.8138021185,0.421481072903
66,100.723055462,13.8022867906,0.0668202415109
67,100.581233511,13.8193746013,15.2306203842
68,100.552654141,13.8152995128,15.2306203842
69,100.635093523,13.7884470736,0.155937060714
70,100.660654297,13.7936094857,0.155937060714
71,100.508703275,13.8001458031,15.2306203842
72,100.585425012,13.7846089658,6.12036991119
73,100.351082261,13.7141059285,4.86918878555
74,100.505093404,13.731164719,6.12036991119
75,100.489966851,13.7305525625,4.77413463593
76,100.451837222,13.7285695496,4.77413463593
77,100.570753548,13.7228534241,6.12036991119
78,100.526549121,13.7417642048,6.12036991119
79,100.534862613,13.7403758155,6.12036991119
80,100.545509766,13.7362756101,6.12036991119
81,100.56093748,13.7429474334,6.12036991119
82,100.499016059,13.7439699805,4.77413463593
83,100.463278732,13.7217532981,4.77413463593
84,100.52542642,13.7266989228,6.12036991119
85,100.598853998,13.7797838931,6.12036991119
86,100.435247983,13.7235128788,4.77413463593
87,100.529100155,13.7239195509,6.12036991119
88,100.522621746,13.7890724785,6.12036991119
89,100.451589916,13.7908873626,4.77413463593
90,100.492534843,13.790006204,4.77413463593
91,100.544958214,13.7818865454,6.12036991119
92,100.508032368,13.7053301913,6.12036991119
93,100.689161824,13.6808165465,0.347386717796
94,100.576834796,13.7686950314,6.12036991119
95,100.481059963,13.7833887915,4.77413463593
96,100.437753208,13.5734451418,1.88423585892
97,100.484048614,13.7004388412,4.77413463593
98,100.416504326,13.6964336911,1.95988690853
99,100.393565878,13.6919475895,5.04051876068
100,100.449475682,13.6974544868,1.95988690853
101,100.611847331,13.695262471,0.347386717796
102,100.515160712,13.6939969888,12.1601104736
103,100.459862079,13.733080791,4.77413463593
104,100.445116934,13.7365795311,4.77413463593
105,100.503377964,13.7511174599,6.12036991119
106,100.560189609,13.7219170128,6.12036991119
107,100.477539303,13.7721640218,4.77413463593
108,100.504814581,13.7781125777,6.12036991119
109,100.492479855,13.7743228027,4.77413463593
110,100.754458628,13.7523418891,0.0457390248775
111,100.512323168,13.772860755,6.12036991119
112,100.455598012,13.7596681038,4.77413463593
113,100.428371726,13.7671510721,4.77413463593
114,100.724758346,13.7517055582,0.0457390248775
115,100.466588454,13.7726659787,4.77413463593
116,100.348442514,13.7581884755,4.86918878555
117,100.519718068,13.7445387648,6.12036991119
118,100.512103222,13.7485519185,6.12036991119
119,100.499158189,13.7499474665,4.77413463593
120,100.628077493,13.7261563316,0.155937060714
121,100.493059194,13.7369182668,4.77413463593
122,100.513536164,13.7343560975,6.12036991119
123,100.412962354,13.6213077751,1.95988690853
124,100.514451544,13.7144691647,6.12036991119
125,100.491742507,13.7090301874,4.77413463593
126,100.500844526,13.7143803429,6.12036991119
127,100.504445335,13.7406006938,6.12036991119
128,100.526141963,13.7085286401,6.12036991119
129,100.513553471,13.7533301066,6.12036991119
130,100.497081401,13.7539650076,4.77413463593
131,100.506767949,13.751658507,6.12036991119
132,100.500224236,13.7534157783,6.12036991119
133,100.596319806,13.7191208366,6.12036991119
134,100.595281362,13.7070053136,6.12036991119
135,100.442999315,13.7140386452,4.77413463593
136,100.473382695,13.7150621001,4.77413463593
137,100.497435806,13.6959963973,1.95988690853
