,addrcode,rainfall
0,801403,50.52
1,801404,49.26
2,800802,45.75
3,801503,37.49
4,801409,51.62
5,801401,51.62
6,801304,66.01
7,800603,59.41
8,800909,67.12
9,801903,59.44
10,802003,59.88
11,801215,55.88
12,801206,59.58
13,801207,59.33
14,801217,55.88
15,802001,59.88
16,801003,64.75
17,801208,53.37
18,801213,59.33
19,802301,58.12
20,801301,66.01
21,800906,65.83
22,801216,55.88
23,801001,65.44
24,801303,58.79
25,801203,59.33
26,801104,76.77
27,801211,59.33
28,800102,57.82
29,801214,53.37
30,800103,57.82
31,800401,63.55
32,800304,62.04
33,800108,57.82
34,800405,74.52
35,800115,57.82
36,800303,60.96
37,801103,79.68
38,800114,59.88
39,802002,59.88
40,800122,60.3
41,801210,53.37
42,801002,76.37
43,801102,82.82
44,800101,57.82
45,800119,60.3
46,800416,63.55
47,800113,59.88
48,801202,53.37
49,810602,162.09
50,800807,54.47
51,800204,54.74
52,800501,55.38
53,800415,65.68
54,800810,54.47
55,810301,83.6
56,800201,54.47
57,800403,61.18
58,801209,53.2
59,800116,60.96
60,801803,81.1
61,800107,55.22
62,800121,51.66
63,801802,74.52
64,800203,54.47
65,800404,64.09
66,800806,50.41
67,802103,51.43
68,800502,64.29
69,800811,50.41
70,800813,48.08
71,800809,51.43
72,800709,71.18
73,801901,66.29
74,801604,69.97
75,800703,74.56
76,801605,68.36
77,801602,64.13
78,801704,74.29
79,801902,66.29
80,800701,73.87
81,801610,68.36
82,800710,77.47
83,800702,73.87
84,800707,76.0
85,810304,85.97
86,810802,90.69
87,810302,90.83
88,810106,122.49
89,810801,104.46
90,810101,104.46
91,810805,92.75
92,810701,81.8
93,810806,95.36
94,810116,113.3
95,810804,104.46
96,810203,80.4
97,810508,122.25
98,810509,123.33
99,810507,138.98
100,810604,135.2
101,800610,53.14
102,800904,65.22
103,800901,65.22
104,800607,59.41
105,800604,59.41
106,801611,53.14
107,800913,64.03
108,800601,59.41
109,801306,59.44
110,800902,65.22
111,800605,59.41
112,800612,61.99
113,801607,53.14
114,801906,71.18
115,800613,66.87
116,801606,59.49
117,800907,68.31
118,801601,59.49
