,addrcode,rainfall
0,801904,10.34
1,800905,14.17
2,801701,12.69
3,800611,2.48
4,801204,3.82
5,801101,33.52
6,801302,7.37
7,800305,3.97
8,801105,36.08
9,801212,0.02
10,800302,5.52
11,801205,0.43
12,800911,8.4
13,801107,20.92
14,802302,13.47
15,800912,15.66
16,801218,0.38
17,802304,3.28
18,800407,31.87
19,802203,18.68
20,800118,0.84
21,800112,2.58
22,800106,1.12
23,801801,44.56
24,801106,22.48
25,802202,35.7
26,802004,5.43
27,802201,33.98
28,800301,10.48
29,810601,8.1
30,800120,2.23
31,810603,8.38
32,800205,4.02
33,800410,32.88
34,800406,11.23
35,800505,22.16
36,800504,22.04
37,800202,8.92
38,802101,5.21
39,800803,0.4
40,800503,50.52
41,800801,0.1
42,802104,6.72
43,801408,12.66
44,802102,53.36
45,801407,4.43
46,801405,0.55
47,800804,1.19
48,800409,8.73
49,800704,61.24
50,801702,21.89
51,801703,28.31
52,801603,8.31
53,800910,29.6
54,801905,29.99
55,800908,18.19
56,801501,0.74
57,801502,12.89
58,801406,2.16
59,801402,0.6
60,800705,65.83
61,801609,18.14
62,800708,47.28
63,800711,114.34
64,810405,31.6
65,810803,36.9
66,810403,26.59
67,810305,31.14
68,810303,34.9
69,810404,23.45
70,810115,17.18
71,810406,19.91
72,810702,15.0
73,810703,12.48
74,810117,12.62
75,810704,27.81
76,810402,32.69
77,810401,29.51
78,810118,36.96
79,810807,38.58
80,810204,15.63
81,810201,17.46
82,810111,16.56
83,810506,12.33
84,810501,19.48
85,810202,13.77
86,810502,14.15
87,810505,16.26
88,810504,14.16
89,810105,12.1
90,810407,19.92
91,810103,19.03
92,810206,21.64
93,810808,23.28
94,810503,8.72
95,810205,16.68
96,802303,35.44
97,801608,0.0
98,800606,0.54
99,800903,16.6
100,801305,3.96
101,800706,29.26
