POINT_NAKH,X,Y,P_RAIN47_2
63,99.7843495738,8.8989502351,124.146896362
64,99.8909272668,8.89301842195,123.997787476
65,99.9019268233,8.81222649824,122.753684998
78,99.8143726422,9.2798847122,87.5426940918
79,99.8606315579,9.07186117749,108.786514282
80,99.877872103,9.0103030219,108.786514282
0,99.8996068804,8.14044207504,132.151290894
1,100.164679943,8.14045025554,141.633361816
2,99.669483254,8.09858317981,127.446113586
3,99.9349454428,8.1033900504,136.074645996
4,99.9085303272,8.30200519156,142.661499023
5,100.227060223,8.29377852123,157.522338867
6,100.089070524,8.2806622455,150.730148315
7,100.149546132,8.27814400986,153.509109497
8,100.212688964,8.24609469583,157.522338867
9,99.9109471056,8.3352212058,142.661499023
10,99.5279660229,8.28190587835,120.756134033
11,100.183975352,8.31398186234,147.157821655
12,100.15291921,8.23165166418,153.509109497
13,100.081289313,8.17690248172,152.42300415
14,99.8247355255,8.1747320445,132.151290894
15,99.7012766744,8.24311992405,136.744537354
16,100.256136117,8.26258513634,157.522338867
17,99.6118643628,8.25096723769,130.094894409
18,99.9236238606,8.25220182276,145.038009644
19,100.120488081,8.2442530761,153.509109497
20,99.3366319744,8.19378919478,92.5299835205
21,100.184946737,8.24597145074,153.509109497
22,99.9613538546,8.44909131242,135.068389893
23,100.199619741,8.39705975156,147.157821655
24,99.9663605763,8.43429046869,135.068389893
25,99.504279774,8.39090578517,118.415527344
26,99.7537186387,8.45446834779,138.985733032
27,99.9139319362,8.47207797774,135.068389893
28,99.4767986823,8.45834931128,117.247924805
29,99.9193831928,8.45227063334,135.068389893
30,99.8192094507,8.41408752564,134.003295898
31,99.4286045433,8.36558987907,102.850616455
32,99.9526069244,8.39847622667,142.661499023
33,99.9179446213,8.37122022425,142.661499023
34,100.012341183,8.32542449041,144.564300537
35,100.165284197,8.35981667475,147.157821655
36,99.4867736403,8.25516819972,106.938934326
37,99.3418470359,8.37159772906,86.3262557983
38,99.9718522757,8.40750469109,135.068389893
39,100.060596466,8.37636567618,144.564300537
40,99.5538554519,8.39048935092,118.415527344
41,99.9124551563,8.39946723757,142.661499023
42,100.108299318,8.35824060298,147.157821655
43,98.8033636451,8.56315513198,78.8171539307
44,99.8847252548,8.58896321248,128.480300903
45,99.7760535351,8.58009546134,126.980606079
46,99.651809934,8.55782449393,122.630455017
47,99.5004771487,8.5326942602,112.986663818
48,99.8839685712,8.56156767713,128.480300903
49,99.0757645856,7.52460805864,59.6102485657
50,99.8009469059,8.5042021206,128.480300903
51,99.6336246089,8.46582419442,129.147155762
52,100.181310671,8.47360584005,144.033279419
53,99.8611364533,8.46637636276,134.003295898
54,99.347331262,8.46566447827,97.4897460938
55,100.012307606,8.44320042718,155.245788574
56,100.032335522,8.51013125978,139.392425537
57,99.4185800948,8.49096825319,117.247924805
58,99.8997571016,8.53924920914,128.480300903
59,99.5206528024,8.48570708807,119.407989502
60,99.8707747056,8.74996642616,123.020545959
61,99.8273253692,8.6658061913,123.916175842
62,99.525144591,8.63294436894,113.428596497
66,99.8213932423,8.78321411643,123.020545959
67,99.9217687009,8.61672251233,125.132598877
68,99.8792246733,8.664989458,123.916175842
69,99.8849907525,8.00915259593,133.936752319
70,99.909545107,8.0351190874,134.616394043
71,100.191794957,7.96951729775,189.056335449
72,99.960160418,7.97349415485,138.632949829
73,100.269118333,7.97575087416,172.156478882
74,100.322345555,7.96735643975,157.766494751
75,99.5065049615,7.93253162187,111.370506287
76,99.9329972975,8.05849977339,134.616394043
77,100.019807461,7.99577336717,180.34437561
81,100.291003946,7.93304909085,172.156478882
82,99.8799145896,7.98022837458,127.378479004
83,100.000747472,7.94576096896,180.34437561
84,100.039714184,7.87278518799,146.852935791
85,99.0885545737,7.80693614332,62.4119949341
86,98.962972508,7.83620064015,55.7820205688
87,99.086515273,7.64591919012,60.9593276978
88,98.7424482523,8.14079930827,68.4973144531
89,98.9914739031,8.08126192991,66.1875152588
90,98.9064480901,8.0894902489,66.1875152588
91,99.0867384798,8.08954257043,76.96043396
92,99.3023073467,8.09252650575,87.5031280518
93,98.9712323424,7.96699749899,81.6622085571
94,98.8320582422,8.05226076674,60.9090652466
95,98.9761965864,8.03557493048,66.1875152588
96,99.2494736688,8.27514123302,79.7496871948
97,98.8913764556,8.38768797665,59.6963005066
98,98.7951249215,8.35878430825,63.1565246582
99,98.7192835818,8.45918267644,67.2415390015
100,98.8308684698,8.45050342365,71.7385635376
101,100.222057406,8.15728437627,143.603286743
102,99.6322271047,8.149180586,130.946060181
103,99.6885189229,8.16828189335,130.946060181
104,100.116993764,8.14678872809,141.633361816
105,100.197168301,8.15574993602,141.633361816
106,100.291367362,8.11167234402,143.603286743
107,99.500257118,8.17297578656,121.548942566
108,100.116932532,8.19868236912,141.633361816
109,99.9192016424,8.18264107046,136.074645996
110,99.6726335781,8.14759861008,130.946060181
111,100.193124146,8.18449327508,141.633361816
112,100.190528385,8.08368048865,172.614273071
113,100.246572214,8.10654372602,143.603286743
114,99.8427351932,8.06783688099,133.936752319
115,100.094136161,8.07477686129,146.200454712
116,100.243786276,8.0824587503,138.198501587
117,99.5936293786,8.04748477069,114.005378723
118,100.286330758,8.0367649157,138.198501587
