,addrcode,rainfall
0,801904,24.45
1,800905,25.25
2,801701,40.79
3,800611,14.06
4,801204,31.43
5,801101,56.05
6,801302,23.94
7,800305,29.57
8,801105,47.09
9,801212,34.84
10,800302,29.74
11,801205,41.39
12,800911,24.77
13,801107,45.06
14,802302,22.14
15,800912,28.95
16,801218,22.27
17,802304,23.44
18,800407,57.88
19,802203,43.25
20,800118,32.27
21,800112,34.04
22,800106,34.8
23,801801,61.21
24,801106,63.07
25,802202,50.39
26,802004,29.5
27,802201,33.4
28,800301,39.65
29,810601,75.91
30,800120,28.03
31,810603,74.21
32,800205,25.07
33,800410,43.49
34,800406,35.31
35,800505,25.67
36,800504,24.7
37,800202,23.73
38,802101,14.86
39,800803,17.34
40,800503,22.19
41,800801,17.85
42,802104,17.54
43,801408,13.15
44,802102,16.14
45,801407,13.85
46,801405,14.94
47,800804,18.91
48,800409,28.69
49,800704,46.6
50,801702,43.49
51,801703,31.86
52,801603,29.96
53,800910,31.99
54,801905,28.02
55,800908,25.19
56,801501,9.18
57,801502,8.24
58,801406,13.47
59,801402,12.78
60,800705,39.29
61,801609,48.6
62,800708,42.86
63,800711,48.87
64,810405,62.29
65,810803,75.2
66,810403,55.04
67,810305,64.54
68,810303,65.7
69,810404,53.53
70,810115,97.08
71,810406,50.89
72,810702,46.94
73,810703,55.5
74,810117,95.17
75,810704,49.82
76,810402,55.3
77,810401,58.78
78,810118,94.84
79,810807,67.28
80,810204,57.91
81,810201,70.33
82,810111,88.64
83,810506,100.51
84,810501,88.99
85,810202,64.93
86,810502,93.25
87,810505,103.31
88,810504,91.84
89,810105,97.88
90,810407,54.58
91,810103,88.14
92,810206,56.5
93,810808,66.59
94,810503,74.5
95,810205,89.39
96,802303,16.01
97,801608,28.26
98,800606,21.59
99,800903,22.57
100,801305,24.86
101,800706,31.74
