,addrcode,rainfall
0,100508,146.39
1,104604,146.66
2,103704,160.96
3,100108,164.24
4,102005,164.24
5,100101,164.24
6,103701,160.96
7,100112,164.24
8,100110,160.96
9,103702,160.96
10,100109,164.24
11,102004,164.24
12,101702,160.96
13,100805,160.96
14,104601,146.66
15,104203,146.39
16,104202,146.39
17,104101,148.17
18,100302,145.22
19,100502,146.39
20,100306,145.22
21,104102,148.17
22,100111,160.96
23,100107,160.96
24,101904,164.24
25,101907,164.24
26,104603,146.66
27,103703,160.96
28,100305,145.22
29,103002,148.17
30,104302,146.39
31,101002,146.66
32,103802,146.39
33,102902,148.17
34,100303,142.61
35,103604,138.56
36,101601,164.24
37,100801,160.96
38,102208,164.24
39,101302,160.96
40,104502,160.25
41,104802,173.26
42,102601,160.96
43,104503,160.25
44,101903,164.24
45,100307,151.42
46,103004,148.17
47,102704,146.39
48,102901,148.17
49,101801,164.24
50,103201,160.25
51,100401,160.96
52,100204,160.96
53,103605,139.44
54,104201,139.44
55,100203,160.96
56,100608,160.25
57,101105,151.42
58,102007,164.24
59,101106,151.42
60,100405,160.96
61,101101,151.16
62,100404,160.96
63,104002,173.26
64,102705,146.39
65,103801,146.39
66,101001,146.66
67,103003,148.17
68,103005,148.17
69,100601,160.25
70,102701,160.25
71,102502,148.17
72,101704,160.96
73,102303,173.26
74,101802,160.96
75,101502,164.24
76,102206,164.24
77,103302,160.96
78,100702,160.96
79,100703,160.96
80,100704,160.96
81,103901,160.96
82,100102,164.24
83,102209,164.24
84,100403,160.96
85,104501,160.96
86,102202,164.24
87,100402,160.96
88,100206,160.96
89,101902,164.24
90,102501,164.24
91,101401,160.96
92,103102,160.96
93,103203,168.48
94,101701,160.96
95,102503,164.24
96,102105,144.29
97,101506,164.24
98,104001,173.53
99,104004,174.7
100,103501,173.53
101,100905,168.48
102,103103,174.33
103,102210,164.24
104,102207,164.24
105,100104,160.96
106,103301,160.96
107,102009,164.24
108,100202,160.96
109,102504,164.24
110,101103,151.16
111,100201,160.96
112,101901,164.24
113,101905,164.24
114,101102,151.16
115,102006,164.24
116,104801,173.26
117,100701,160.96
118,100802,160.96
119,100103,164.24
120,103401,160.25
121,101501,164.24
122,101303,160.96
123,102107,173.53
124,102802,160.96
125,101507,164.24
126,101803,160.96
127,101301,160.96
128,102801,160.96
129,100803,160.96
130,100105,164.24
131,100804,160.96
132,100106,160.96
133,103903,160.96
134,103303,160.96
135,102201,164.24
136,101505,164.24
137,103101,173.53
138,103202,168.48
139,103504,173.53
140,102302,174.7
141,101204,174.33
142,102402,173.53
143,103503,173.53
144,102401,174.33
145,104701,168.48
146,101504,164.24
147,101203,174.33
148,101804,160.96
149,101503,164.24
150,102803,160.96
151,103502,164.24
152,104902,173.53
153,104602,146.66
154,104504,160.25
