POINT_BANG,X,Y,P_RAIN43_2
0,100.650034127,13.865927928,27.3694648743
1,100.745101685,13.8529962881,17.9290294647
2,100.547002765,13.7545254811,33.2631721497
3,100.497556366,13.7595788722,34.328250885
4,100.475634063,13.7521615498,34.328250885
5,100.492151394,13.7512280636,34.328250885
6,100.529770716,13.7630430098,33.2631721497
7,100.499228357,13.7679029825,34.328250885
8,100.503045965,13.761822636,33.2631721497
9,100.538408182,13.7573163195,33.2631721497
10,100.494662802,13.761895874,34.328250885
11,100.481251675,13.7588328289,34.328250885
12,100.585996523,13.7515581026,33.2631721497
13,100.510667602,13.7588747831,33.2631721497
14,100.708169637,13.8911411594,17.9290294647
15,100.629576885,13.8976550732,27.3694648743
16,100.672300751,13.8963130805,27.3694648743
17,100.563893467,13.8827841602,21.4132823944
18,100.872021917,13.8720997756,11.1834564209
19,100.605776678,13.8678984281,27.3694648743
20,100.811679778,13.8732427011,11.1834564209
21,100.5800601,13.8714663258,21.4132823944
22,100.505483589,13.764769074,33.2631721497
23,100.501439816,13.757277497,33.2631721497
24,100.441472717,13.7522748199,34.328250885
25,100.418633297,13.7506263367,34.328250885
26,100.706384042,13.8442969932,17.9290294647
27,100.527961506,13.7522245241,33.2631721497
28,100.828575304,13.8388436557,11.1834564209
29,100.583669608,13.8421016037,21.4132823944
30,100.668300128,13.8243118787,27.3694648743
31,100.774460621,13.8122749002,17.9290294647
32,100.60812621,13.8392281244,27.3694648743
33,100.526686536,13.829422278,21.4132823944
34,100.822299625,13.9135716162,9.58333396912
35,100.579764321,13.9169673853,15.1211109161
36,100.486477187,13.7427943514,34.328250885
37,100.511837693,13.7437205042,33.2631721497
38,100.423065678,13.7380094564,34.328250885
39,100.510977362,13.7382068339,33.2631721497
40,100.600737579,13.7934808191,21.3414230347
41,100.372648064,13.7856977068,28.1633892059
42,100.563266751,13.775071483,33.2631721497
43,100.620595798,13.7881933823,21.3414230347
44,100.428539617,13.7861848561,34.328250885
45,100.836667625,13.7977538507,14.7671766281
46,100.565745619,13.8085226659,21.4132823944
47,100.638646785,13.8112652613,27.3694648743
