,addrcode,rainfall
0,801904,0.9
1,800905,1.63
2,801701,2.24
3,800611,0.09
4,801204,0.09
5,801101,4.48
6,801302,0.0
7,800305,0.58
8,801105,0.96
9,801212,0.0
10,800302,0.6
11,801205,0.02
12,800911,1.28
13,801107,3.17
14,802302,0.12
15,800912,0.05
16,801218,0.0
17,802304,0.0
18,800407,1.18
19,802203,0.87
20,800118,0.0
21,800112,0.79
22,800106,0.12
23,801801,0.54
24,801106,2.9
25,802202,0.98
26,802004,3.9
27,802201,0.64
28,800301,0.81
29,810601,2.11
30,800120,0.0
31,810603,0.7
32,800205,0.0
33,800410,1.48
34,800406,0.77
35,800505,0.37
36,800504,0.18
37,800202,0.0
38,802101,0.13
39,800803,0.41
40,800503,0.38
41,800801,0.0
42,802104,0.14
43,801408,0.82
44,802102,0.92
45,801407,0.51
46,801405,0.07
47,800804,0.32
48,800409,1.04
49,800704,0.17
50,801702,2.08
51,801703,13.83
52,801603,0.0
53,800910,0.71
54,801905,0.83
55,800908,1.99
56,801501,0.05
57,801502,0.0
58,801406,0.06
59,801402,0.35
60,800705,0.34
61,801609,0.46
62,800708,0.23
63,800711,1.22
64,810405,3.3
65,810803,6.77
66,810403,2.83
67,810305,2.04
68,810303,2.23
69,810404,3.29
70,810115,2.09
71,810406,6.35
72,810702,4.45
73,810703,3.47
74,810117,2.47
75,810704,4.65
76,810402,4.44
77,810401,4.04
78,810118,2.35
79,810807,4.3
80,810204,4.77
81,810201,1.71
82,810111,1.08
83,810506,3.29
84,810501,3.39
85,810202,1.37
86,810502,3.67
87,810505,4.0
88,810504,1.54
89,810105,4.31
90,810407,3.15
91,810103,3.46
92,810206,8.33
93,810808,3.58
94,810503,1.36
95,810205,4.72
96,802303,0.02
97,801608,0.03
98,800606,0.0
99,800903,0.65
100,801305,0.69
101,800706,0.63
