POINT_NAKH,X,Y,P_RAIN41_2
63,99.7843495738,8.8989502351,40.9966392517
64,99.8909272668,8.89301842195,40.7758026123
65,99.9019268233,8.81222649824,39.9793319702
78,99.8143726422,9.2798847122,37.3620491028
79,99.8606315579,9.07186117749,44.1550788879
80,99.877872103,9.0103030219,44.1550788879
0,99.8996068804,8.14044207504,48.321811676
1,100.164679943,8.14045025554,38.9901695251
2,99.669483254,8.09858317981,51.9792823792
3,99.9349454428,8.1033900504,47.9273109436
4,99.9085303272,8.30200519156,45.1340827942
5,100.227060223,8.29377852123,37.2271461487
6,100.089070524,8.2806622455,46.9343528748
7,100.149546132,8.27814400986,41.8753852844
8,100.212688964,8.24609469583,37.2271461487
9,99.9109471056,8.3352212058,45.1340827942
10,99.5279660229,8.28190587835,56.0104942322
11,100.183975352,8.31398186234,41.9076652527
12,100.15291921,8.23165166418,41.8753852844
13,100.081289313,8.17690248172,44.9649200439
14,99.8247355255,8.1747320445,48.321811676
15,99.7012766744,8.24311992405,50.8180732727
16,100.256136117,8.26258513634,37.2271461487
17,99.6118643628,8.25096723769,49.4725570679
18,99.9236238606,8.25220182276,48.170501709
19,100.120488081,8.2442530761,41.8753852844
20,99.3366319744,8.19378919478,76.2337799072
21,100.184946737,8.24597145074,41.8753852844
22,99.9613538546,8.44909131242,49.2865104675
23,100.199619741,8.39705975156,41.9076652527
24,99.9663605763,8.43429046869,49.2865104675
25,99.504279774,8.39090578517,52.2579193115
26,99.7537186387,8.45446834779,47.4431228638
27,99.9139319362,8.47207797774,49.2865104675
28,99.4767986823,8.45834931128,66.2244186401
29,99.9193831928,8.45227063334,49.2865104675
30,99.8192094507,8.41408752564,49.4629058838
31,99.4286045433,8.36558987907,69.3103485107
32,99.9526069244,8.39847622667,45.1340827942
33,99.9179446213,8.37122022425,45.1340827942
34,100.012341183,8.32542449041,44.9841651917
35,100.165284197,8.35981667475,41.9076652527
36,99.4867736403,8.25516819972,71.2411422729
37,99.3418470359,8.37159772906,74.9653091431
38,99.9718522757,8.40750469109,49.2865104675
39,100.060596466,8.37636567618,44.9841651917
40,99.5538554519,8.39048935092,52.2579193115
41,99.9124551563,8.39946723757,45.1340827942
42,100.108299318,8.35824060298,41.9076652527
43,98.8033636451,8.56315513198,98.4629135132
44,99.8847252548,8.58896321248,46.5104522705
45,99.7760535351,8.58009546134,42.8485450745
46,99.651809934,8.55782449393,42.9585151672
47,99.5004771487,8.5326942602,46.1746520996
48,99.8839685712,8.56156767713,46.5104522705
49,99.0757645856,7.52460805864,60.0032501221
50,99.8009469059,8.5042021206,46.5104522705
51,99.6336246089,8.46582419442,44.2634429932
52,100.181310671,8.47360584005,40.2872085571
53,99.8611364533,8.46637636276,49.4629058838
54,99.347331262,8.46566447827,78.4302215576
55,100.012307606,8.44320042718,41.9090156555
56,100.032335522,8.51013125978,41.739112854
57,99.4185800948,8.49096825319,66.2244186401
58,99.8997571016,8.53924920914,46.5104522705
59,99.5206528024,8.48570708807,49.5391960144
60,99.8707747056,8.74996642616,40.9397392273
61,99.8273253692,8.6658061913,41.0409393311
62,99.525144591,8.63294436894,47.2752418518
66,99.8213932423,8.78321411643,40.9397392273
67,99.9217687009,8.61672251233,41.3498077393
68,99.8792246733,8.664989458,41.0409393311
69,99.8849907525,8.00915259593,53.2584533691
70,99.909545107,8.0351190874,50.3967056274
71,100.191794957,7.96951729775,45.8796348572
72,99.960160418,7.97349415485,58.2483253479
73,100.269118333,7.97575087416,46.0090332031
74,100.322345555,7.96735643975,44.9857177734
75,99.5065049615,7.93253162187,62.7884483337
76,99.9329972975,8.05849977339,50.3967056274
77,100.019807461,7.99577336717,50.0656166077
81,100.291003946,7.93304909085,46.0090332031
82,99.8799145896,7.98022837458,59.3912162781
83,100.000747472,7.94576096896,50.0656166077
84,100.039714184,7.87278518799,48.2409324646
85,99.0885545737,7.80693614332,75.7134628296
86,98.962972508,7.83620064015,77.6000366211
87,99.086515273,7.64591919012,64.3889160156
88,98.7424482523,8.14079930827,104.777069092
89,98.9914739031,8.08126192991,93.2302398682
90,98.9064480901,8.0894902489,93.2302398682
91,99.0867384798,8.08954257043,79.4013366699
92,99.3023073467,8.09252650575,78.2352905273
93,98.9712323424,7.96699749899,86.625579834
94,98.8320582422,8.05226076674,95.2041778564
95,98.9761965864,8.03557493048,93.2302398682
96,99.2494736688,8.27514123302,79.2945022583
97,98.8913764556,8.38768797665,102.74949646
98,98.7951249215,8.35878430825,102.737266541
99,98.7192835818,8.45918267644,104.404464722
100,98.8308684698,8.45050342365,102.980316162
101,100.222057406,8.15728437627,37.36485672
102,99.6322271047,8.149180586,50.5637130737
103,99.6885189229,8.16828189335,50.5637130737
104,100.116993764,8.14678872809,38.9901695251
105,100.197168301,8.15574993602,38.9901695251
106,100.291367362,8.11167234402,37.36485672
107,99.500257118,8.17297578656,56.2046890259
108,100.116932532,8.19868236912,38.9901695251
109,99.9192016424,8.18264107046,47.9273109436
110,99.6726335781,8.14759861008,50.5637130737
111,100.193124146,8.18449327508,38.9901695251
112,100.190528385,8.08368048865,39.7891807556
113,100.246572214,8.10654372602,37.36485672
114,99.8427351932,8.06783688099,53.2584533691
115,100.094136161,8.07477686129,44.1471099854
116,100.243786276,8.0824587503,36.469909668
117,99.5936293786,8.04748477069,58.3545722961
118,100.286330758,8.0367649157,36.469909668
