,addrcode,rainfall
0,100508,2.76
1,104604,3.63
2,103704,3.97
3,100108,4.52
4,102005,4.52
5,100101,4.52
6,103701,3.97
7,100112,4.52
8,100110,3.97
9,103702,3.97
10,100109,4.52
11,102004,4.52
12,101702,3.97
13,100805,3.97
14,104601,3.63
15,104203,2.76
16,104202,2.76
17,104101,3.67
18,100302,3.52
19,100502,2.76
20,100306,3.52
21,104102,3.67
22,100111,3.97
23,100107,3.97
24,101904,4.52
25,101907,4.52
26,104603,3.63
27,103703,3.97
28,100305,3.52
29,103002,3.67
30,104302,2.76
31,101002,3.63
32,103802,2.76
33,102902,3.67
34,100303,3.42
35,103604,3.06
36,101601,4.52
37,100801,3.97
38,102208,4.52
39,101302,3.97
40,104502,4.22
41,104802,2.4
42,102601,3.97
43,104503,4.22
44,101903,4.52
45,100307,4.06
46,103004,3.67
47,102704,2.76
48,102901,3.67
49,101801,4.52
50,103201,4.22
51,100401,3.97
52,100204,3.97
53,103605,2.84
54,104201,2.84
55,100203,3.97
56,100608,4.22
57,101105,4.06
58,102007,4.52
59,101106,4.06
60,100405,3.97
61,101101,3.62
62,100404,3.97
63,104002,2.4
64,102705,2.76
65,103801,2.76
66,101001,3.63
67,103003,3.67
68,103005,3.67
69,100601,4.22
70,102701,4.22
71,102502,3.67
72,101704,3.97
73,102303,2.4
74,101802,3.97
75,101502,4.52
76,102206,4.52
77,103302,3.97
78,100702,3.97
79,100703,3.97
80,100704,3.97
81,103901,3.97
82,100102,4.52
83,102209,4.52
84,100403,3.97
85,104501,3.97
86,102202,4.52
87,100402,3.97
88,100206,3.97
89,101902,4.52
90,102501,4.52
91,101401,3.97
92,103102,3.97
93,103203,3.95
94,101701,3.97
95,102503,4.52
96,102105,3.71
97,101506,4.52
98,104001,4.3
99,104004,2.62
100,103501,4.3
101,100905,3.95
102,103103,3.69
103,102210,4.52
104,102207,4.52
105,100104,3.97
106,103301,3.97
107,102009,4.52
108,100202,3.97
109,102504,4.52
110,101103,3.62
111,100201,3.97
112,101901,4.52
113,101905,4.52
114,101102,3.62
115,102006,4.52
116,104801,2.4
117,100701,3.97
118,100802,3.97
119,100103,4.52
120,103401,4.22
121,101501,4.52
122,101303,3.97
123,102107,4.3
124,102802,3.97
125,101507,4.52
126,101803,3.97
127,101301,3.97
128,102801,3.97
129,100803,3.97
130,100105,4.52
131,100804,3.97
132,100106,3.97
133,103903,3.97
134,103303,3.97
135,102201,4.52
136,101505,4.52
137,103101,4.3
138,103202,3.95
139,103504,4.3
140,102302,2.62
141,101204,3.69
142,102402,4.3
143,103503,4.3
144,102401,3.69
145,104701,3.95
146,101504,4.52
147,101203,3.69
148,101804,3.97
149,101503,4.52
150,102803,3.97
151,103502,4.52
152,104902,4.3
153,104602,3.63
154,104504,4.22
