POINT_NAKH,X,Y,P_RAIN52_2
63,99.7843495738,8.8989502351,131.89074707
64,99.8909272668,8.89301842195,130.60218811
65,99.9019268233,8.81222649824,133.303314209
78,99.8143726422,9.2798847122,77.6336288452
79,99.8606315579,9.07186117749,99.5675964355
80,99.877872103,9.0103030219,99.5675964355
0,99.8996068804,8.14044207504,116.379989624
1,100.164679943,8.14045025554,143.697372437
2,99.669483254,8.09858317981,97.9257354736
3,99.9349454428,8.1033900504,124.523849487
4,99.9085303272,8.30200519156,127.674385071
5,100.227060223,8.29377852123,136.711380005
6,100.089070524,8.2806622455,146.350738525
7,100.149546132,8.27814400986,133.044143677
8,100.212688964,8.24609469583,136.711380005
9,99.9109471056,8.3352212058,127.674385071
10,99.5279660229,8.28190587835,103.807983398
11,100.183975352,8.31398186234,137.566223145
12,100.15291921,8.23165166418,133.044143677
13,100.081289313,8.17690248172,147.852508545
14,99.8247355255,8.1747320445,116.379989624
15,99.7012766744,8.24311992405,119.133934021
16,100.256136117,8.26258513634,136.711380005
17,99.6118643628,8.25096723769,115.049209595
18,99.9236238606,8.25220182276,127.443756104
19,100.120488081,8.2442530761,133.044143677
20,99.3366319744,8.19378919478,53.4433135986
21,100.184946737,8.24597145074,133.044143677
22,99.9613538546,8.44909131242,142.114730835
23,100.199619741,8.39705975156,137.566223145
24,99.9663605763,8.43429046869,142.114730835
25,99.504279774,8.39090578517,108.02204895
26,99.7537186387,8.45446834779,130.566513062
27,99.9139319362,8.47207797774,142.114730835
28,99.4767986823,8.45834931128,83.1073455811
29,99.9193831928,8.45227063334,142.114730835
30,99.8192094507,8.41408752564,137.94720459
31,99.4286045433,8.36558987907,79.8631057739
32,99.9526069244,8.39847622667,127.674385071
33,99.9179446213,8.37122022425,127.674385071
34,100.012341183,8.32542449041,147.101593018
35,100.165284197,8.35981667475,137.566223145
36,99.4867736403,8.25516819972,73.5758743286
37,99.3418470359,8.37159772906,57.5193862915
38,99.9718522757,8.40750469109,142.114730835
39,100.060596466,8.37636567618,147.101593018
40,99.5538554519,8.39048935092,108.02204895
41,99.9124551563,8.39946723757,127.674385071
42,100.108299318,8.35824060298,137.566223145
43,98.8033636451,8.56315513198,36.565410614
44,99.8847252548,8.58896321248,129.979187012
45,99.7760535351,8.58009546134,132.900619507
46,99.651809934,8.55782449393,126.516494751
47,99.5004771487,8.5326942602,111.591392517
48,99.8839685712,8.56156767713,129.979187012
49,99.0757645856,7.52460805864,25.7723007202
50,99.8009469059,8.5042021206,129.979187012
51,99.6336246089,8.46582419442,131.398605347
52,100.181310671,8.47360584005,159.690567017
53,99.8611364533,8.46637636276,137.94720459
54,99.347331262,8.46566447827,59.0904045105
55,100.012307606,8.44320042718,201.586471558
56,100.032335522,8.51013125978,144.736343384
57,99.4185800948,8.49096825319,83.1073455811
58,99.8997571016,8.53924920914,129.979187012
59,99.5206528024,8.48570708807,119.642791748
60,99.8707747056,8.74996642616,131.255310059
61,99.8273253692,8.6658061913,129.398040771
62,99.525144591,8.63294436894,113.272521973
66,99.8213932423,8.78321411643,131.255310059
67,99.9217687009,8.61672251233,130.935577393
68,99.8792246733,8.664989458,129.398040771
69,99.8849907525,8.00915259593,100.496635437
70,99.909545107,8.0351190874,117.418167114
71,100.191794957,7.96951729775,119.84703064
72,99.960160418,7.97349415485,89.4921417236
73,100.269118333,7.97575087416,120.29901123
74,100.322345555,7.96735643975,110.978126526
75,99.5065049615,7.93253162187,69.4945449829
76,99.9329972975,8.05849977339,117.418167114
77,100.019807461,7.99577336717,122.906776428
81,100.291003946,7.93304909085,120.29901123
82,99.8799145896,7.98022837458,85.7313461304
83,100.000747472,7.94576096896,122.906776428
84,100.039714184,7.87278518799,108.586700439
85,99.0885545737,7.80693614332,29.8632564545
86,98.962972508,7.83620064015,23.7708320618
87,99.086515273,7.64591919012,24.9645652771
88,98.7424482523,8.14079930827,24.8624324799
89,98.9914739031,8.08126192991,29.8247375488
90,98.9064480901,8.0894902489,29.8247375488
91,99.0867384798,8.08954257043,43.7270278931
92,99.3023073467,8.09252650575,45.4649963379
93,98.9712323424,7.96699749899,29.191904068
94,98.8320582422,8.05226076674,23.8762016296
95,98.9761965864,8.03557493048,29.8247375488
96,99.2494736688,8.27514123302,54.2980384827
97,98.8913764556,8.38768797665,28.3201904297
98,98.7951249215,8.35878430825,26.5115909576
99,98.7192835818,8.45918267644,29.4164848328
100,98.8308684698,8.45050342365,30.7713527679
101,100.222057406,8.15728437627,131.604324341
102,99.6322271047,8.149180586,112.023216248
103,99.6885189229,8.16828189335,112.023216248
104,100.116993764,8.14678872809,143.697372437
105,100.197168301,8.15574993602,143.697372437
106,100.291367362,8.11167234402,131.604324341
107,99.500257118,8.17297578656,99.3562316895
108,100.116932532,8.19868236912,143.697372437
109,99.9192016424,8.18264107046,124.523849487
110,99.6726335781,8.14759861008,112.023216248
111,100.193124146,8.18449327508,143.697372437
112,100.190528385,8.08368048865,135.435333252
113,100.246572214,8.10654372602,131.604324341
114,99.8427351932,8.06783688099,100.496635437
115,100.094136161,8.07477686129,168.058135986
116,100.243786276,8.0824587503,132.730026245
117,99.5936293786,8.04748477069,84.770690918
118,100.286330758,8.0367649157,132.730026245
