,addrcode,rainfall
0,100508,1.49
1,104604,2.27
2,103704,3.0
3,100108,3.88
4,102005,3.88
5,100101,3.88
6,103701,3.0
7,100112,3.88
8,100110,3.0
9,103702,3.0
10,100109,3.88
11,102004,3.88
12,101702,3.0
13,100805,3.0
14,104601,2.27
15,104203,1.49
16,104202,1.49
17,104101,2.84
18,100302,2.56
19,100502,1.49
20,100306,2.56
21,104102,2.84
22,100111,3.0
23,100107,3.0
24,101904,3.88
25,101907,3.88
26,104603,2.27
27,103703,3.0
28,100305,2.56
29,103002,2.84
30,104302,1.49
31,101002,2.27
32,103802,1.49
33,102902,2.84
34,100303,2.51
35,103604,2.98
36,101601,3.88
37,100801,3.0
38,102208,3.88
39,101302,3.0
40,104502,1.78
41,104802,4.46
42,102601,3.0
43,104503,1.78
44,101903,3.88
45,100307,2.15
46,103004,2.84
47,102704,1.49
48,102901,2.84
49,101801,3.88
50,103201,1.78
51,100401,3.0
52,100204,3.0
53,103605,2.32
54,104201,2.32
55,100203,3.0
56,100608,1.78
57,101105,2.15
58,102007,3.88
59,101106,2.15
60,100405,3.0
61,101101,2.97
62,100404,3.0
63,104002,4.46
64,102705,1.49
65,103801,1.49
66,101001,2.27
67,103003,2.84
68,103005,2.84
69,100601,1.78
70,102701,1.78
71,102502,2.84
72,101704,3.0
73,102303,4.46
74,101802,3.0
75,101502,3.88
76,102206,3.88
77,103302,3.0
78,100702,3.0
79,100703,3.0
80,100704,3.0
81,103901,3.0
82,100102,3.88
83,102209,3.88
84,100403,3.0
85,104501,3.0
86,102202,3.88
87,100402,3.0
88,100206,3.0
89,101902,3.88
90,102501,3.88
91,101401,3.0
92,103102,3.0
93,103203,2.85
94,101701,3.0
95,102503,3.88
96,102105,5.71
97,101506,3.88
98,104001,4.41
99,104004,5.05
100,103501,4.41
101,100905,2.85
102,103103,3.98
103,102210,3.88
104,102207,3.88
105,100104,3.0
106,103301,3.0
107,102009,3.88
108,100202,3.0
109,102504,3.88
110,101103,2.97
111,100201,3.0
112,101901,3.88
113,101905,3.88
114,101102,2.97
115,102006,3.88
116,104801,4.46
117,100701,3.0
118,100802,3.0
119,100103,3.88
120,103401,1.78
121,101501,3.88
122,101303,3.0
123,102107,4.41
124,102802,3.0
125,101507,3.88
126,101803,3.0
127,101301,3.0
128,102801,3.0
129,100803,3.0
130,100105,3.88
131,100804,3.0
132,100106,3.0
133,103903,3.0
134,103303,3.0
135,102201,3.88
136,101505,3.88
137,103101,4.41
138,103202,2.85
139,103504,4.41
140,102302,5.05
141,101204,3.98
142,102402,4.41
143,103503,4.41
144,102401,3.98
145,104701,2.85
146,101504,3.88
147,101203,3.98
148,101804,3.0
149,101503,3.88
150,102803,3.0
151,103502,3.88
152,104902,4.41
153,104602,2.27
154,104504,1.78
