SCODE_BMA,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
104605,1,1,0.01,3.62845873833,3.62845873833,0.0,3.62845873833,0.0,3.62845873833
100301,2,1,0.01,3.52286338806,3.52286338806,0.0,3.52286338806,0.0,3.52286338806
103001,3,1,0.01,3.67215824127,3.67215824127,0.0,3.67215824127,0.0,3.67215824127
103902,4,1,0.01,3.97002220154,3.97002220154,0.0,3.97002220154,0.0,3.97002220154
101104,5,1,0.01,3.61806559563,3.61806559563,0.0,3.61806559563,0.0,3.61806559563
101602,6,1,0.01,4.51885461807,4.51885461807,0.0,4.51885461807,0.0,4.51885461807
100308,7,1,0.01,4.05653762817,4.05653762817,0.0,4.05653762817,0.0,4.05653762817
103602,8,1,0.01,3.05864572525,3.05864572525,0.0,3.05864572525,0.0,3.05864572525
100304,9,1,0.01,3.4214451313,3.4214451313,0.0,3.4214451313,0.0,3.4214451313
104401,10,1,0.01,4.22269058228,4.22269058228,0.0,4.22269058228,0.0,4.22269058228
104003,11,1,0.01,2.40358924866,2.40358924866,0.0,2.40358924866,0.0,2.40358924866
105001,12,1,0.01,2.61754655838,2.61754655838,0.0,2.61754655838,0.0,2.61754655838
104301,13,1,0.01,2.76298856735,2.76298856735,0.0,2.76298856735,0.0,2.76298856735
104901,14,1,0.01,4.29819107056,4.29819107056,0.0,4.29819107056,0.0,4.29819107056
